ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
10,"It is an effort to improve the phenomenon of thick boron-carbon compound forming, during the process of arc surfacing of high boron and high carbon alloy. This paper deals with the refinement of hard particles, in order to improve the microstructure of the surfacing layer. The comparison of microstructure and hard particles composition between laser arc composite surfacing layer and arc surfacing layer confirmed that hard particles of both are (Fe, Cr)(7)(B, C)(3) and (Fe, Cr)(2)B. Also, the results show that in the cross section of the arc surfacing layer, the hard particles are in the shape of long strips, hexagonal and regular quadrangular blocks. But the size of hard particles decreases and follows a uniform distribution under laser induction. The wear resistance of laser arc composite surfacing layer is obviously improved. This may be due to that thick hard particles were broken into smaller units by pulsed laser stirring molten pool, thus providing more nucleating particles for the formation of hard particles. At the same time, the thick hard particles were melt down by high energy laser beam, which improves the temperature gradient and forces hard particles to grow uniformly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Breast nuclear medicine imaging has gradually become a supplemental method for detection of mammographically occult cancer in dense breasts. However, mammary glands and ducts are highly sensitive to radiation; the absorbed dose to glandular tissue may increase the risk of secondary breast cancer. Therefore, accurate suborgan breast dosimetry for breast nuclear medicine imaging represents an important issue. In this study, a series of anthropomorphic software breast phantoms (ASBPs) with various volumes and glandularitles were built. The realism of the ASBPs was assessed by using the two-dimensional projection and fractal dimension (FD) analysis. Breast self S values and suborgan S values for F-18 and Tc-99(m) were simulated using the Monte Carlo technique. The projected images of the ASBPs were similar to clinical mammograms in tissue distribution and image contrast. The mean FD value for the ASBPs was 2.23. The maximum differences between the breast self S values of ASBPs and OLINDA/EXM for (18)( ) and Tc-99(m) were -14.4% and -16.7%, respectively. For the breast suborgan S values, the maximum ratios between the S value from gland to gland S(g <- g) and the S value from breast to breast S(1).-b) were 4.84 for F-18 and 3.60 for Tc-99(m). The mean ratios between the S value from gland to duct S(d <- g) and that from gland to gland S(g <- g) were 0.296 for F-18 and 0.356 for Tc-99m. The suborgan breast dosimetry based on the ASBPs can be used for internal dose evaluation and carcinogenic risk assessment of mammary glands and ducts in breast nuclear medicine imaging.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Turbulent fast ion transport has been investigated in astrophisycal, laboratory and fusion plasmas. When gyro- and drift-averaging across plasma structures manifest as non-markovian and non-local effects, this results in generally non-diffusive transport. The intermittency of the formation of these plasma structures, such as blobs, can potentially be reflected in the transport of the fast ions as well. In the TORPEX basic plasma device, a toroidal beam of suprathermal Li-6 ions is injected into electrostatic plasma turbulence. Conditional sampling techniques confirm turbulent E x B-drifts as physical driving mechanism of radial fast ion transport, which features sub-, super- or quasi-diffusive regimes depending on the fast ion energy and propagation time. To address the question of how far local intermittency is associated with each regime, we analyze characteristics of time-intermittency on an extensive set of local fast ion time-series across all observed regimes. Modeling the time-average fast ion profiles as the result of a meandering smaller instantaneous beam allows us to predict the skewness of such time-series based on their time-average. Comparisons with the skewness of simple two-valued time-series can yield relative indications towards certain transport regimes in our specific system, based on the differences in the size of the instantaneous fast ion beam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"InP-based quantum dots are promising candidates as Cd-free quantum dots; however, they require sharper fluorescence to satisfy the next-generation display standard. For this purpose, a deeper understanding of the crystal growth scheme and well-designed organometallic precursors are needed. Density functional theory calculations were used to find the activation barriers for the initial reaction of Zn, Ga, and In precursors with tris (trimethylsilyl)phosphine, and differences in reactivity between dissimilar metal precursors were revealed. The coordinations of the P precursor to Zn, In, and Ga precursors were found to differ significantly, depending on the coordination number and the ionic radius, and these results were consistent with reports that found that InZnP can be alloyed, but InGaP is not easily alloyed. The activation energies become close to each other when using thiol ligands with less steric hindrance in monodentate ligands. These results will lead to achieving precise composition control and great luminescence properties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"In this article, conservation laws, temperature dependent viscosity, thermal conductivity and mass diffusion models are used for mathematical modeling of flow of Casson fluid induced by nonlinear axisymmetric stretching sheet exposed to non-uniform magnetic field. Mathematical models are solved by finite element method. Convergence is ensured and grid independent analysis is performed. Several numerical simulations are executed to investigate the behavior of velocity, temperature and concentration under the variation of parameters. The impact of viscous dissipation, Joule heating, variation of viscosity and thermal conductivity is investigated through numerical simulations. The developed computer program is tested by comparing with computed results. The intensity of applied magnetic field and Joule heating are directly proportional to each other and an increase in the intensity of magnetic field causes an increase in the temperature. A rise in viscosity due to a rise in temperature has remarkable impact on both velocity and temperature. However, an increase in thermal conductivity (due to rise in temperature) results a significant increase in the temperature as conduction of heat from hot surface into the fluid speeds up. The wall heat flux increases when intensity of the magnetic field is increased.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"In this paper we have comprehensive study on the interplay among radiation loss, transverse disorder (diagonal and off-diagonal) and Kerr-type nonlinearity on the light propagation in 1D array of optical waveguides. Our numerical results demonstrate the presence of three distinguished regimes of transverse light expansion at different propagation distances. At short propagation distance, the Kerr-type nonlinearity are dominated and results in the transverse localization of light through the self-trapping mechanism. Radiation loss, causes the light escape from the injected guides, affect the light expansion in middle distance via broadening the light beam width. At longer distance the disorder terms led to the transverse localization of light, again. Also, we compared the propagation of light in edge and middle modes in the presence of the above effects. Our results show that the propagation distance of first localized regime for edge modes is larger than the middle modes since the edge modes can exchange energy with one of the left or right waveguides, while for middle modes there are two ways for energy exchange. Therefore the discrete diffraction can be diminished the nonlinear effects in middle modes faster than the edge modes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"A novel and inexpensive fabrication method of multiferroic nanocomposite films via liquid-phase formation is demonstrated in this work. Well-aligned anodized TiO2 nanotube arrays on a Ti substrate were used as the core template. The anodized TiO2 nanotube arrays were then hydrothermally treated in Ba(OH)(2) aqueous solution to form BaTiO3 (BTO) nanotube arrays. The average pore diameter and thickness of the BTO nanotube arrays obtained were approximately 50 similar to 70 nm and 2 similar to 4 mu m, respectively. The BTO nanotube arrays were then dip-coated with CoFe2O4 (CFO) sol with the assistance of vaccum impregnation equipment to enable the penetration of CFO sol into the tubular pores of the BTO nanotube arrays. The good distribution of CFO in the BTO nanotube arrays was confirmed by electron microscopy accompanied with elemental analysis. The good crystallinity of CFO and BTO in the nanocomposite was confirmed by X-ray diffraction, and the nanocomposite film exhibited anisotropic ferrimagnetic properties upon an in plane and out-plane applied magnetic field.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"The effects of thiodiphenol based epoxy resin on the thermal property of the composites containing aluminum oxide were investigated. The thermal conductivities and thermal diffusivities of the composites were dependent on the polymer resin. At the same content of Al2O3, the thermal conductivity and thermal diffusivity of composites made by synthesized polymer resin exhibited higher than that of composite made by bisphenol-A resin. The obtained maximum thermal conductivity of the composite was 0.25 W/mK, which was 0.4 times as large as that of the conventional bisphenol-A epoxy resin which has an amorphous structure. It is supposed that the reason for the high heat conductivity obtained in thiodiphenol based epoxy resin is certain high packing structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Application-viable yields of optically stimulated luminescence (OSL) are known to be provided by a number of materials, Al2O3:C nanoDot OSLDs being one of those currently favoured, dominating the world of commercial passive radiation dosimetry. Associated with the use of such materials is the need for versatile, high performance readout devices, opportunities remaining for novel developments in support of the OSL media, as emphasised herein. Present study focuses on the data acquisition capability of an in-house prototype OSL reader, luminescence stimulation being provided by a 30 mW green LED light (spectral mid-point similar to 515 nm). In providing for the additional versatility of making stand-off (at a distance) measurements, the dosimeter sensors (nanoDot OSLD chips) were attached to a polymethyl-methcrylate (PMMA) fibre cable, allowing characterization of the OSL (phosphorescence) at very low risk. Using this prototype instrument, key OSL features from an Al2O3:C sensor medium have been captured, excellent quantitative agreement being found between present results and those of others using other readers. One further feature of the current design is that it also allows investigation of the excitation light wavelength dependence of sensor media that could be competitive to Al2O3:C, there being the additional ability to swap out the OSL sensor, filters and other support components.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Metal and metal-compound photocathodes are generally used as electron sources in radio frequency (RF) guns. These photocathodes are robust against laser irradiation and RF fields, are easy to handle, and have longevity. The surface cleaning of photocathodes is essential to improve and maintain their quantum efficiency (QE) in an RF gun cavity. In this paper, we propose a backside electron-beam irradiation heating technique as an in situ surface-cleaning procedure for photocathodes in an RF gun cavity. In the proposed technique, thermal electrons accelerated by a DC electric field are irradiated from the back of the photocathode, and their beam power is converted to heat, thereby heating the photocathode. Unlike other surface-cleaning techniques, surfaces of any cathode shape can be cleaned uniformly using this heating method. We designed and developed a cathode plug that includes the proposed heating system for large-diameter (similar to 8 mm) photocathodes. Thermal simulation of the entire system, including the photocathode and its holding structure, and RF simulation of the choke structure for preventing the leakage of RF power were performed. The developed heating system was installed in an RF gun in High Energy Accelerator Research Organization KEK and subjected to RF aging and beam commissioning. From the results of beam commissioning, it was found that the QE of the photocathode increased to approximately 2.5 times the initial value due to the in situ annealing in the RF gun cavity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"We present a novel numerical method aimed to characterize global behaviour, in particular chaotic diffusion, in dynamical systems. It is based on an analysis of the Poincare recurrence statistics on massive grids of initial data or values of parameters. We concentrate on Hamiltonian systems, featuring the method separately for the cases of bounded and non-bounded phase spaces. The embodiments of the method in each of the cases are specific. We compare the performances of the proposed Poincare recurrence method (PRM) and the custom Lyapunov exponent (LE) methods and show that they expose the global dynamics almost identically. However, a major advantage of the new method over the known global numerical tools, such as LE, FLI, MEGNO, and FA, is that it allows one to construct, in some approximation, charts of local diffusion timescales. Moreover, it is algorithmically simple and straightforward to apply. (C) 2019 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Vertical ablation, which is caused by oblique transmission geometry, was applied for high reproducible matrix-assisted laser desorption/ionization mass spectrometry (MALDI-MS). In terms of desorption behavior of analytes and reproducibility of MALDI-MS measurements, comparative evaluations of this oblique transmission geometry with a reflection geometry were done in this paper. We found a large difference in laser ablation direction and amount of desorbed sample between these two irradiation techniques. This difference directs to drastic improvements of signal intensity and shot-to-shot reproducibility in mass spectra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Cherenkov Telescope Array (CTA) is an upcoming instrument that will start a new generation of atmospheric Cherenkov telescopes. CTA is expected not only to provide an unprecedented sensitivity in the tens of GeV to hundreds of TeV range, but also to considerably improve the systematic uncertainties of the measurements. We study the images registered by Cherenkov telescopes from low energy gamma rays with its first interaction in the upper parts of the atmosphere. The images show a characteristic separation due to the deflection of the first e(-)e(+) pair in the Geomagnetic Field. We evaluate the performance of the standard stereoscopic analysis for such events. We derive also a novel method for energy estimation of V-shaped events based purely on geometrical properties of the image. We investigate the potential of combining the classical energy estimation and the novel method for independent validation of the systematic shifts in the energy scale of Cherenkov telescopes and discuss the limitations of such analysis. (C) 2019 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Two types of nanoclusters were detected using DSC thermal analysis operating at -50 degrees C with liquid nitrogen. The formation of Cluster (1) was substantially suppressed by the formation of Cluster (2) during step quenching at 100 degrees C for 0.06 ks. The hardness increase was retarded for a period during two-step aging at 170 degrees C in the case of natural aging for 604.8 ks. The hardness decrease was determined to be due to the dissolution of nanoclusters in the early stage of two-step aging at 170 degrees C. On the other hand, hardness was directly increased in the step-quenched samples during multi-step aging at 170 degrees C. It is noted that Cluster (2) directly transforms into the strengthening phase. The bake hardening response is fairly enhanced by the formation of Cluster (2), which is formed by the step quenching process. It was confirmed that the step-quenched samples had a higher number of precipitates than the naturally-aged ones based on TEM images. The structure of the precipitate was identified to be the beta '' phase by analyzing HRTEM image.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"The effective interaction between two classical nonrelativistic electrons (positrons) in the presence of intense electromagnetic radiation (one and two waves) is theoretically studied. Small relativistic corrections are considered in the laboratory reference frame. The field of an intense wave forms the movement of particles in such a way that their trajectories are practically parallel for quite a long time and, in the perpendicular direction, the particles shift slightly, approaching first and then moving away from each other. This result can be considered an effective attraction for same-charged particles. We show that the effective attraction of two electrons and two positrons could be substantially asymmetric.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"An approach for creating of a diffraction chalcogenide semiconductor glass grating on the surface of (GeSe5)(80)B-20 layer by low-energy high-dose mask ion implantation is presented. During Ag+-ion implantation, Ag nanoparticles were synthesized in unprotected areas of irradiated glass. The formation of periodic surface microstructures during local ion sputtering of semiconductor glass was observed by scanning electron and atomic force microscopy. With probed a He-Ne laser the efficiency of optical diffraction grating was demonstrated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"A new beam-timing monitor (BTM) has been developed to analyze the longitudinal beam dynamics and bunching characteristics at the pre-injector of the KEKB injector linear accelerator (linac). The BTM is a conventional stripline-type beam monitor with two pickup electrodes. It measures the relative time delay between the arrival time of the beam signal and 1st-zero-cross time of the fundamental accelerating radio frequency (rf) signal (2856 MHz) immediately after the detection of the beam signal. The beam tests were performed to evaluate the performance and characteristics of the BTM for primary single-bunched electron beams with high bunch charges of similar to 8 nC for positron production. It was found that the results show that the resolution in the delay-time measurement is sigma similar to 1.2 ps in one standard deviation. This report describes the basic design of the BTM system, the beam tests, and results in detail, to investigate the sensitivity and stability of the beam timing based on the longitudinal phase-space parameters at the pre-injector and location A1 of the injector linac, along with the calibration method in the pulse-height variation of the BTM signal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"We assess the performance of two different types of basis sets for nonadiabatic quantum dynamics at conical intersections. The basis sets of both types are generated using Ehrenfest trajectories of nuclear coherent states. These trajectories can either serve as a moving (time-dependent) basis or be employed to sample a fixed (time-independent) basis. We demonstrate on the example of two-state two-dimensional and three-state five-dimensional models that both basis set types can yield highly accurate results for population transfer at intersections, as compared with reference quantum dynamics. The details of wave packet evolutions are discussed for the case of the two-dimensional model. The fixed basis is found to be superior to the moving one in reproducing true nonlocal spreading and maintaining correct shape of the wave packet upon time evolution. Moreover, for the models considered, the fixed basis set outperforms the moving one in terms of computational efficiency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Ultra high power laser amplifier systems based on plasma may provide a pathway to reach petawatt to exawatt powers, vastly exceeding the limitations imposed by the currently low damage threshold of solid state optical elements. In theory unfocused intensities of 10(17) W cm(?2) could be reached. The Raman amplification scheme has been demonstrated as a promising candidate through the observation of 10% energy transfer efficiency due to amplification of noise, which implies potentially much larger efficiencies. However, controlled amplification of a seed pulse has not hitherto exceeded an efficiency of 7%. Here we discuss several saturation mechanisms that can limit the gain, such as early pump scattering and thermal effects. We show that chirped pulse Raman amplification can mitigate these deleterious effects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"In this paper, we explore the persistent current in thin superconducting wires and accurately examine the effects of the phase slips on that current. The main result of the paper is the formula for persistent current in terms of solutions of certain (nonlinear) integral equation. This equation allows to find asymptotics of the current at long(small) length of the wire, in this paper, we examine the region in which the system becomes strongly interacting and very few pieces of information can be extracted by perturbation theory. Nevertheless, due to the integrability, exact results for the current can be obtained. We observe that at the limit of a long wire, the current becomes exponentially small and we believe that it is the signal that phase slips may destroy superconductivity for long wires, below BKT phase transition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Gels are composed of cross-linked polymer network and solvent. Gels are both ubiquitous in nature and widely applied in engineering applications. In this work, we develop a physics-based dynamic theory to investigate the tunable wave propagation properties of gels. Gels are soft and can generate large deformation. The constitutive relation takes account the coupled large deformation and diffusion of gels. The dynamic governing equations take account the relative motions between the polymer network and solvent, which leads to a pressure diffusion wave similar to the ""slow pressure wave"" in the classical Biot's poroelastodynamics. It is different from the pressure wave in pure solid or pure liquid. The phase velocity, group velocity and attenuation coefficient are analyzed at different frequencies and propagating directions for both pressure wave and shear wave. We show that the wave propagation properties of gels are not only related to the material properties including the crosslink density and the interaction property between solvent and polymer, but also can be tuned by different mechanical loading conditions and chemical stimuli. It is also predicted that the constrained swollen gel exhibits anisotropic wave propagation properties, which leads to the splitting of the pressure wave and shear wave propagating through it. The theory provides a general frame for fundamental understanding and quantitative characterization of the dynamic behaviors of gels. (C) 2019 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"In this paper, different signal reconstruction methods are combined with temporal ghost imaging. The different methods are verified by the data collected from the system of temporal ghost imaging with the chaotic light. Simulated results suggest that the method of total variance minimization gives high-quality reconstruction of the imaging object with less time consumption compared with other methods. The different performances among these reconstruction techniques are also analyzed. The result thus provides valuable information for temporal ghost imaging with the advantages of high security, fast speed imaging and high quality of reconstructed signal in the area of optical cryptography applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"This study introduces a characterization technique for trap locations (X-t) with considerable trap density along the channel in field effect transistors (FETs). The technique is based on the experimental gate-to-source or gateto-drain capacitance-voltage (C-GS-V-GS or C-GD-V-GD) characteristics of FETs. As the gate bias (V-G) increases, the effective channel length (L-eff) extends by the increased conductivity of the channel from the source or the drain. Due to trapped charges at the trap sites with a high density of traps along the channel, abrupt change in the C-V characteristics is observed. For the transition gate bias (V-G,V-t) with abrupt change in the C-V characteristics, the dominant trap location (X-t) can be converted through the channel conduction factor (alpha(V-G) to be the effective channel length L-eff(V-G) = alpha(V-G).L-ch). We expect that the proposed C-V technique to be useful in non-destructive electrical characterization of lateral trap locations (interface states, bulk traps, and/or grain boundary traps caused by the bias stress and/or fabrication process) along the channel in FETs. We successfully applied the proposed technique to the p-channel poly-Si thin-film transistors (TFTs) for characterization of the grain boundary locations along the channel. As an example for the proposed technique, we applied the technique to a p-channel poly-Si TFT and obtained a dominant trap at X-GB1 = 3.13 [mu m] from the source and another at X-GB2 = 3.70 [mu m] from the drain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"In this study, we investigate the microstructure and mechanical properties of as-extruded Al-1.0RE alloys. The molten Aluminum alloy was maintained at 800 degrees C and then poured into a mould at 200 degrees C. Aluminum alloys were hot-extruded into a rod measuring 12 mm thick with a reduction ratio of 38: 1. The microstructure and electric conductivity properties of as-extruded Al-1.0RE alloy under different annealing processes were investigated and compared. After extrusion, the intermetallic compound having a needle shape in the cast state was finely decomposed based on the direction of extrusion. Significant changes in the microstructure were detected after annealing at 500 degrees C with fragmentation and sphering of eutectic particles. The annealing temperature of Al-1.0RE alloy increased proportionally to the electrical conductivity. The formation of Al-RE intermetallic compounds increases the electrical conductivity and improves the mechanical properties of the alloy through precipitation hardening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
