ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33,rule34
10,"China, who was in charge of most of the poloidal field (PF) conductor unit lengths manufacturing for the ITER Project, has supplied all the required PF conductors and finished the PF package successfully. Around 130 t of NbTi strands were supplied and used for the PF conductors. During the package execution process, the Chinese Domestic Agency (CNDA) has organized the verification for the NbTi strand acceptance tests based on the requirements of the ITER procurement arrangement (PA). The verification tasks for NbTi strands were undertaken by the Institute of Plasma Physics Chinese Academy of Sciences (ASIPP). In total, about 550 billets of NbTi strands have been verified and supplied for the PF conductors. The verification levels fit the ITER PA requirements. The test results showed that the quality of the NbTi strands has been well controlled. In addition, in order to supply essential data for the conductor performance prediction and analysis, a full critical current I-c characterization of the NbTi strands, which requires a measurement of I-c versus field, B and temperature, T, has been obtained using the test facilities from the National Institute of Standards and Technology (NIST) and ASIPP. The parameterization using the Bottura scaling law for the strand with I-c close to the average value from the verification results has been analyzed. The test methods and strand performances are reviewed and summarized in this article.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Here, a simple and general approach was developed for depositing metal nanoparticles on alkanedithiol self-assembled monolayers (SAMs) based on the spontaneous reduction of metal ions by the free SH sites of SAMs. By immersing the alkanedithiol SAM/Au in a corresponding metal containing solution (HAuCl4, AgNO3, H2PtCl6 and PdSO4), Au, Ag, Pt and Pd clusters, respectively, could be formed on top of the SAM/Au(111) electrode surface, which was confirmed by STM characterization. The size, morphology and coverage of clusters/islands can be tuned by modulating the immersion time, which allows for possible utilization of the metal/SAM/Au(111) in catalysis, nanoelectronics and biodetection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"In this paper, a single ultra-violet exposure for multi-height structure was used to fabricate an optical-fiber-integrated planar lightwave circuit (PLC) splitter using a thermal imprinting technique. The 1x8 tapered multi-mode PLC splitter was designed with a trench at a depth of 50 mu m and a variable width ranging from 50 mu m to 690 mu m for the insertion of waveguide and fiber structures measuring 125 mu mx87.5 mu m in order to minimize insertion loss. Photolithography with a Cr layer and bottom anti-reflection coating (BARC) was utilized to fabricate a multi-height photoresist structure, and the effect of the thick Cr layer and BARC on the geometry was investigated. Scanning electron microscopy of the fabricated structures showed that a Cr thickness of 50 nm and BARC provided the ideal geometry with a minimal undercut and sidewall roughness. Based on the characterization of the imprinted splitter, the average value and uniformity of optical loss between the channels were 10 dB and less than 0.42 dB, respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"In this study, TiWVOx/TiO2 thin-films were fabricated using a bipolar pulsed magnetron sputtering technique and were characterized. The results obtained using the X-ray diffraction analysis confirmed the anatase phase structure with a highly oriented TiO2 (101) plane. The surface images obtained through scanning electron microscopy revealed the uniform distribution of pebble-like or cell-like clusters with no noticeable crack formation. In this study, an increasing WV alloy pulse power was positively associated with increasing proportions of WOx and VOx in the films. The TiO2 with WV alloy sputtered at a power of 50 W was found to be more hydrophilic than TiO2 with WV alloy sputtered at 200 W, thereby exhibiting enhanced photocatalytic activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"The compressive and shear resistances of the water droplet confined between the hydrophobic surfaces were investigated to evaluate the effect of the micro-scale surface pattern on the repulsive capillary force and friction of droplet. The hydrophobic surfaces covered with square pillar structures in the hexagonal array were prepared and the repulsive normal load and friction coefficient of the droplet were characterized. The force measurements in the vertical and lateral directions on the droplet confined between the prepared hydrophobic surfaces revealed that the compressive resistance to the vertical motion which is identical with the repulsive capillary force increases with deformation when the deformed droplet is horizontally symmetric. On the other hand, the friction coefficient of the squeezed droplet is inversely proportional to the repulsive capillary force. It was found that the reduced pressure acting on the solid-liquid interface results in the abnormal reduction in friction coefficient. In addition, the critical hydraulic pressure analysis confirmed that the partially wetted Cassie-Baxter (CB) state is maintained during sliding motion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"In this paper, we report on our study of the sensitivity of an indirect-type organic X-ray detector, which depends on the conductivity of the hole-transport layer composed of PEDOT:PSS. The polar solvent, dimethylformamide (DMF), was mixed with the PEDOT:PSS solution to improve the conductivity of the HTL. When the DMF was added to the PEDOT:PSS solution, the conductive PEDOT fragments distributed more uniformly because of the high dipole moment of the DMF. In order to find the optimal process condition, the blending ratio of DMF and the baking condition of the PEDOT:PSS layer were examined. The detector with the PEDOT:PSS layer fabricated with 50 wt% DMF added and 160 degrees C baking for 30 min had the highest sensitivity, of 1.988 mA/Gy.cm(2), which was 61.23% higher than the sensitivity of the detector with the pristine PEDOT:PSS layer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Thin MgO nanostructure layer was grown on a-plane GaN film in this study using low temperature aqueous method. The thin MgO layer showed uniform sheet-like morphology. Meanwhile, ultraviolet (UV) photoconductive detector based on MgO/a-GaN heterostructure was fabricated by simple way. The obtained detector displayed excellent UV sensing properties. Results showed that the thin MgO nanostructure layer can effectively decrease the dark current and passivate the surface defects. The facile method will provide a new route to adopt nanostructures for applications in enhancing the performance of GaN-based UV detector.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"In this research, the effect of temperature and anodizing voltage on the morphology and photocatalytic activity of TiO2 nanotubes which were fabricated in the organic electrolyte containing sodium carbonate as an additive was investigated. The FESEM results indicate that by increasing temperature, the growth rate, wall thickness of nanotubes decreased and disordered nanotube was fabricated. Besides, the photocatalytic activity of nanotubes was decreased as well. Furthermore, enhancing the anodizing voltage from 30 to 50 V leads to improvement of morphology and photocatalytic activity of TiO2 nanotubes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Porous biocompatible microgranules, such as hydroxyapatite (HAp), are potential candidates for various bio-medical applications including drug delivery and remediation. Using the principle of evaporation-induced assembly in contact free dispersion droplets, we have synthesized porous micrometric HAp granules consist of interlocked ellipsoidal nanoparticles. We have shown that the shape of the microgranules can be tuned from spherical to doughnut solely by controlling the drying temperature during assembly. The structure and interparticle correlation in the synthesized granules have been probed by electron microscopy and small-angle scattering. The observed morphological transition has been attributed to the buckling of elastic shell made of interlocked HAp nanoparticles. Alteration of granular morphology at higher drying rate does not affect the local packing fraction of the correlated HAp nanoparticles in the granules. The absorption of bovine serum albumin protein by the synthesized granules has been tested as a potential application.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Lithium-sulphur batteries are considered as some of the most potent secondary-battery systems. These batteries are expected to have extensive applications in fields requiring high-energy density. However, such applications are hindered by some serious intrinsic obstacles. Herein, TiO2 nanosheets-rGO/sulphur (TiO2 NS-rGO/S) composites were fabricated through a two-process hydrothermal method. TiO2 nanosheets served as active sites for polysulphide absorption, whereas rGO offered space for sulphur improvement and TiO2 NS-rGO/S composites. The TiO2 NS-rGO/S composite exhibited high discharge capacity of 1099 mAh.g(-1) at 0.2 C rate and retained a capacity of 690 mAh.g(-1) after 100 cycles, with high sulphur loading of 3 mg.cm(-2). The high initial specific discharge capacity and improved cyclic stability were attributed to the synergistic effects of TiO2 nanosheets and rGO. These results indicated that the simple, low-cost and scalable method provides a novel perspective on practical utilisation of lithium-sulphur batteries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Thermal behavior of hydrotalcites, which is a calcination process, is critical to prepare the metal oxide catalysts with high performances in the practical applications. In this paper, the MgFe-LDH with Mg/Fe molar ratio of 3.0 was prepared by urea method and the calcined products are obtained by calcining at different temperatures (473 K, 573 K, 673 K, 773 K, 873 K and 973 K) under a N-2 atmosphere for 4 h. The structure, morphology, texture, pyrolysis kinetics and mechanism of the MgFe-LDH were studied in detail. On one hand, based on the TG/DSC curves, Starink, Kissinger and Flynn-Wall-Ozawa (FWO) methods were used to calculate the activation energy, on the other hand, the Satava-Sestak, Achar and Malek methods were used to define the most probable reaction mechanisms of pyrolysis behavior. The results suggested that the thermal decomposition of the LDH experienced two steps, i.e., removal of the interlayer water, followed by dehydroxylation and decarbonation. Moreover the Makel method was used to define the most probable reaction mechanisms of the pyrolysis behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"We report on the temperature-dependent transport behaviors of large-area molecular junctions fabricated with poly-(3,4-ethylene-dioxythiophene) stabilized with polystyrene sulphonic acid (PEDOT:PSS) interlayer electrodes and the archetypal benzenethiol molecules. In this study, we investigated two different benzenethiol molecules: 4-methylbenzenethiol (MBT) and 1,4-benzenedithiol (BDT), which have the identical backbone structure but different top end-groups. The charge transport through the molecular junctions was dominated by distinct interfacial contact properties between the PEDOT:PSS electrodes and the component molecules. We also observed that the electrical characteristics of the MBT junctions are influenced by the PEDOT grain size, particularly depending on the annealing temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Electrochemical reaction induced by gate voltage between metallic cobalt and cobalt oxides was found to remarkably reshape average volume of superparamagnetic particles in Pt/Co/AlOx, stacks at room temperature and thus modulate superparamagnetic properties, such as saturation fields and saturated magnetization, of the superparamagnetic films. The interfacial reaction was indicated in anomalous Hall transport measurement. This voltage-controllable superparamagnetism observed in Pt/Co/AlOx, films could be utilized in a new architecture of nonvolatile and high density magnetic random access memories or neuromorphic computing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Oroxylum as a traditional Chinese medicine, was used as a green and novel bio-template to synthesize tremella-like Li3V2(PO4)(3)/C composite (LVPC) cathode materials by adopting a facile immersion method. The microstructures were analyzed by X-ray diffraction analysis, scanning electron microscopy, and transmission electron microscopy. The electrochemical properties were investigated by galvanostatic charge-discharge experiments. The LVPC revealed specific capacity of 95 mAh center dot g(-1) at 1 C rate within potential range of 3.0-4.3 V. After 100 cycles at 0.2 C, the retention of discharge capacity was 96%. The modified electrochemical performance is mainly resulted from the distinct tremella-like structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"In this letter, we present the exact solution of the three-dimensional Klein-Gordon oscillator on the (anti)-de Sitter spaces, the energy spectrum and the associated wave functions are extracted and the wave functions are expressed according to the Jacobi polynomial. On the other hand, we have investigated the three-dimensional the Klein-Gordon equation with a Coulomb plus scalar potential, we use the perturbation theory to calculate corrections to the spectrum in this framework of the extended uncertainty principle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Diverse polymer crosslinking techniques allow the synthesis of linear polymer-like structures whose monomers are colloidal particles. In the case where all or part of these colloidal particles are magnetic, one can control the behaviour of these supracolloidal polymers, known as magnetic filaments (MFs), by applied magnetic fields. However, the response of MFs strongly depends on the crosslinking procedure. In the present study, we employ Langevin dynamics simulations to investigate the influence of the type of crosslinking and the distribution of magnetic particles within MFs on their response to an external magnetic field. We found that if the rotation of the dipole moment of particles is not coupled to the backbone of the filament, the impact of the magnetic content is strongly decreased.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"In this work, we study the indentation deformation of a Cu47.5Zr19Hf28.5Al5 bulk-metallic glass-matrix composite and characterize the effects of the indentation-loading rate and the holding time at the peak-indentation load. For the same peak-indentation load, increasing the holding time and/or decreasing the indentation-loading rate cause the increase of the indentation depth. There exists the ""bulge"" of the unloading curve at the onset of the unloading for small indentation-loading rates. The Vickers hardness is a monotonically increasing function of the indentation-loading rate for the same peak-indentation load. For the indentations with the same loading and unloading time of 30 s and without an intermediate stage at the peak-indentation load, the Vickers hardness of the Cu47.5Zr19Hf28.5Al5 bulk-metallic glass-matrix composite decreases with the increase of the indentation load. The strain energy dissipated through plastic deformation during the indentation is a power-law function of the indentation load with a power index of 3/2, and the energy ratio (total energy/plastic energy) linearly increases with the depth ratio (residual indentation depth/maximum indentation depth).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Tin monoxide is a kind of IV-VI metal monoxides that has attracted great deal of attention due to its wide optical band gap and high field effect mobility in the past decade. On the other hand, nanoshell is a unique porous structure. Its curved shell provides a shelter for the hollow core, as well as a much bigger special surface area. We in this study systematically prepared SnO nanoshells through a facile self-assembly method under different annealing conditions. The lithium ion batteries were fabricated immediately based on the as prepared nanoshells. The capacity of as fabricated lithium ion batteries was 559.3 mAhg(-1) at rate performance of 0.1 Ag-1 and 497.5 mAhg(-1) at 1 Ag-1 in 30th cycle. This work exhibited high application performance of SnO nanoshells. We hope this work will help study similar structure and applications of IV-VI metal monoxides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Optical properties of four model systems (Na-, K-, Rb- or Cs-doped quasi-two-dimensional X1.95Al1.95Si2.05O8.00; X = Na, K, Rb, or Cs) used to study the metal-insulator transition (MIT) in a deformable lattice are investigated. The doping evolution of the optical absorption band(s) originating from small bipolarons show strong variations depending on the electron-lattice coupling strength . Despite the increasing number density of small (bi)polarons, the Na-system remains a stubborn (bi)polaronic insulator due to strong , while the other three systems show closing of the respective mobility gaps giving way to conducting phases with differing properties. These interesting evolutions and dynamical properties are compared and discussed. We conjecture that the manifestation of anomalous electronic transport properties and Mooij correlations near the MIT or superconductor-insulator transition in systems with non-negligible electron-lattice coupling effects may be linked to the coexistence of competing polaronic phases and the dynamical intertwining of the deformable lattice and the random electronic potential.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"We theoretically study the spin textures of holes confined in the two-dimensional (2D) quantum well (QW) system. We particularly focus on the spin?orbit interaction (SOI) caused by the bulk-inversion-asymmetry (BIA) and explore the effective magnetic field (EMF) generated by the combination of the SOI couplings. For the study of the semiconductor mixed-alloy (MA) system, we propose the extended perturbation approach including possible perturbation terms crossing with the SOI couplings up to the second order ones. We then study the distribution and orientation of the EMF and investigate how the EMF changes the spin textures of the heavy-mass holes (HHs), light-mass holes (LHs) and separated holes (SHs), respectively. Finally, we study the Larmor spin precession of these holes having the characteristic spin textures driven by the SOI couplings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Glass-forming systems approaching their glass transition exhibit universal correlations between picosecond vibrational dynamics and long-time structural relaxation, which can be described by the same master curve in the bulk or confined conditions. In this work, we study at a fundamental level the effects of the reduction of spatial dimensionality on this phenomenon. We perform molecular dynamics simulations of a metallic glass-formers in two dimensions (2D). We show that in the supercooled regime particle localization in the cage and structural relaxation are blurred by long-wavelength fluctuations specific to low-dimensional systems. Once these effects are properly removed, we demonstrate that the fast dynamics and slow relaxation comply, without any adjustment, with same scaling between the structural relaxation time and the Debye?Waller factor, originally observed in three-dimensions (3D).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"In this paper, we study the spin-orbit torques (SOTs) originated from the spin-orbit coupling (SOC) of intrinsic type in a periodically buckled honeycomb nanoribbon such as silicene. Using the Green function formalism with density matrix expressions, we analyze the SOT contributions from the Fermi-level and -sea electrons. We find that the intrinsic-SOC-induced inverse spin galvanic effect generates spin accumulations perpendicular to the honeycomb plane. The anti-damping torque results purely from the Fermi-level contribution, while the field-like torque from both the Fermi-level and -sea contributions. At zero bias voltage, the SOT is symmetric with respect to the Fermi energy (i.e., an even function of the Fermi energy), whereas the presence of bias further introduces the anti-symmetric torque components. When the ferromagnet magnetization lies in the honeycomb plane, all Fermi-sea contributions disappear. The maximum SOT among different Fermi energies is also inspected. For large enough in-plane magnetization compared to the staggered potential, the field-like torque has a maximum at zero Fermi energy. When the magnetization is smaller than some value characterized by the intrinsic SOC, the maximum of the anti-damping torque occurs at the cross point of the two Dirac linear bands in the leads. More importantly, we find that the anti-damping torques responsible for magnetic switching as well as the torkance require staggered potential from an applied out-of-plane electric field, i.e., lattice buckling is essential to the switching. When the electric field is reversed, the anti-damping torque and the torkance are also reversed. Accordingly, full electric control of the SOTs can be realized in this buckled system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"The superconducting behavior in IVB-VB group transition metal nitrides and carbides has generally been associated with the phonon anomaly and Fermi surface nesting. However, the origin of phonon anomaly has remained ambiguous (i.e. longitudinal acoustic or transverse acoustic modes). We performed first-principles calculations to investigate the phononic properties of these materials and theoretically confirmed that the Kohn anomaly originates from the lower transverse acoustic mode along the ?X direction, thereby revealing the frequency derivative discontinuity of the mode. In particular, the Kohn anomaly region is found to move from the interior to the boundary X point of the Brillouin zone with increasing number of valence electrons. We deduced that the Kohn anomaly originated from the electrons of the filled energy level near the van Hove singularity. These results suggest that the screening of the ionic electric field decreases, while the coupling of conduction electrons with the highly degenerate modes between the TA and LA via Umklapp scattering process increases. The Fermi surface nesting also plays a role in enhancing the superconductivity. The electronic excitation effect induces a stabilization of the V-2 group transition metal nitrides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"In this study, it was aimed to develop properties of cement paste having standard properties and produce a graphene doped Polyvinyl Alcohol (PVA) and boron-based cement paste in this context. This type of special cement is mixed with PVA as polymer additive material so it can have a higher strength and sufficient elasticity per unit weight. Also, boric acid which can absorb neutrons having poisonous effect in nuclear reactions is added into the cement in order to minimize environmental disaster caused by a nuclear accident. Compressive and bending strengths were measured based on TSE tests of graphene doped PVA and boron-based cement paste. Then, samples were measured by Brunauer-Emmett-Teller Method (BET) and subjected to X-ray Diffraction (XRD). In XRD measurements, crystalline structure was observed in all materials. According to compressive strength tests, as the graphene amount increases compressive strength also increases, however in bending strength tests as the graphene amount increases bending strength decreases. Although the values of bending strength of samples produced decreased with increase of graphene content, these values were found to be above the standard values. In addition to boron, graphene admixture has a significant effect on material with its positive strength properties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Heterostructures consisting of ferromagnetic metal and antiferromagnetic insulator have exhibited novel properties in interface exchange coupling, magnetoresistance and spin injection due to their fundamental physics of magnetism. However, as compared with bilayer heterostructures, it is very challenging in experiments to prepare single crystal epitaxial ultrathin superlattices consisting of ferromagnetic metal and antiferromagnetic insulator, where the interface exchange coupling, magnetic order, and electrical transport properties are expected to be greatly modulated due to the multiple interfaces and periodical structures. Here we prepared single crystal epitaxial [Co/CoO](n) superlattices consisting of ferromagnetic metal Co and antiferromagnetic insulator CoO by molecular beam epitaxy. It is found that the saturation magnetization of [Co 0.6 nm/CoO 1.2 nm](5) superlattice is robust against temperature increase, which only shows a slight decrease of 1.5% from 5 K to 300 K. Moreover, we found that the longitudinal resistivity and anomalous Hall resistivity of [Co/CoO](n) superlattices are strongly modulated by the short-period Co/CoO heterostructure, which are quite distinguished from the electrical transport properties of Co bulk ferromagnetic metal. The [Co/CoO](n) superlattices provide a new insight into heterostructures consisting of ferromagnetic metal and antiferromagnetic insulator, which are beneficial for designing future spintronics devices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
