Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32
J,"Stuart, SJ; Tutein, AB; Harrison, JA",A reactive potential for hydrocarbons with intermolecular interactions,"A potential function is presented that can be used to model both chemical reactions and intermolecular interactions in condensed-phase hydrocarbon systems such as liquids, graphite, and polymers. This potential is derived from a well-known dissociable hydrocarbon force field, the reactive empirical bond-order potential. The extensions include an adaptive treatment of the nonbonded and dihedral-angle interactions, which still allows for covalent bonding interactions. Torsional potentials are introduced via a novel interaction potential that does not require a fixed hybridization state. The resulting model is intended as a first step towards a transferable, empirical potential capable of simulating chemical reactions in a variety of environments. The current implementation has been validated against structural and energetic properties of both gaseous and liquid hydrocarbons, and is expected to prove useful in simulations of hydrocarbon liquids, thin films, and other saturated hydrocarbon systems. (C) 2000 American Institute of Physics. [S0021-9606(00)50814-9].",10.1063/1.481208,10,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,,,,
J,"Xiao, D; Chang, MC; Niu, Q",Berry phase effects on electronic properties,"Ever since its discovery the notion of Berry phase has permeated through all branches of physics. Over the past three decades it was gradually realized that the Berry phase of the electronic wave function can have a profound effect on material properties and is responsible for a spectrum of phenomena, such as polarization, orbital magnetism, various (quantum, anomalous, or spin) Hall effects, and quantum charge pumping. This progress is summarized in a pedagogical manner in this review. A brief summary of necessary background is given and a detailed discussion of the Berry phase effect in a variety of solid-state applications. A common thread of the review is the semiclassical formulation of electron dynamics, which is a versatile tool in the study of electron dynamics in the presence of electromagnetic fields and more general perturbations. Finally, a requantization method is demonstrated that converts a semiclassical theory to an effective quantum theory. It is clear that the Berry phase should be added as an essential ingredient to our understanding of basic material properties.",10.1103/RevModPhys.82.1959,11,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,
J,"Park, J; An, KJ; Hwang, YS; Park, JG; Noh, HJ; Kim, JY; Park, JH; Hwang, NM; Hyeon, T",Ultra-large-scale syntheses of monodisperse nanocrystals,,10.1038/nmat1251,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Liang, YY; Xu, Z; Xia, JB; Tsai, ST; Wu, Y; Li, G; Ray, C; Yu, LP",For the Bright Future-Bulk Heterojunction Polymer Solar Cells with Power Conversion Efficiency of 7.4%,"The photovoltaic performance of polymer bulk heterojunction solar cells is studied systematically. Using a new benzodithiophene polymer (PTB7) and PC71BM (see figure) a power conversion efficiency of 7.4% has been achieved in PTB7/PC71BM-blend film, indicating a great potential and bright future for polymer solar cells (FF = fill factor, PCE = power-conversion efficiency).",10.1002/adma.200903528,13,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,
J,"Latora, V; Marchiori, M",Efficient behavior of small-world networks,"We introduce the concept of efficiency of a network as a measure of how efficiently it exchanges information. By using this simple measure, small-world networks are seen as systems that are both globally and locally efficient. This gives a clear physical meaning to the concept of ""small world,"" and also a precise quantitative analysis of both weighted and unweighted networks. We study neural networks and man-made communication and transportation systems and we show that the underlying general principle of their construction is in fact a small-world principle of high efficiency.",10.1103/PhysRevLett.87.198701,14,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,
J,"Gong, JP; Katsuyama, Y; Kurokawa, T; Osada, Y",Double-network hydrogels with extremely high mechanical strength,"Very strong hydrogels (with a fracture strength of some tens of MPa), as required for both industrial and biomedical applications, have been generated by inducing a double-network (DN) structure for various combinations of hydrophilic polymers. The Figure shows a hydrogel before, during, and after application of a fracture stress of 17.2 MPa.",10.1002/adma.200304907,15,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,
J,"Wang, J; Yang, JY; Fazal, IM; Ahmed, N; Yan, Y; Huang, H; Ren, YX; Yue, Y; Dolinar, S; Tur, M; Willner, AE",Terabit free-space data transmission employing orbital angular momentum multiplexing,"The recognition in the 1990s that light beams with a helical phase front have orbital angular momentum has benefited applications ranging from optical manipulation to quantum information processing. Recently, attention has been directed towards the opportunities for harnessing such beams in communications. Here, we demonstrate that four light beams with different values of orbital angular momentum and encoded with 42.8 x 4 Gbit s(-1) quadrature amplitude modulation (16-QAM) signals can be multiplexed and demultiplexed, allowing a 1.37 Tbit s(-1) aggregated rate and 25.6 bit s(-1) Hz(-1) spectral efficiency when combined with polarization multiplexing. Moreover, we show scalability in the spatial domain using two groups of concentric rings of eight polarization-multiplexed 20 x 4 Gbit s(-1) 16-QAM-carrying orbital angular momentum beams, achieving a capacity of 2.56 Tbit s(-1) and spectral efficiency of 95.7 bit s(-1) Hz(-1). We also report data exchange between orbital angular momentum beams encoded with 100 Gbit s(-1) differential quadrature phase-shift keying signals. These demonstrations suggest that orbital angular momentum could be a useful degree of freedom for increasing the capacity of free-space communications.",10.1038/NPHOTON.2012.138,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Lin, YZ; Wang, JY; Zhang, ZG; Bai, HT; Li, YF; Zhu, DB; Zhan, XW",An Electron Acceptor Challenging Fullerenes for Efficient Polymer Solar Cells,"A novel non-fullerene electron acceptor (ITIC) that overcomes some of the shortcomings of fullerene acceptors, for example, weak absorption in the visible spectral region and limited energy-level variability, is designed and synthesized. Fullerene-free polymer solar cells (PSCs) based on the ITIC acceptor are demonstrated to exhibit power conversion effi ciencies of up to 6.8%, a record for fullerene-free PSCs.",10.1002/adma.201404317,17,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,
J,"Li, H; Zhang, Q; Yap, CCR; Tay, BK; Edwin, THT; Olivier, A; Baillargeat, D",From Bulk to Monolayer MoS2: Evolution of Raman Scattering,"Molybdenum disulfide (MoS2) is systematically studied using Raman spectroscopy with ultraviolet and visible laser lines. It is shown that only the Raman frequencies of E-2g(1) and A(1g) peaks vary monotonously with the layer number of ultrathin MoS2 flakes, while intensities or widths of the peaks vary arbitrarily. The coupling between electronic transitions and phonons are found to become weaker when the layer number of MoS2 decreases, attributed to the increased electronic transition energies or elongated intralayer atomic bonds in ultrathin MoS2. The asymmetric Raman peak at 454 cm-1, which has been regarded as the overtone of longitudinal optical M phonons in bulk MoS2, is actually a combinational band involving a longitudinal acoustic mode (LA(M)) and an optical mode (A(2u)). Our findings suggest a clear evolution of the coupling between electronic transition and phonon when MoS2 is scaled down from three- to two-dimensional geometry.",10.1002/adfm.201102111,18,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,
J,"Biesinger, MC; Lau, LWM; Gerson, AR; Smart, RSC","Resolving surface chemical states in XPS analysis of first row transition metals, oxides and hydroxides: Sc, Ti, V, Cu and Zn","Chemical state X-ray photoelectron spectroscopic analysis of first row transition metals and their oxides and hydroxides is challenging due to the complexity of the 2p spectra resulting from peak asymmetries, complex multiplet splitting, shake-up and plasmon loss structure, and uncertain, overlapping binding energies. A review of current literature shows that all values necessary for reproducible, quantitative chemical state analysis are usually not provided. This paper reports a more consistent, practical and effective approach to curve-fitting the various chemical states in a variety of Sc, Ti, V, Cu and Zn metals, oxides and hydroxides. The curve-fitting procedures proposed are based on a combination of (1) standard spectra from quality reference samples, (2) a survey of appropriate literature databases and/or a compilation of the literature references, and (3) specific literature references where fitting procedures are available. Binding energies, full-width at half maximum (FWHM) values, spin-orbit splitting values, asymmetric peak-shape fitting parameters, and, for Cu and Zn, Auger parameters values are presented. The quantification procedure for Cu species details the use of the shake-up satellites for Cu(II)-containing compounds and the exact binding energies of the Cu(0) and Cu(I) peaks. The use of the modified Auger parameter for Cu and Zn species allows for corroborating evidence when there is uncertainty in the binding energy assignment. These procedures can remove uncertainties in analysis of surface states in nano-particles, corrosion, catalysis and surface-engineered materials. (C) 2010 Elsevier B.V. All rights reserved.",10.1016/j.apsusc.2010.07.086,19,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,
J,"Chen, ZP; Ren, WC; Gao, LB; Liu, BL; Pei, SF; Cheng, HM",Three-dimensional flexible and conductive interconnected graphene networks grown by chemical vapour deposition,"Integration of individual two-dimensional graphene sheets(1-3) into macroscopic structures is essential for the application of graphene. A series of graphene-based composites(4-6) and macroscopic structures(7-11) have been recently fabricated using chemically derived graphene sheets. However, these composites and structures suffer from poor electrical conductivity because of the low quality and/or high inter-sheet junction contact resistance of the chemically derived graphene sheets. Here we report the direct synthesis of three-dimensional foam-like graphene macrostructures, which we call graphene foams (GFs), by template-directed chemical vapour deposition. A GF consists of an interconnected flexible network of graphene as the fast transport channel of charge carriers for high electrical conductivity. Even with a GF loading as low as similar to 0.5 wt%, GF/poly(dimethyl siloxane) composites show a very high electrical conductivity of similar to 10 S cm(-1), which is similar to 6 orders of magnitude higher than chemically derived graphene-based composites(4). Using this unique network structure and the outstanding electrical and mechanical properties of GFs, as an example, we demonstrate the great potential of GF/poly(dimethyl siloxane) composites for flexible, foldable and stretchable conductors(12).",10.1038/NMAT3001,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Necas, D; Klapetek, P",Gwyddion: an open-source software for SPM data analysis,"In this article, we review special features of Gwyddion-a modular, multiplatform, open-source software for scanning probe microscopy data processing, which is available at http.//gwyddion.net/. We describe its architecture with emphasis on modularity and easy integration of the provided algorithms into other software. Special functionalities, such as data processing from non-rectangular areas, grain and particle analysis, and metrology support are discussed as well. It is shown that on the basis of open-source software development, a fully functional software package can be created that covers the needs of a large part of the scanning probe microscopy user community.",10.2478/s11534-011-0096-2,21,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,,
J,"Chu, S; Cui, Y; Liu, N",The path towards sustainable energy,"Civilization continues to be transformed by our ability to harness energy beyond human and animal power. A series of industrial and agricultural revolutions have allowed an increasing fraction of the world population to heat and light their homes, fertilize and irrigate their crops, connect to one another and travel around the world. All of this progress is fuelled by our ability to find, extract and use energy with ever increasing dexterity. Research in materials science is contributing to progress towards a sustainable future based on clean energy generation, transmission and distribution, the storage of electrical and chemical energy, energy efficiency, and better energy management systems.",10.1038/nmat4834,22,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,
J,"Cacciari, M; Salam, GP; Soyez, G",FastJet user manual,"FastJet is a C++ package that provides a broad range of jet finding and analysis tools. It includes efficient native implementations of all widely used 2 -> 1 sequential recombination jet algorithms for pp and e(+)e(-) collisions, as well as access to 3rd party jet algorithms through a plugin mechanism, including all currently used cone algorithms. FastJet also provides means to facilitate the manipulation of jet substructure, including some common boosted heavy-object taggers, as well as tools for estimation of pileup and underlying-event noise levels, determination of jet areas and subtraction or suppression of noise in jets.",10.1140/epjc/s10052-012-1896-2,23,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,
J,"Eda, G; Yamaguchi, H; Voiry, D; Fujita, T; Chen, MW; Chhowalla, M",Photoluminescence from Chemically Exfoliated MoS<sub>2</sub>,"A two-dimensional crystal of molybdenum disulfide (MoS2) monolayer is a photoluminescent direct gap semiconductor in striking contrast to its bulk counterpart. Exfoliation of bulk MoS2 via Li intercalation is an attractive route to large-scale synthesis of monolayer crystals. However, this method results in loss of pristine semiconducting properties of MoS2 due to structural changes that occur during Li intercalation. Here, we report structural and electronic properties of chemically exfoliated MoS2. The metastable metallic phase that emerges from Li intercalation was found to dominate the properties of as-exfoliated material, but mild annealing leads to gradual restoration of the semiconducting phase. Above an annealing temperature of 300 degrees C, chemically exfoliated MoS2 exhibit prominent band gap photoluminescence, similar to mechanically exfoliated monolayers, indicating that their semiconducting properties are largely restored.",10.1021/nl201874w,24,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,,
J,"Togo, A; Oba, F; Tanaka, I",First-principles calculations of the ferroelastic transition between rutile-type and CaCl<sub>2</sub>-type SiO<sub>2</sub> at high pressures,"The tetragonal to orthorhombic ferroelastic phase transition between rutile- and CaCl2-type SiO2 at high pressures is studied using first-principles calculations and the Landau free-energy expansion. The phase transition is systematically investigated in terms of characteristic phonon modes with B-1g and A(g) symmetries, shear moduli, transverse-acoustic mode, rotation angle of the SiO6 octahedra, spontaneous symmetry-breaking and volume strains, and enthalpy. The results show that these physical behaviors at the transition are well described using the Landau free-energy expansion parametrized by the first-principles calculations.",10.1103/PhysRevB.78.134106,25,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,
J,"Newman, MEJ",Assortative mixing in networks,"A network is said to show assortative mixing if the nodes in the network that have many connections tend to be connected to other nodes with many connections. Here we measure mixing patterns in a variety of networks and find that social networks are mostly assortatively mixed, but that technological and biological networks tend to be disassortative. We propose a model of an assortatively mixed network, which we study both analytically and numerically. Within this model we find that networks percolate more easily if they are assortative and that they are also more robust to vertex removal.",10.1103/PhysRevLett.89.208701,26,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,
J,"Eastman, JA; Choi, SUS; Li, S; Yu, W; Thompson, LJ",Anomalously increased effective thermal conductivities of ethylene glycol-based nanofluids containing copper nanoparticles,"It is shown that a ""nanofluid"" consisting of copper nanometer-sized particles dispersed in ethylene glycol has a much higher effective thermal conductivity than either pure ethylene glycol or ethylene glycol containing the same volume fraction of dispersed oxide nanoparticles. The effective thermal conductivity of ethylene glycol is shown to be increased by up to 40% for a nanofluid consisting of ethylene glycol containing approximately 0.3 vol % Cu nanoparticles of mean diameter < 10 nm. The results are anomalous based on previous theoretical calculations that had predicted a strong effect of particle shape on effective nanofluid thermal conductivity, but no effect of either particle size or particle thermal conductivity. (C) 2001 American Institute of Physics.",10.1063/1.1341218,27,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,
J,"Nagaosa, N; Sinova, J; Onoda, S; MacDonald, AH; Ong, NP",Anomalous Hall effect,"The anomalous Hall effect (AHE) occurs in solids with broken time-reversal symmetry, typically in a ferromagnetic phase, as a consequence of spin-orbit coupling. Experimental and theoretical studies of the AHE are reviewed, focusing on recent developments that have provided a more complete framework for understanding this subtle phenomenon and have, in many instances, replaced controversy by clarity. Synergy between experimental and theoretical works, both playing a crucial role, has been at the heart of these advances. On the theoretical front, the adoption of the Berry-phase concepts has established a link between the AHE and the topological nature of the Hall currents. On the experimental front, new experimental studies of the AHE in transition metals, transition-metal oxides, spinels, pyrochlores, and metallic dilute magnetic semiconductors have established systematic trends. These two developments, in concert with first-principles electronic structure calculations, strongly favor the dominance of an intrinsic Berry-phase-related AHE mechanism in metallic ferromagnets with moderate conductivity. The intrinsic AHE can be expressed in terms of the Berry-phase curvatures and it is therefore an intrinsic quantum-mechanical property of a perfect crystal. An extrinsic mechanism, skew scattering from disorder, tends to dominate the AHE in highly conductive ferromagnets. The full modern semiclassical treatment of the AHE is reviewed which incorporates an anomalous contribution to wave-packet group velocity due to momentum-space Berry curvatures and correctly combines the roles of intrinsic and extrinsic (skew-scattering and side-jump) scattering-related mechanisms. In addition, more rigorous quantum-mechanical treatments based on the Kubo and Keldysh formalisms are reviewed, taking into account multiband effects, and demonstrate the equivalence of all three linear response theories in the metallic regime. Building on results from recent experiment and theory, a tentative global view of the AHE is proposed which summarizes the roles played by intrinsic and extrinsic contributions in the disorder strength versus temperature plane. Finally outstanding issues and avenues for future investigation are discussed.",10.1103/RevModPhys.82.1539,28,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no
