PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Shi, JB; Malik, J				Shi, JB; Malik, J			Normalized cuts and image segmentation	IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE												We propose a novel approach for solving the perceptual grouping problem in vision. Rather than focusing on local features and their consistencies in the image data, our approach aims at extracting the global impression of an image. We treat image segmentation as a graph partitioning problem and propose a novel global criterion, the normalized cut, for segmenting the graph. The normalized cut criterion measures both the total dissimilarity between the different groups as well as the total similarity within the groups. We show that an efficient computational technique based on a generalized eigenvalue problem can be used to optimize this criterion. We have applied this approach to segmenting static images, as well as motion sequences, and found the results to be very encouraging.																			0162-8828	1939-3539				AUG	2000	22	8					888	905		10.1109/34.868688	http://dx.doi.org/10.1109/34.868688													WOS:000089321500013
J	Akyildiz, IF; Su, W; Sankarasubramaniam, Y; Cayirci, E				Akyildiz, IF; Su, W; Sankarasubramaniam, Y; Cayirci, E			Wireless sensor networks: a survey	COMPUTER NETWORKS												This paper describes the concept of sensor networks which has been made viable by the convergence of micro-electro-mechanical systems technology, wireless communications and digital electronics. First, the sensing tasks and the potential sensor networks applications are explored, and a review of factors influencing the design of sensor networks is provided. Then, the communication architecture for sensor networks is outlined, and the algorithms and protocols developed for each layer in the literature are explored. Open research issues for the realization of sensor networks are also discussed. (C) 2002 Published by Elsevier Science B.V.					SHARMA, YOGESH/H-3370-2018; Akyildiz, Ian/G-7136-2011														1389-1286	1872-7069				MAR 15	2002	38	4					393	422	PII S1389-1286(01)00302-4	10.1016/S1389-1286(01)00302-4	http://dx.doi.org/10.1016/S1389-1286(01)00302-4													WOS:000174316000001
J	Olfati-Saber, R; Murray, RM				Olfati-Saber, R; Murray, RM			Consensus problems in networks of agents with switching topology and time-delays	IEEE TRANSACTIONS ON AUTOMATIC CONTROL												In this paper, we discuss consensus problems for networks of dynamic agents with fixed and switching topologies. We analyze three cases: 1) directed networks with fixed topology; 2) directed networks with switching topology; and 3) undirected networks with communication time-delays and fixed topology. We introduce two consensus protocols for networks with and without time-delays and provide a convergence analysis in all three cases. We establish a direct connection between the algebraic connectivity (or Fiedler eigenvalue) of the network and the performance or negotiation speed) of a linear consensus protocol. This required the generalization of the notion of algebraic connectivity of undirected graphs to digraphs. It turns out that balanced digraphs play a key role in addressing average-consensus problems. We introduce disagreement functions for convergence analysis of consensus protocols. A disagreement function is a Lyapunov function for the disagreement network dynamics. We proposed a simple disagreement function that is a common Lyapunov function for the disagreement dynamics of a directed network with switching topology. A distinctive feature of this work is to address consensus problems for networks with directed information flow. We provide analytical tools that rely on algebraic graph theory, matrix theory, and control theory. Simulations are provided that demonstrate the effectiveness of our theoretical results.					Murray, Richard/J-2518-2015	Murray, Richard/0000-0002-5785-7481													0018-9286	1558-2523				SEP	2004	49	9					1520	1533		10.1109/TAC.2004.834113	http://dx.doi.org/10.1109/TAC.2004.834113													WOS:000223851800009
J	Laneman, JN; Tse, DNC; Wornell, GW				Laneman, JN; Tse, DNC; Wornell, GW			Cooperative diversity in wireless networks: Efficient protocols and outage behavior	IEEE TRANSACTIONS ON INFORMATION THEORY					IEEE International Symposium on Information Theory	JUN 24-29, 2001	WASHINGTON, DC	IEEE				We develop and analyze low-complexity cooperative diversity protocols that combat fading induced by multipath propagation in wireless networks. The underlying techniques exploit space diversity available through cooperating terminals' relaying signals for one another. We outline several strategies employed by the cooperating radios, including fixed relaying schemes such as amplify-and-forward and decode-and-forward, selection relaying schemes that adapt based upon channel measurements between the cooperating terminals, and incremental relaying schemes that adapt based upon limited feedback from the destination terminal. We develop performance characterizations in terms of outage events and associated outage probabilities, which measure robustness of the transmissions to fading, focusing on the high signal-to-noise ratio (SNR) regime. Except for fixed decode-and-forward, all of our cooperative diversity protocols are efficient in the sense that they achieve full diversity (i.e., second-order diversity in the case of two terminals), and, moreover, are close to optimum (within 1.5 dB) in certain regimes. Thus, using distributed antennas, we can provide the powerful benefits of space diversity without need for physical arrays, though at a loss of spectral efficiency due to half-duplex operation and possibly at the cost of additional receive hardware. Applicable to any wireless setting, including cellular or ad hoc networks-wherever space constraints preclude the use of physical arrays-the performance characterizations reveal that large power or energy savings result from the use of these protocols.					Laneman, J/H-1194-2011	Wornell, Gregory/0000-0001-9166-4758													0018-9448	1557-9654				DEC	2004	50	12					3062	3080		10.1109/TIT.2004.838089	http://dx.doi.org/10.1109/TIT.2004.838089													WOS:000225363000009
J	Mirjalili, S; Lewis, A				Mirjalili, Seyedali; Lewis, Andrew			The Whale Optimization Algorithm	ADVANCES IN ENGINEERING SOFTWARE												This paper proposes a novel nature-inspired meta-heuristic optimization algorithm, called Whale Optimization Algorithm (WOA), which mimics the social behavior of humpback whales. The algorithm is inspired by the bubble-net hunting strategy. WOA is tested with 29 mathematical optimization problems and 6 structural design problems. Optimization results prove that the WOA algorithm is very competitive compared to the state-of-art meta-heuristic algorithms as well as conventional methods. The source codes of the WOA algorithm are publicly available at hrtp://www.alimirjalili,com/WOA.html (C) 2016 Elsevier Ltd. All rights reserved.					Mirjalili, Seyedali/P-1372-2018	Mirjalili, Seyedali/0000-0002-1443-9458													0965-9978	1873-5339				MAY	2016	95						51	67		10.1016/j.advengsoft.2016.01.008	http://dx.doi.org/10.1016/j.advengsoft.2016.01.008													WOS:000371899900006
J	Haykin, S				Haykin, S			Cognitive radio: Brain-empowered wireless communications	IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS												Cognitive radio is viewed as a novel approach for improving the utilization of a precious natural resource: the radio electromagnetic spectrum. The cognitive radio, built on a software-defined radio, is defined as an intelligent wireless communication system that is aware of M environment and uses the methodology of understanding-by-building to learn from the environment and adapt to statistical variations in the input stimuli, with two primary objectives in mind: highly reliable communication whenever and wherever needed; efficient utilization of the radio spectrum. Following the discussion of interference temperature as a new metric for the quantification and management of interference, the paper addresses three fundamental cognitive tasks. 1) Radio-scene analysis. 2) Channel-state estimation and predictive modeling. 3) Transmit-power control and dynamic spectrum management. This paper also discusses the emergent behavior of cognitive radio.																			0733-8716	1558-0008				FEB	2005	23	2					201	220		10.1109/JSAC.2004.839380	http://dx.doi.org/10.1109/JSAC.2004.839380													WOS:000226943900002
J	Bay, H; Ess, A; Tuytelaars, T; Van Gool, L				Bay, Herbert; Ess, Andreas; Tuytelaars, Tinne; Van Gool, Luc			Speeded-Up Robust Features (SURF)	COMPUTER VISION AND IMAGE UNDERSTANDING												This article presents a novel scale- and rotation-invariant detector and descriptor, coined SURF (Speeded-Up Robust Features). SURF approximates or even outperforms previously proposed schemes with respect to repeatability, distinctiveness, and robustness, yet can be computed and compared much faster. This is achieved by relying on integral images for image convolutions; by building on the strengths of the leading existing detectors and descriptors (specifically, using a Hessian matrix-based measure for the detector, and a distribution-based descriptor); and by simplifying these methods to the essential. This leads to a combination of novel detection, description, and matching steps. The paper encompasses a detailed description of the detector and descriptor and then explores the effects of the most important parameters. We conclude the article with SURF's application to two challenging, yet converse goals: camera calibration as a special case of image registration, and object recognition. Our experiments underline SURF's usefulness in a broad range of topics in computer vision. (C) 2007 Elsevier Inc. All rights reserved.					Tuytelaars, Tinne/B-4319-2015	Tuytelaars, Tinne/0000-0003-3307-9723													1077-3142	1090-235X				JUN	2008	110	3					346	359		10.1016/j.cviu.2007.09.014	http://dx.doi.org/10.1016/j.cviu.2007.09.014													WOS:000256047300004
J	Arulampalam, MS; Maskell, S; Gordon, N; Clapp, T				Arulampalam, MS; Maskell, S; Gordon, N; Clapp, T			A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking	IEEE TRANSACTIONS ON SIGNAL PROCESSING												Increasingly, for many application areas, it is becoming important to include elements of nonlinearity and non-Gaussianity in order to model accurately the underlying dynamics of a physical system: Moreover, it is typically crucial to process data on-line as it arrives, both from the point of view of storage costs as well as for rapid adaptation to changing signal characteristics. In this paper, we review both optimal and suboptimal Bayesian algorithms for nonlinear/non-Gaussian tracking problems, with a focus on particle filters. Particle filters are sequential Monte Carlo methods based on point mass (or "particle") representations of probability densities, which can be applied to any state-space model and which generalize the traditional Kalman filtering methods:. Several variants of the particle filter such as SIR, ASIR; and RPF are introduced within a generic framework of the sequential importance sampling (SIS) algorithm. These are discussed and compared with the standard EKF through an illustrative example.						Gordon, Neil/0000-0002-5927-2591													1053-587X	1941-0476				FEB	2002	50	2					174	188		10.1109/78.978374	http://dx.doi.org/10.1109/78.978374													WOS:000173412600002
J	Comaniciu, D; Meer, P				Comaniciu, D; Meer, P			Mean shift: A robust approach toward feature space analysis	IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE												A general nonparametric technique is proposed for the analysis of a complex multimodal feature space and to delineate arbitrarily shaped clusters in it. The basic computational module of the technique is an old pattern recognition procedure, the mean shift. We prove for discrete data the convergence of a recursive mean shift procedure to the nearest stationary point of the underlying density function and, thus, its utility in detecting the modes of the density. The relation of the mean shift procedure to the Nadaraya-Watson estimator from kernel regression and the robust M-estimators of location is also established. Algorithms for two low-level vision tasks, discontinuity preserving smoothing and image segmentation, are described as applications. In these algorithms, the only user set parameter is the resolution of the analysis and either gray level or color images are accepted as input. Extensive experimental results illustrate their excellent performance.						Comaniciu, Dorin/0000-0002-5238-8647													0162-8828	1939-3539				MAY	2002	24	5					603	619		10.1109/34.1000236	http://dx.doi.org/10.1109/34.1000236													WOS:000175187800004
J	Chan, TF; Vese, LA				Chan, TF; Vese, LA			Active contours without edges	IEEE TRANSACTIONS ON IMAGE PROCESSING												In this paper, we propose a new model for active contours to detect objects in a given image, based on techniques of curve evolution, Mumford-Shah functional for segmentation and level sets. Our model can detect objects whose boundaries are not necessarily defined by gradient. We minimize an energy which can he seen as a particular case of the minimal partition problem, In the level set formulation, the problem becomes a "mean-curvature flow"-like evolving the active contour, which will stop on the desired boundary. However, the stopping term does not depend on the gradient of the. image, as in the classical active contour models, hut is instead related to a particular segmentation of the image. We will give a numerical algorithm using finite differences. Finally, we will present various experimental results and in particular some examples for which the classical snakes methods based on the gradient are not applicable. Also, the initial curve can be anywhere in the image, and interior contours are automatically detected.					Chan, Tony F/A-4166-2013	Chan, Tony F/0000-0001-6196-2068													1057-7149	1941-0042				FEB	2001	10	2					266	277		10.1109/83.902291	http://dx.doi.org/10.1109/83.902291								18249617					WOS:000167016400007
J	Akyildiz, IF; Su, WL; Sankarasubramaniam, Y; Cayirci, E				Akyildiz, IF; Su, WL; Sankarasubramaniam, Y; Cayirci, E			A survey on sensor networks	IEEE COMMUNICATIONS MAGAZINE												Recent advancement in wireless communications and electronics has enabled the development of low-cost sensor networks. The sensor networks can be used for various application areas (e.g., health, military, home). For different application areas, there are different technical issues that researchers are currently resolving. The current state of the art of sensor networks is captured in this article, where solutions are discussed under their related protocol stack layer sections. This article also points out the open research issues and intends to spark new interests and developments in this field.					Akyildiz, Ian/G-7136-2011; SHARMA, YOGESH/H-3370-2018														0163-6804	1558-1896				AUG	2002	40	8					102	114		10.1109/MCOM.2002.1024422	http://dx.doi.org/10.1109/MCOM.2002.1024422													WOS:000177626400012
J	Kokubo, T; Takadama, H				Kokubo, T; Takadama, H			How useful is SBF in predicting in vivo bone bioactivity?	BIOMATERIALS												The bone-bonding ability of a material is often evaluated by examining the ability of apatite to form on its surface in a simulated body fluid (SBF) with ion concentrations nearly equal to those of human blood plasma. However, the validity of this method for evaluating bone-bonding ability has not been assessed systematically. Here, the history of SBF, correlation of the ability of apatite to form oil various materials in SBF with their in vivo bone bioactivities, and some examples of the development of novel bioactive materials based on apatite formation in SBF are reviewed. It was concluded that examination of apatite formation on a material in SBF is useful for predicting the in vivo bone bioactivity of a material, and the number of animals used in and the duration of animal experiments call be reduced remarkably by using this method. (c) 2006 Elsevier Ltd. All rights reserved.																			0142-9612	1878-5905				MAY	2006	27	15					2907	2915		10.1016/j.biomaterials.2006.01.017	http://dx.doi.org/10.1016/j.biomaterials.2006.01.017								16448693					WOS:000236434000001
