PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Liu, F; Liu, HJ; Wu, Y; Zhang, XT; Ma, HJ; Qin, JG				Liu, Fang; Liu, Huajun; Wu, Yu; Zhang, Xintao; Ma, Hongjun; Qin, Jinggang			Summary of NbTi Strand Performance for ITER PF Conductors in China	IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY												China, who was in charge of most of the poloidal field (PF) conductor unit lengths manufacturing for the ITER Project, has supplied all the required PF conductors and finished the PF package successfully. Around 130 t of NbTi strands were supplied and used for the PF conductors. During the package execution process, the Chinese Domestic Agency (CNDA) has organized the verification for the NbTi strand acceptance tests based on the requirements of the ITER procurement arrangement (PA). The verification tasks for NbTi strands were undertaken by the Institute of Plasma Physics Chinese Academy of Sciences (ASIPP). In total, about 550 billets of NbTi strands have been verified and supplied for the PF conductors. The verification levels fit the ITER PA requirements. The test results showed that the quality of the NbTi strands has been well controlled. In addition, in order to supply essential data for the conductor performance prediction and analysis, a full critical current I-c characterization of the NbTi strands, which requires a measurement of I-c versus field, B and temperature, T, has been obtained using the test facilities from the National Institute of Standards and Technology (NIST) and ASIPP. The parameterization using the Bottura scaling law for the strand with I-c close to the average value from the verification results has been analyzed. The test methods and strand performances are reviewed and summarized in this article.					Liu, Huajun/F-6347-2013	qin, jing gang/0000-0002-5652-3447; Zhang, Xintao/0000-0003-0827-819X													1051-8223	1558-2515				APR	2020	30	3							8000205	10.1109/TASC.2019.2939505	http://dx.doi.org/10.1109/TASC.2019.2939505													WOS:000487542400001
J	Liu, F; Duan, X; Huang, L; Li, YY; Li, KZ; Li, BH; Zhou, SP; Lu, J; Mao, BW; Zhao, YK				Liu, Feng; Duan, Xiao; Huang, Long; Li, Yunyan; Li, Kaizhong; Li, Baihui; Zhou, Shiping; Lu, Jun; Mao, Binwei; Zhao, Yunkun			Metalized Alkanedithiol Self-Assembled Monolayers (SAM) on Au Surfaces by an <i>In Situ</i> Autocatalytic Mechanism	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Here, a simple and general approach was developed for depositing metal nanoparticles on alkanedithiol self-assembled monolayers (SAMs) based on the spontaneous reduction of metal ions by the free SH sites of SAMs. By immersing the alkanedithiol SAM/Au in a corresponding metal containing solution (HAuCl4, AgNO3, H2PtCl6 and PdSO4), Au, Ag, Pt and Pd clusters, respectively, could be formed on top of the SAM/Au(111) electrode surface, which was confirmed by STM characterization. The size, morphology and coverage of clusters/islands can be tuned by modulating the immersion time, which allows for possible utilization of the metal/SAM/Au(111) in catalysis, nanoelectronics and biodetection.					duan, xiao/LHA-3116-2024														1533-4880	1533-4899				APR	2020	20	4					2324	2329		10.1166/jnn.2020.17370	http://dx.doi.org/10.1166/jnn.2020.17370								31492243					WOS:000484789100039
J	Shim, YB; Bae, HU; Park, JT; Jeong, MY				Shim, Young Bo; Bae, Han Uk; Park, Jun Tae; Jeong, Myung Yung			Optimization of Single-Step UV Exposure for Fabrication of Integrated Optical Device by Imprinting	SCIENCE OF ADVANCED MATERIALS												In this paper, a single ultra-violet exposure for multi-height structure was used to fabricate an optical-fiber-integrated planar lightwave circuit (PLC) splitter using a thermal imprinting technique. The 1x8 tapered multi-mode PLC splitter was designed with a trench at a depth of 50 mu m and a variable width ranging from 50 mu m to 690 mu m for the insertion of waveguide and fiber structures measuring 125 mu mx87.5 mu m in order to minimize insertion loss. Photolithography with a Cr layer and bottom anti-reflection coating (BARC) was utilized to fabricate a multi-height photoresist structure, and the effect of the thick Cr layer and BARC on the geometry was investigated. Scanning electron microscopy of the fabricated structures showed that a Cr thickness of 50 nm and BARC provided the ideal geometry with a minimal undercut and sidewall roughness. Based on the characterization of the imprinted splitter, the average value and uniformity of optical loss between the channels were 10 dB and less than 0.42 dB, respectively.																			1947-2935	1947-2943				APR	2020	12	4					600	604		10.1166/sam.2020.3673	http://dx.doi.org/10.1166/sam.2020.3673													WOS:000495065200023
J	Weng, KW; Han, S				Weng, Ko-Wei; Han, Sheng			Photocatalytic Performance and Hydrophilicity of TiO<sub>2</sub> Sputtered with Tungsten Vanadium Alloy	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												In this study, TiWVOx/TiO2 thin-films were fabricated using a bipolar pulsed magnetron sputtering technique and were characterized. The results obtained using the X-ray diffraction analysis confirmed the anatase phase structure with a highly oriented TiO2 (101) plane. The surface images obtained through scanning electron microscopy revealed the uniform distribution of pebble-like or cell-like clusters with no noticeable crack formation. In this study, an increasing WV alloy pulse power was positively associated with increasing proportions of WOx and VOx in the films. The TiO2 with WV alloy sputtered at a power of 50 W was found to be more hydrophilic than TiO2 with WV alloy sputtered at 200 W, thereby exhibiting enhanced photocatalytic activity.																			1533-4880	1533-4899				APR	2020	20	4					2538	2542		10.1166/jnn.2020.17371	http://dx.doi.org/10.1166/jnn.2020.17371								31492273					WOS:000484789100069
J	Yeo, NE; Kim, DI; Jeong, MY				Yeo, Na Eun; Kim, Doo-In; Jeong, Myung Yung			Compressive and Shear Resistances of Confined Water Droplet in Sliding Motion Against Hydrophobic Counterpart	SCIENCE OF ADVANCED MATERIALS												The compressive and shear resistances of the water droplet confined between the hydrophobic surfaces were investigated to evaluate the effect of the micro-scale surface pattern on the repulsive capillary force and friction of droplet. The hydrophobic surfaces covered with square pillar structures in the hexagonal array were prepared and the repulsive normal load and friction coefficient of the droplet were characterized. The force measurements in the vertical and lateral directions on the droplet confined between the prepared hydrophobic surfaces revealed that the compressive resistance to the vertical motion which is identical with the repulsive capillary force increases with deformation when the deformed droplet is horizontally symmetric. On the other hand, the friction coefficient of the squeezed droplet is inversely proportional to the repulsive capillary force. It was found that the reduced pressure acting on the solid-liquid interface results in the abnormal reduction in friction coefficient. In addition, the critical hydraulic pressure analysis confirmed that the partially wetted Cassie-Baxter (CB) state is maintained during sliding motion.																			1947-2935	1947-2943				APR	2020	12	4					589	593		10.1166/sam.2020.3671	http://dx.doi.org/10.1166/sam.2020.3671													WOS:000495065200021
J	Yoo, K; Ban, D; Kang, J				Yoo, Kyunghan; Ban, Daehee; Kang, Jungwon			Improvement of the Sensitivity of Indirect Organic X-ray Detector Using Conductivity Change of Hole Transport Layer	SCIENCE OF ADVANCED MATERIALS												In this paper, we report on our study of the sensitivity of an indirect-type organic X-ray detector, which depends on the conductivity of the hole-transport layer composed of PEDOT:PSS. The polar solvent, dimethylformamide (DMF), was mixed with the PEDOT:PSS solution to improve the conductivity of the HTL. When the DMF was added to the PEDOT:PSS solution, the conductive PEDOT fragments distributed more uniformly because of the high dipole moment of the DMF. In order to find the optimal process condition, the blending ratio of DMF and the baking condition of the PEDOT:PSS layer were examined. The detector with the PEDOT:PSS layer fabricated with 50 wt% DMF added and 160 degrees C baking for 30 min had the highest sensitivity, of 1.988 mA/Gy.cm(2), which was 61.23% higher than the sensitivity of the detector with the pristine PEDOT:PSS layer.					Kang, Jungwon/ABE-4548-2021														1947-2935	1947-2943				APR	2020	12	4					550	555		10.1166/sam.2020.3664	http://dx.doi.org/10.1166/sam.2020.3664													WOS:000495065200015
J	Zhang, WS; Yu, NS; Li, HO; Qi, Y				Zhang, Wensi; Yu, Naisen; Li, Haiou; Qi, Yan			Ultraviolet Photoconductive Detector Based on MgO/a-GaN Heterostructure Grown by Aqueous Method	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Thin MgO nanostructure layer was grown on a-plane GaN film in this study using low temperature aqueous method. The thin MgO layer showed uniform sheet-like morphology. Meanwhile, ultraviolet (UV) photoconductive detector based on MgO/a-GaN heterostructure was fabricated by simple way. The obtained detector displayed excellent UV sensing properties. Results showed that the thin MgO nanostructure layer can effectively decrease the dark current and passivate the surface defects. The facile method will provide a new route to adopt nanostructures for applications in enhancing the performance of GaN-based UV detector.					qi, Yan/KIC-1612-2024														1533-4880	1533-4899				APR	2020	20	4					2460	2464		10.1166/jnn.2020.17334	http://dx.doi.org/10.1166/jnn.2020.17334								31492262					WOS:000484789100058
J	Farrokh, M; Alitabar, M; Gheiratmand, T				Farrokh, M.; Alitabar, M.; Gheiratmand, T.			Effect of Temperature and Anodizing Potential on the Photocatalytic Activity of TiO<sub>2</sub> Nanotubes	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												In this research, the effect of temperature and anodizing voltage on the morphology and photocatalytic activity of TiO2 nanotubes which were fabricated in the organic electrolyte containing sodium carbonate as an additive was investigated. The FESEM results indicate that by increasing temperature, the growth rate, wall thickness of nanotubes decreased and disordered nanotube was fabricated. Besides, the photocatalytic activity of nanotubes was decreased as well. Furthermore, enhancing the anodizing voltage from 30 to 50 V leads to improvement of morphology and photocatalytic activity of TiO2 nanotubes.					Mobadersani, Farrokh/AAB-6769-2022														1533-4880	1533-4899				MAR	2020	20	3					1922	1927		10.1166/jnn.2020.17133	http://dx.doi.org/10.1166/jnn.2020.17133								31492362					WOS:000484782900072
J	Garg, R; Sen, D; Sahu, A; Krishnan, M				Garg, Rohini; Sen, Debasis; Sahu, Ashok; Krishnan, Madangopal			Morphological Tuning of Nanostructured Hydroxyapatite (HAp) Porous Microgranules by Evaporation-Induced Assembly	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Porous biocompatible microgranules, such as hydroxyapatite (HAp), are potential candidates for various bio-medical applications including drug delivery and remediation. Using the principle of evaporation-induced assembly in contact free dispersion droplets, we have synthesized porous micrometric HAp granules consist of interlocked ellipsoidal nanoparticles. We have shown that the shape of the microgranules can be tuned from spherical to doughnut solely by controlling the drying temperature during assembly. The structure and interparticle correlation in the synthesized granules have been probed by electron microscopy and small-angle scattering. The observed morphological transition has been attributed to the buckling of elastic shell made of interlocked HAp nanoparticles. Alteration of granular morphology at higher drying rate does not affect the local packing fraction of the correlated HAp nanoparticles in the granules. The absorption of bovine serum albumin protein by the synthesized granules has been tested as a potential application.					Garg, Rohini/AAG-6163-2020; Sen, Debasis/K-6391-2015														1533-4880	1533-4899				MAR	2020	20	3					1631	1642		10.1166/jnn.2020.17142	http://dx.doi.org/10.1166/jnn.2020.17142								31492325					WOS:000484782900035
J	Hong, S; Han, YZ; Zhang, K; Wang, MB; Cui, NN; Du, XQ; Li, QY; Huang, YG; Jiang, F; Xie, KY				Hong, Shu; Han, Yunzhao; Zhang, Kun; Wang, Mingbo; Cui, Nana; Du, Xiaoqinq; Li, Qingyu; Huang, Youguo; Jiang, Feng; Xie, Keyu			TiO<sub>2</sub> Nanosheet-Redox Graphene Oxide/Sulphur Cathode for High-Performance Lithium-Sulphur Batteries	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Lithium-sulphur batteries are considered as some of the most potent secondary-battery systems. These batteries are expected to have extensive applications in fields requiring high-energy density. However, such applications are hindered by some serious intrinsic obstacles. Herein, TiO2 nanosheets-rGO/sulphur (TiO2 NS-rGO/S) composites were fabricated through a two-process hydrothermal method. TiO2 nanosheets served as active sites for polysulphide absorption, whereas rGO offered space for sulphur improvement and TiO2 NS-rGO/S composites. The TiO2 NS-rGO/S composite exhibited high discharge capacity of 1099 mAh.g(-1) at 0.2 C rate and retained a capacity of 690 mAh.g(-1) after 100 cycles, with high sulphur loading of 3 mg.cm(-2). The high initial specific discharge capacity and improved cyclic stability were attributed to the synergistic effects of TiO2 nanosheets and rGO. These results indicated that the simple, low-cost and scalable method provides a novel perspective on practical utilisation of lithium-sulphur batteries.					xie, keyu/F-8076-2012; JIANG, Feng/HTP-2862-2023; Li, Qingyu/AGT-0982-2022; zhang, kun/HPB-5142-2023	Li, Qingyu/0000-0003-4638-4401													1533-4880	1533-4899				MAR	2020	20	3					1715	1722		10.1166/jnn.2020.16957	http://dx.doi.org/10.1166/jnn.2020.16957								31492335					WOS:000484782900045
J	Jin, L; Ding, PX; Du, JZ; Zeng, HY; Zhu, PH; Xu, S; Shi, XK; Zhou, EG				Jin, Li; Ding, Pengxuan; Du, Jinze; Zeng, Hongyan; Zhu, Peihan; Xu, Sheng; Shi, Xiaokun; Zhou, Enguo			Mechanism and Kinetics of Dehydroxylation and Decarbonation of Mg-Fe Hydrotalcite	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Thermal behavior of hydrotalcites, which is a calcination process, is critical to prepare the metal oxide catalysts with high performances in the practical applications. In this paper, the MgFe-LDH with Mg/Fe molar ratio of 3.0 was prepared by urea method and the calcined products are obtained by calcining at different temperatures (473 K, 573 K, 673 K, 773 K, 873 K and 973 K) under a N-2 atmosphere for 4 h. The structure, morphology, texture, pyrolysis kinetics and mechanism of the MgFe-LDH were studied in detail. On one hand, based on the TG/DSC curves, Starink, Kissinger and Flynn-Wall-Ozawa (FWO) methods were used to calculate the activation energy, on the other hand, the Satava-Sestak, Achar and Malek methods were used to define the most probable reaction mechanisms of pyrolysis behavior. The results suggested that the thermal decomposition of the LDH experienced two steps, i.e., removal of the interlayer water, followed by dehydroxylation and decarbonation. Moreover the Makel method was used to define the most probable reaction mechanisms of the pyrolysis behavior.																			1533-4880	1533-4899				MAR	2020	20	3					1822	1831		10.1166/jnn.2020.16958	http://dx.doi.org/10.1166/jnn.2020.16958								31492348					WOS:000484782900058
