PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Tamura, K; Peterson, D; Peterson, N; Stecher, G; Nei, M; Kumar, S				Tamura, Koichiro; Peterson, Daniel; Peterson, Nicholas; Stecher, Glen; Nei, Masatoshi; Kumar, Sudhir			MEGA5: Molecular Evolutionary Genetics Analysis Using Maximum Likelihood, Evolutionary Distance, and Maximum Parsimony Methods	MOLECULAR BIOLOGY AND EVOLUTION												Comparative analysis of molecular sequence data is essential for reconstructing the evolutionary histories of species and inferring the nature and extent of selective forces shaping the evolution of genes and species. Here, we announce the release of Molecular Evolutionary Genetics Analysis version 5 (MEGA5), which is a user-friendly software for mining online databases, building sequence alignments and phylogenetic trees, and using methods of evolutionary bioinformatics in basic biology, biomedicine, and evolution. The newest addition in MEGA5 is a collection of maximum likelihood (ML) analyses for inferring evolutionary trees, selecting best-fit substitution models (nucleotide or amino acid), inferring ancestral states and sequences (along with probabilities), and estimating evolutionary rates site-by-site. In computer simulation analyses, ML tree inference algorithms in MEGA5 compared favorably with other software packages in terms of computational efficiency and the accuracy of the estimates of phylogenetic trees, substitution parameters, and rate variation among sites. The MEGA user interface has now been enhanced to be activity driven to make it easier for the use of both beginners and experienced scientists. This version of MEGA is intended for the Windows platform, and it has been configured for effective use on Mac OS X and Linux desktops. It is available free of charge from http://www.megasoftware.net.					Kumar, Sudhir/F-1411-2011; Tamura, Koichiro/D-7572-2015	Kumar, Sudhir/0000-0002-9918-8212; Tamura, Koichiro/0000-0001-7189-5399													0737-4038	1537-1719				OCT	2011	28	10					2731	2739		10.1093/molbev/msr121	http://dx.doi.org/10.1093/molbev/msr121													WOS:000295184200003
J	Berman, HM; Westbrook, J; Feng, Z; Gilliland, G; Bhat, TN; Weissig, H; Shindyalov, IN; Bourne, PE				Berman, HM; Westbrook, J; Feng, Z; Gilliland, G; Bhat, TN; Weissig, H; Shindyalov, IN; Bourne, PE			The Protein Data Bank	NUCLEIC ACIDS RESEARCH												The Protein Data Bank (PDB; http://www.rcsb.org/pdb/) is the-single worldwide archive of structural data of biological macromolecules. This paper describes the goals of the PDB, the systems in place for data deposition and access, how to obtain further information, and near-term plans for the future development of the resource.					Bourne, Philip/ABG-8967-2021	Bourne, Philip/0000-0002-7618-7292; Berman, Helen/0000-0002-3337-0660; zardecki, christine/0000-0002-4149-1745; Westbrook, John/0000-0002-6686-5475													0305-1048	1362-4962				JAN 1	2000	28	1					235	242		10.1093/nar/28.1.235	http://dx.doi.org/10.1093/nar/28.1.235								10592235					WOS:000084896300069
J	Dobin, A; Davis, CA; Schlesinger, F; Drenkow, J; Zaleski, C; Jha, S; Batut, P; Chaisson, M; Gingeras, TR				Dobin, Alexander; Davis, Carrie A.; Schlesinger, Felix; Drenkow, Jorg; Zaleski, Chris; Jha, Sonali; Batut, Philippe; Chaisson, Mark; Gingeras, Thomas R.			STAR: ultrafast universal RNA-seq aligner	BIOINFORMATICS												Motivation: Accurate alignment of high-throughput RNA-seq data is a challenging and yet unsolved problem because of the non-contiguous transcript structure, relatively short read lengths and constantly increasing throughput of the sequencing technologies. Currently available RNA-seq aligners suffer from high mapping error rates, low mapping speed, read length limitation and mapping biases. Results: To align our large (> 80 billon reads) ENCODE Transcriptome RNA-seq dataset, we developed the Spliced Transcripts Alignment to a Reference (STAR) software based on a previously undescribed RNA-seq alignment algorithm that uses sequential maximum mappable seed search in uncompressed suffix arrays followed by seed clustering and stitching procedure. STAR outperforms other aligners by a factor of > 50 in mapping speed, aligning to the human genome 550 million 2 x 76 bp paired-end reads per hour on a modest 12-core server, while at the same time improving alignment sensitivity and precision. In addition to unbiased de novo detection of canonical junctions, STAR can discover non-canonical splices and chimeric (fusion) transcripts, and is also capable of mapping full-length RNA sequences. Using Roche 454 sequencing of reverse transcription polymerase chain reaction amplicons, we experimentally validated 1960 novel intergenic splice junctions with an 80-90% success rate, corroborating the high precision of the STAR mapping strategy.					Gingeras, Thomas/AEY-6940-2022; Schlesinger, Felix/E-2143-2011	Batut, Philippe/0000-0003-4250-0663; Dobin, Alexander/0000-0002-4115-9128; Gingeras, Thomas/0000-0001-9106-3573													1367-4803	1460-2059				JAN	2013	29	1					15	21		10.1093/bioinformatics/bts635	http://dx.doi.org/10.1093/bioinformatics/bts635								23104886					WOS:000312654600003
J	Huang, DW; Sherman, BT; Lempicki, RA				Huang, Da Wei; Sherman, Brad T.; Lempicki, Richard A.			Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources	NATURE PROTOCOLS												DAVID bioinformatics resources consists of an integrated biological knowledgebase and analytic tools aimed at systematically extracting biological meaning from large gene/protein lists. This protocol explains how to use DAVID, a high-throughput and integrated data-mining environment, to analyze gene lists derived from high-throughput genomic experiments. The procedure first requires uploading a gene list containing any number of common gene identifiers followed by analysis using one or more text and pathway-mining tools such as gene functional classification, functional annotation chart or clustering and functional annotation table. By following this protocol, investigators are able to gain an in-depth understanding of the biological themes in lists of genes that are enriched in genome-scale studies.					Lempicki, Richard/E-1844-2012	Lempicki, Richard/0000-0002-7059-409X													1754-2189	1750-2799					2009	4	1					44	57		10.1038/nprot.2008.211	http://dx.doi.org/10.1038/nprot.2008.211								19131956					WOS:000265781800006
J	Pfaffl, MW				Pfaffl, MW			A new mathematical model for relative quantification in real-time RT-PCR	NUCLEIC ACIDS RESEARCH												Use of the real-time polymerase chain reaction (PCR) to amplify cDNA products reverse transcribed from mRNA is on the way to becoming a routine took in molecular biology to study low abundance gene expression. Real-time PCR is easy to perform, provides the necessary accuracy and produces reliable as well as rapid quantification results. But accurate quantification of nucleic acids requires a reproducible methodology and an adequate mathematical model for data analysis. This study enters into the particular topics of the relative quantification in real-time RT-PCR of a target gene transcript in comparison to a reference gene transcript. Therefore, a new mathematical model is presented. The relative expression ratio is calculated only from the real-time PCR efficiencies and the crossing point deviation of an unknown sample versus a control. This model needs no calibration curve. Control levels were included in the model to standardise each reaction run with respect to RNA integrity, sample loading and inter-PCR variations. High accuracy and reproducibility (<2.5% variation) were reached in LightCycler PCR using the established mathematical model.					Pfaffl, Michael/G-6622-2013	Pfaffl, Michael/0000-0002-3192-1019													0305-1048	1362-4962				MAY 1	2001	29	9							e45	10.1093/nar/29.9.e45	http://dx.doi.org/10.1093/nar/29.9.e45								11328886					WOS:000168605800024
J	Robinson, MD; McCarthy, DJ; Smyth, GK				Robinson, Mark D.; McCarthy, Davis J.; Smyth, Gordon K.			edgeR: a Bioconductor package for differential expression analysis of digital gene expression data	BIOINFORMATICS												It is expected that emerging digital gene expression (DGE) technologies will overtake microarray technologies in the near future for many functional genomics applications. One of the fundamental data analysis tasks, especially for gene expression studies, involves determining whether there is evidence that counts for a transcript or exon are significantly different across experimental conditions. edgeR is a Bioconductor software package for examining differential expression of replicated count data. An overdispersed Poisson model is used to account for both biological and technical variability. Empirical Bayes methods are used to moderate the degree of overdispersion across transcripts, improving the reliability of inference. The methodology can be used even with the most minimal levels of replication, provided at least one phenotype or experimental condition is replicated. The software may have other applications beyond sequencing data, such as proteome peptide count data.					McCarthy, Davis/B-5332-2018; Robinson, Mark/A-6432-2015; Smyth, Gordon/B-5276-2008	McCarthy, Davis/0000-0002-2218-6833; Robinson, Mark/0000-0002-3048-5518; Smyth, Gordon/0000-0001-9221-2892													1367-4803	1460-2059				JAN 1	2010	26	1					139	140		10.1093/bioinformatics/btp616	http://dx.doi.org/10.1093/bioinformatics/btp616								19910308					WOS:000273116100025
J	Huelsenbeck, JP; Ronquist, F				Huelsenbeck, JP; Ronquist, F			MRBAYES: Bayesian inference of phylogenetic trees	BIOINFORMATICS												The program MRBAYES performs Bayesian inference of phylogeny using a variant of Markov chain Monte Carlo.					Huelsenbeck, John/C-6398-2013														1367-4803					AUG	2001	17	8					754	755		10.1093/bioinformatics/17.8.754	http://dx.doi.org/10.1093/bioinformatics/17.8.754								11524383					WOS:000171021000016
J	Tamura, K; Dudley, J; Nei, M; Kumar, S				Tamura, Koichiro; Dudley, Joel; Nei, Masatoshi; Kumar, Sudhir			MEGA4: Molecular evolutionary genetics analysis (MEGA) software version 4.0	MOLECULAR BIOLOGY AND EVOLUTION												We announce the release of the fourth version of MEGA software, which expands on the existing facilities for editing DNA sequence data from autosequencers, mining Web-databases, performing automatic and manual sequence alignment, analyzing sequence alignments to estimate evolutionary distances, inferring phylogenetic trees, and testing evolutionary hypotheses. Version 4 includes a unique facility to generate captions, written in figure legend format, in order to provide natural language descriptions of the models and methods used in the analyses. This facility aims to promote a better understanding of the underlying assumptions used in analyses, and of the results generated. Another new feature is the Maximum Composite Likelihood (MCL) method for estimating evolutionary distances between all pairs of sequences simultaneously, with and without incorporating rate variation among sites and substitution pattern heterogeneities among lineages. This MCL method also can be used to estimate transition/transversion bias and nucleotide substitution pattern without knowledge of the phylogenetic tree. This new version is a native 32-bit Windows application with multi-threading and multi-user supports, and it is also available to run in a Linux desktop environment (via the Wine compatibility layer) and on Intel-based Macintosh computers under the Parallels program. The current version of MEGA is available free of charge at http://www.megasoftware.net.					Dudley, Joel/E-9283-2010; Kumar, Sudhir/F-1411-2011; Tamura, Koichiro/D-7572-2015	Kumar, Sudhir/0000-0002-9918-8212; Tamura, Koichiro/0000-0001-7189-5399													0737-4038	1537-1719				AUG	2007	24	8					1596	1599		10.1093/molbev/msm092	http://dx.doi.org/10.1093/molbev/msm092								17488738					WOS:000248848400005
J	Stamatakis, A				Stamatakis, Alexandros			RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies	BIOINFORMATICS												Motivation: Phylogenies are increasingly used in all fields of medical and biological research. Moreover, because of the next-generation sequencing revolution, datasets used for conducting phylogenetic analyses grow at an unprecedented pace. RAxML (Randomized Axelerated Maximum Likelihood) is a popular program for phylogenetic analyses of large datasets under maximum likelihood. Since the last RAxML paper in 2006, it has been continuously maintained and extended to accommodate the increasingly growing input datasets and to serve the needs of the user community. Results: I present some of the most notable new features and extensions of RAxML, such as a substantial extension of substitution models and supported data types, the introduction of SSE3, AVX and AVX2 vector intrinsics, techniques for reducing the memory requirements of the code and a plethora of operations for conducting postanalyses on sets of trees. In addition, an up-to-date 50-page user manual covering all new RAxML options is available.					Stamatakis, Alexandros/B-8740-2009	Stamatakis, Alexandros/0000-0003-0353-0691													1367-4803	1460-2059				MAY 1	2014	30	9					1312	1313		10.1093/bioinformatics/btu033	http://dx.doi.org/10.1093/bioinformatics/btu033								24451623					WOS:000336095100024
J	Larkin, MA; Blackshields, G; Brown, NP; Chenna, R; McGettigan, PA; McWilliam, H; Valentin, F; Wallace, IM; Wilm, A; Lopez, R; Thompson, JD; Gibson, TJ; Higgins, DG				Larkin, M. A.; Blackshields, G.; Brown, N. P.; Chenna, R.; McGettigan, P. A.; McWilliam, H.; Valentin, F.; Wallace, I. M.; Wilm, A.; Lopez, R.; Thompson, J. D.; Gibson, T. J.; Higgins, D. G.			Clustal W and clustal X version 2.0	BIOINFORMATICS												Summary: The Clustal W and Clustal X multiple sequence alignment programs have been completely rewritten in C. This will facilitate the further development of the alignment algorithms in the future and has allowed proper porting of the programs to the latest versions of Linux, Macintosh and Windows operating systems.					Higgins, des/J-6314-2012; Thompson, Julie/F-3208-2010; Wilm, Andreas/D-3997-2009; Chenna, Ramu/I-6840-2012; McWilliam, Hamish/M-5415-2015; Wallace, Iain/B-9464-2009	McWilliam, Hamish/0000-0003-1769-5032; Brown, Nigel/0000-0002-5164-4186; Gibson, Toby James/0000-0003-0657-5166; McGettigan, Paul/0000-0001-5815-8394; Higgins, Des/0000-0002-3952-3285; Wallace, Iain/0000-0002-9491-7025; Wilm, Andreas/0000-0002-7344-3764													1367-4803	1460-2059				NOV 1	2007	23	21					2947	2948		10.1093/bioinformatics/btm404	http://dx.doi.org/10.1093/bioinformatics/btm404								17846036					WOS:000251197700021
J	Ritchie, ME; Phipson, B; Wu, D; Hu, YF; Law, CW; Shi, W; Smyth, GK				Ritchie, Matthew E.; Phipson, Belinda; Wu, Di; Hu, Yifang; Law, Charity W.; Shi, Wei; Smyth, Gordon K.			<i>limma</i> powers differential expression analyses for RNA-sequencing and microarray studies	NUCLEIC ACIDS RESEARCH												limma is an R/Bioconductor software package that provides an integrated solution for analysing data from gene expression experiments. It contains rich features for handling complex experimental designs and for information borrowing to overcome the problem of small sample sizes. Over the past decade, limma has been a popular choice for gene discovery through differential expression analyses of microarray and high-throughput PCR data. The package contains particularly strong facilities for reading, normalizing and exploring such data. Recently, the capabilities of limma have been significantly expanded in two important directions. First, the package can now perform both differential expression and differential splicing analyses of RNA sequencing (RNA-seq) data. All the downstream analysis tools previously restricted to microarray data are now available for RNA-seq as well. These capabilities allow users to analyse both RNA-seq and microarray data with very similar pipelines. Second, the package is now able to go past the traditional gene-wise expression analyses in a variety of ways, analysing expression profiles in terms of co-regulated sets of genes or in terms of higher-order expression signatures. This provides enhanced possibilities for biological interpretation of gene expression differences. This article reviews the philosophy and design of the limma package, summarizing both new and historical features, with an emphasis on recent enhancements and features that have not been previously described.					Shi, Wei/AGU-0524-2022; Phipson, Belinda/AAP-2213-2020; Ritchie, Matthew/I-3874-2019; Wu, Di/AAB-7566-2021; Smyth, Gordon/B-5276-2008	Phipson, Belinda/0000-0002-1711-7454; Smyth, Gordon/0000-0001-9221-2892; Shi, Wei/0000-0003-1182-7735; Ritchie, Matthew/0000-0002-7383-0609; Law, Charity W/0000-0001-6082-6814													0305-1048	1362-4962				APR 20	2015	43	7							e47	10.1093/nar/gkv007	http://dx.doi.org/10.1093/nar/gkv007								25605792					WOS:000354722500005
J	Katoh, K; Standley, DM				Katoh, Kazutaka; Standley, Daron M.			MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability	MOLECULAR BIOLOGY AND EVOLUTION												We report a major update of the MAFFT multiple sequence alignment program. This version has several new features, including options for adding unaligned sequences into an existing alignment, adjustment of direction in nucleotide alignment, constrained alignment and parallel processing, which were implemented after the previous major update. This report shows actual examples to explain how these features work, alone and in combination. Some examples incorrectly aligned by MAFFT are also shown to clarify its limitations. We discuss how to avoid misalignments, and our ongoing efforts to overcome such limitations.					Standley, Daron/D-2343-2009; Katoh, Kazutaka/C-6677-2009														0737-4038	1537-1719				APR	2013	30	4					772	780		10.1093/molbev/mst010	http://dx.doi.org/10.1093/molbev/mst010													WOS:000317002300004
J	Ronquist, F; Huelsenbeck, JP				Ronquist, F; Huelsenbeck, JP			MrBayes 3: Bayesian phylogenetic inference under mixed models	BIOINFORMATICS												MrBayes 3 performs Bayesian phylogenetic analysis combining information from different data partitions or subsets evolving under different stochastic evolutionary models. This allows the user to analyze heterogeneous data sets consisting of different data types-e.g. morphological, nucleotide, and protein- and to explore a wide variety of structured models mixing partition-unique and shared parameters. The program employs MPI to parallelize Metropolis coupling on Macintosh or UNIX clusters.					Ronquist, Fredrik/Q-2013-2015; Huelsenbeck, John/C-6398-2013	Huelsenbeck, John/0000-0002-3050-9997													1367-4803					AUG 12	2003	19	12					1572	1574		10.1093/bioinformatics/btg180	http://dx.doi.org/10.1093/bioinformatics/btg180								12912839					WOS:000184878700016
