PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Momma, K; Izumi, F				Momma, Koichi; Izumi, Fujio			<i>VESTA 3</i> for three-dimensional visualization of crystal, volumetric and morphology data	JOURNAL OF APPLIED CRYSTALLOGRAPHY												VESTA is a three-dimensional visualization system for crystallographic studies and electronic state calculations. It has been upgraded to the latest version, VESTA 3, implementing new features including drawing the external morphology of crystals; superimposing multiple structural models, volumetric data and crystal faces; calculation of electron and nuclear densities from structure parameters; calculation of Patterson functions from structure parameters or volumetric data; integration of electron and nuclear densities by Voronoi tessellation; visualization of isosurfaces with multiple levels; determination of the best plane for selected atoms; an extended bond-search algorithm to enable more sophisticated searches in complex molecules and cage-like structures; undo and redo in graphical user interface operations; and significant performance improvements in rendering isosurfaces and calculating slices.					Momma, Koichi/F-1090-2016	Momma, Koichi/0000-0003-0659-0964													0021-8898	1600-5767				DEC	2011	44		6				1272	1276		10.1107/S0021889811038970	http://dx.doi.org/10.1107/S0021889811038970													WOS:000297279800020
J	Henkelman, G; Uberuaga, BP; Jónsson, H				Henkelman, G; Uberuaga, BP; Jónsson, H			A climbing image nudged elastic band method for finding saddle points and minimum energy paths	JOURNAL OF CHEMICAL PHYSICS												A modification of the nudged elastic band method for finding minimum energy paths is presented. One of the images is made to climb up along the elastic band to converge rigorously on the highest saddle point. Also, variable spring constants are used to increase the density of images near the top of the energy barrier to get an improved estimate of the reaction coordinate near the saddle point. Applications to CH4 dissociative adsorption on Ir(111) and H-2 on Si(100) using plane wave based density functional theory are presented. (C) 2000 American Institute of Physics. [S0021-9606(00)71246-3].					Uberuaga, Blas/I-1809-2019; Henkelman, Graeme/A-9301-2008; Jonsson, Hannes/G-2267-2013	Uberuaga, Blas/0000-0001-6934-6219; Jonsson, Hannes/0000-0001-8285-5421													0021-9606	1089-7690				DEC 8	2000	113	22					9901	9904	PII [S0021-9606(00)71246-3]	10.1063/1.1329672	http://dx.doi.org/10.1063/1.1329672													WOS:000165584900005
J	Spek, AL				Spek, AL			Single-crystal structure validation with the program <i>PLATON</i>	JOURNAL OF APPLIED CRYSTALLOGRAPHY												The results of a single-crystal structure determination when in CIF format can now be validated routinely by automatic procedures. In this way, many errors in published papers can be avoided. The validation software generates a set of ALERTS detailing issues to be addressed by the experimenter, author, referee and publication journal. Validation was pioneered by the IUCr journal Acta Crystallographica Section C and is currently standard procedure for structures submitted for publication in all IUCr journals. The implementation of validation procedures by other journals is in progress. This paper describes the concepts of validation and the classes of checks that are carried out by the program PLATON as part of the IUCr checkCIF facility. PLATON validation can be run at any stage of the structure refinement, independent of the structure determination package used, and is recommended for use as a routine tool during or at least at the completion of every structure determination. Two examples are discussed where proper validation procedures could have avoided the publication of incorrect structures that had serious consequences for the chemistry involved.																			1600-5767					FEB	2003	36		1				7	13		10.1107/S0021889802022112	http://dx.doi.org/10.1107/S0021889802022112													WOS:000180457300002
J	Morris, GM; Huey, R; Lindstrom, W; Sanner, MF; Belew, RK; Goodsell, DS; Olson, AJ				Morris, Garrett M.; Huey, Ruth; Lindstrom, William; Sanner, Michel F.; Belew, Richard K.; Goodsell, David S.; Olson, Arthur J.			AutoDock4 and AutoDockTools4: Automated Docking with Selective Receptor Flexibility	JOURNAL OF COMPUTATIONAL CHEMISTRY												We describe the testing and release of AutoDock4 and the accompanying graphical user interface AutoDockTools. AutoDock4 incorporates limited flexibility in the receptor. Several tests are reported here, including a redocking experiment with 188 diverse ligand-protein complexes and a cross-docking experiment using flexible side-chains in 87 HIV protease complexes. We also report its utility in analysis of covalently bound ligands, using both a grid-based clocking method and a modification of the flexible sidechain technique. (C) 2009 Wiley Periodicals, Inc. J Comput Chem 30: 2785-2791, 2009					Morris, Garrett/F-2465-2019	Morris, Garrett/0000-0003-1731-8405													0192-8651	1096-987X				DEC 30	2009	30	16					2785	2791		10.1002/jcc.21256	http://dx.doi.org/10.1002/jcc.21256								19399780					WOS:000271112100022
J	Mccoy, AJ; Grosse-Kunstleve, RW; Adams, PD; Winn, MD; Storoni, LC; Read, RJ				McCoy, Airlie J.; Grosse-Kunstleve, Ralf W.; Adams, Paul D.; Winn, Martyn D.; Storoni, Laurent C.; Read, Randy J.			<i>Phaser</i> crystallographic software	JOURNAL OF APPLIED CRYSTALLOGRAPHY												Phaser is a program for phasing macromolecular crystal structures by both molecular replacement and experimental phasing methods. The novel phasing algorithms implemented in Phaser have been developed using maximum likelihood and multivariate statistics. For molecular replacement, the new algorithms have proved to be significantly better than traditional methods in discriminating correct solutions from noise, and for single-wavelength anomalous dispersion experimental phasing, the new algorithms, which account for correlations between F+ and F-, give better phases (lower mean phase error with respect to the phases given by the refined structure) than those that use mean F and anomalous differences Delta F. One of the design concepts of Phaser was that it be capable of a high degree of automation. To this end, Phaser (written in C++) can be called directly from Python, although it can also be called using traditional CCP4 keyword-style input. Phaser is a platform for future development of improved phasing methods and their release, including source code, to the crystallographic community.					Adams, Paul/A-1977-2013; Read, Randy/L-1418-2013	Adams, Paul/0000-0001-9333-8219; McCoy, Airlie J./0009-0001-6855-9631; Read, Randy/0000-0001-8273-0047													1600-5767					AUG	2007	40		4				658	674		10.1107/S0021889807021206	http://dx.doi.org/10.1107/S0021889807021206								19461840					WOS:000248077500003
J	Zhao, Y; Truhlar, DG				Zhao, Yan; Truhlar, Donald G.			The M06 suite of density functionals for main group thermochemistry, thermochemical kinetics, noncovalent interactions, excited states, and transition elements: two new functionals and systematic testing of four M06-class functionals and 12 other functionals	THEORETICAL CHEMISTRY ACCOUNTS					Meeting on Practicing Chemistry with Theoretical Tools	JAN 15-18, 2007	Maui, HI					We present two new hybrid meta exchange-correlation functionals, called M06 and M06-2X. The M06 functional is parametrized including both transition metals and nonmetals, whereas the M06-2X functional is a high-nonlocality functional with double the amount of nonlocal exchange (2X), and it is parametrized only for nonmetals. The functionals, along with the previously published M06-L local functional and the M06-HF full-Hartree-Fock functionals, constitute the M06 suite of complementary functionals. We assess these four functionals by comparing their performance to that of 12 other functionals and Hartree-Fock theory for 403 energetic data in 29 diverse databases, including ten databases for thermochemistry, four databases for kinetics, eight databases for noncovalent interactions, three databases for transition metal bonding, one database for metal atom excitation energies, and three databases for molecular excitation energies. We also illustrate the performance of these 17 methods for three databases containing 40 bond lengths and for databases containing 38 vibrational frequencies and 15 vibrational zero point energies. We recommend the M06-2X functional for applications involving main-group thermochemistry, kinetics, noncovalent interactions, and electronic excitation energies to valence and Rydberg states. We recommend the M06 functional for application in organometallic and inorganometallic chemistry and for noncovalent interactions.					Zhao, Yan/A-2375-2008; Truhlar, Donald/G-7076-2015	Zhao, Yan/0000-0002-1234-4455; Truhlar, Donald/0000-0002-7742-7294													1432-881X	1432-2234				MAY	2008	120	1-3					215	241		10.1007/s00214-007-0310-x	http://dx.doi.org/10.1007/s00214-007-0310-x													WOS:000256308800019
J	Wang, JM; Wolf, RM; Caldwell, JW; Kollman, PA; Case, DA				Wang, JM; Wolf, RM; Caldwell, JW; Kollman, PA; Case, DA			Development and testing of a general amber force field	JOURNAL OF COMPUTATIONAL CHEMISTRY												We describe here a general Amber force field (GAFF) for organic molecules. GAFF is designed to be compatible with existing Amber force fields for proteins and nucleic acids, and has parameters for most organic and pharmaceutical molecules that are composed of H, C, N, O, S, P, and halogens. It uses a simple functional form and a limited number of atom types, but incorporates both empirical and heuristic models to estimate force constants and partial atomic charges. The performance of GAFF in test cases is encouraging. In test I, 74 crystallographic structures were compared to GAFF minimized structures, with a root-mean-square displacement of 0.26 Angstrom, which is comparable to that of the Tripos 5.2 force field (0.25 Angstrom) and better than those of MMFF 94 and CHARMm (0.47 and 0.44 Angstrom, respectively). In test II, gas phase minimizations were performed on 22 nucleic acid base pairs, and the minimized structures and intermolecular energies were compared to MP2/6-31G* results. The RMS of displacements and relative energies were 0.25 A and 1.2 kcal/mol, respectively. These data are comparable to results from Parm99/RESP (0.16 Angstrom and 1.18 kcal/mol. respectively), which were parameterized to these base pairs. Test III looked at the relative energies of 71 conformational pairs that were used in development of the Parm99 force field. The RMS error in relative energies (compared to experiment) is about 0.5 kcal/mol. GAFF can be applied to wide range of molecules in an automatic fashion. making it suitable for rational drug design and database searching. (C) 2004 Wiley Periodicals, Inc.					Wang, Junmei/C-8636-2014	Wang, Junmei/0000-0002-9607-8229													0192-8651	1096-987X				JUL 15	2004	25	9					1157	1174		10.1002/jcc.20035	http://dx.doi.org/10.1002/jcc.20035								15116359					WOS:000221624200007
J	Thommes, M; Kaneko, K; Neimark, AV; Olivier, JP; Rodriguez-Reinoso, F; Rouquerol, J; Sing, KSW				Thommes, Matthias; Kaneko, Katsumi; Neimark, Alexander V.; Olivier, James P.; Rodriguez-Reinoso, Francisco; Rouquerol, Jean; Sing, Kenneth S. W.			Physisorption of gases, with special reference to the evaluation of surface area and pore size distribution (IUPAC Technical Report)	PURE AND APPLIED CHEMISTRY												Gas adsorption is an important tool for the characterisation of porous solids and fine powders. Major advances in recent years have made it necessary to update the 1985 IUPAC manual on Reporting Physisorption Data for Gas/Solid Systems. The aims of the present document are to clarify and standardise the presentation, nomenclature and methodology associated with the application of physisorption for surface area assessment and pore size analysis and to draw attention to remaining problems in the interpretation of physisorption data.					Rodriguez-Reinoso, Francisco/G-7941-2016; Neimark, Alexander/AAH-4463-2020	Neimark, Alexander/0000-0002-3443-0389													0033-4545	1365-3075				OCT	2015	87	9-10					1051	1069		10.1515/pac-2014-1117	http://dx.doi.org/10.1515/pac-2014-1117													WOS:000364625400012
J	Hess, B; Kutzner, C; van der Spoel, D; Lindahl, E				Hess, Berk; Kutzner, Carsten; van der Spoel, David; Lindahl, Erik			GROMACS 4: Algorithms for highly efficient, load-balanced, and scalable molecular simulation	JOURNAL OF CHEMICAL THEORY AND COMPUTATION												Molecular simulation is an extremely useful, but computationally very expensive tool for studies of chemical and biomolecular systems. Here, we present a new implementation of our molecular simulation toolkit GROMACS which now both achieves extremely high performance on single processors from algorithmic optimizations and hand-coded routines and simultaneously scales very well on parallel machines. The code encompasses a minimal-communication domain decomposition algorithm, full dynamic load balancing, a state-of-the-art parallel constraint solver, and efficient virtual site algorithms that allow removal of hydrogen atom degrees of freedom to enable integration time steps up to 5 fs; for atomistic simulations also in parallel. To improve the scaling properties of the common particle mesh Ewald electrostatics algorithms, we have in addition used a Multiple-Program, Multiple-Data approach, with separate node domains responsible for direct and reciprocal space interactions. Not only does this combination of algorithms enable extremely long simulations of large systems but also it provides that simulation performance on quite modest numbers of standard cluster nodes.					van der Spoel, David/A-5471-2008; Lindahl, Erik/D-4590-2013	Lindahl, Erik/0000-0002-2734-2794; Hess, Berk/0000-0002-7498-7763													1549-9618	1549-9626				MAR	2008	4	3					435	447		10.1021/ct700301q	http://dx.doi.org/10.1021/ct700301q								26620784					WOS:000254277900007
J	Allen, FH				Allen, FH			The Cambridge Structural Database: a quarter of a million crystal structures and rising	ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE												The Cambridge Structural Database (CSD) now contains data for more than a quarter of a million small-molecule crystal structures. The information content of the CSD, together with methods for data acquisition, processing and validation, are summarized, with particular emphasis on the chemical information added by CSD editors. Nearly 80% of new structural data arrives electronically, mostly in CIF format, and the CCDC acts as the official crystal structure data depository for 51 major journals. The CCDC now maintains both a CIF archive (more than 73000 CIFs dating from 1996), as well as the distributed binary CSD archive; the availability of data in both archives is discussed. A statistical survey of the CSD is also presented and projections concerning future accession rates indicate that the CSD will contain at least 500000 crystal structures by the year 2010.																			0108-7681					JUN	2002	58		3		1		380	388		10.1107/S0108768102003890	http://dx.doi.org/10.1107/S0108768102003890								12037359					WOS:000176270700010
J	Stankovich, S; Dikin, DA; Piner, RD; Kohlhaas, KA; Kleinhammes, A; Jia, Y; Wu, Y; Nguyen, ST; Ruoff, RS				Stankovich, Sasha; Dikin, Dmitriy A.; Piner, Richard D.; Kohlhaas, Kevin A.; Kleinhammes, Alfred; Jia, Yuanyuan; Wu, Yue; Nguyen, SonBinh T.; Ruoff, Rodney S.			Synthesis of graphene-based nanosheets via chemical reduction of exfoliated graphite oxide	CARBON												Reduction of a colloidal suspension of exfoliated graphene oxide sheets in water with hydrazine hydrate results in their aggregation and subsequent formation of a high-surface-area carbon material which consists of thin graphene-based sheets. The reduced material was characterized by elemental analysis, thermo-gravimetric analysis, scanning electron microscopy, X-ray photoelectron spectroscopy, NMR spectroscopy, Raman spectroscopy, and by electrical conductivity measurements. (c) 2007 Elsevier Ltd. All rights reserved.					Ruoff, Rodney/B-7605-2009; Dikin, Dmitriy/B-4649-2014; Nguyen, SonBinh/C-1682-2014	Nguyen, SonBinh/0000-0002-6977-3445													0008-6223	1873-3891				JUN	2007	45	7					1558	1565		10.1016/j.carbon.2007.02.034	http://dx.doi.org/10.1016/j.carbon.2007.02.034													WOS:000247743400022
J	Bussi, G; Donadio, D; Parrinello, M				Bussi, Giovanni; Donadio, Davide; Parrinello, Michele			Canonical sampling through velocity rescaling	JOURNAL OF CHEMICAL PHYSICS												The authors present a new molecular dynamics algorithm for sampling the canonical distribution. In this approach the velocities of all the particles are rescaled by a properly chosen random factor. The algorithm is formally justified and it is shown that, in spite of its stochastic nature, a quantity can still be defined that remains constant during the evolution. In numerical applications this quantity can be used to measure the accuracy of the sampling. The authors illustrate the properties of this new method on Lennard-Jones and TIP4P water models in the solid and liquid phases. Its performance is excellent and largely independent of the thermostat parameter also with regard to the dynamic properties. (c) 2007 American Institute of Physics.					Donadio, Davide/C-6971-2008; Bussi, Giovanni/A-1776-2009	Donadio, Davide/0000-0002-2150-4182; Bussi, Giovanni/0000-0001-9216-5782													0021-9606					JAN 7	2007	126	1							014101	10.1063/1.2408420	http://dx.doi.org/10.1063/1.2408420								17212484					WOS:000243380000005
J	Balandin, AA; Ghosh, S; Bao, WZ; Calizo, I; Teweldebrhan, D; Miao, F; Lau, CN				Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning			Superior thermal conductivity of single-layer graphene	NANO LETTERS												We report the measurement of the thermal conductivity of a suspended single-layer graphene. The room temperature values of the thermal conductivity in the range similar to(4.84 +/- 0.44) x 10(3) to (5.30 +/- 0.48) x 10(3) W/mK were extracted for a single-layer graphene from the dependence of the Raman G peak frequency on the excitation laser power and independently measured G peak temperature coefficient. The extremely high value of the thermal conductivity suggests that graphene can outperform carbon nanotubes in heat conduction. The superb thermal conduction property of graphene is beneficial for the proposed electronic applications and establishes graphene as an excellent material for thermal management.					Teweldebrhan, Desalegne/C-1186-2009; Calizo, Irene/B-3515-2008; Balandin, Alexander/F-9230-2011; Bao, Wenzhong/B-2453-2012; Miao, Feng/D-4321-2009	Bao, Wenzhong/0000-0002-3871-467X; Miao, Feng/0000-0002-0962-5424; Lau, Chun Ning/0000-0003-2159-6723													1530-6984	1530-6992				MAR	2008	8	3					902	907		10.1021/nl0731872	http://dx.doi.org/10.1021/nl0731872								18284217					WOS:000253947400025
