PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Han, XY; Dai, YH; Hu, M; Xiao, R; Zhang, SS; Li, J; Wang, ZQ; Hu, XF; Gu, ZH				Han, Xiaoying; Dai, Yihong; Hu, Miao; Xiao, Rong; Zhang, Shuaishuai; Li, Jin; Wang, Zhanqi; Hu, Xiufang; Gu, Zhouhang			Investigation of Multiple Pathogens in Black-Spotted <i>Dendrobium officinale</i> Based on Culture-Independent and Dependent Methods	JOURNAL OF BIOBASED MATERIALS AND BIOENERGY												Black spot disease which significantly reduces the quality of medicine plants is quite common in Dendrobium officinale fields. In this study, GXDF33, a strain of Alternaria, together with the reported pathogen Cladosporium, was isolated from symptomatic leaves. The in vitro pathogenicity tests on seedlings showed GXDF33 can cause black spot disease. Based on quantitative real-time polymerase chain reaction (qPCR) result, it was found that the biomass of both Cladosporium and Alternaria increased as the symptom went severer. According to amplicon sequencing data for the symptomatic samples from Guangxi and Zhejiang Provinces in China, Cladosporium and Alternaria were both common genera in symptomatic plants. To our knowledge, this is the first report unveiling the relationship between black spot disease of a officirrale and Ciadosportum as well as Alternaria.																			1556-6560	1556-6579				APR	2020	14	2					249	257		10.1166/jbmb.2020.1959	http://dx.doi.org/10.1166/jbmb.2020.1959													WOS:000500812900011
J	Harpale, K; Jagtap, K; Bankar, A; Dhole, S; More, M				Harpale, Kashmira; Jagtap, Krishna; Bankar, Ashok; Dhole, Sanjay; More, Mahendra			Synthesis, Characterization and Anti-Biofilm Efficacy of Polypyrrole-Zinc Oxide Composites	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												A nanocomposite of Polypyrrole (PPy) and zinc oxide (ZnO), termed as PPy-ZnO, was synthesized by two step route. In the first step, synthesis of PPy was carried out by chemical oxidative route. In the second step, the PPy-ZnO nanocomposite was synthesized under hydrothermal conditions. The as-synthesized PPy-ZnO nanocomposites were characterized using X-ray Diffraction (XRD), scanning electron microscopy (SEM), Fourier Transform Infra-red (FTIR) and Ultra violet visible (UV-vis) spectroscopy to reveal the phase, morphology, chemical and optical properties. The physical and chemical characterizations confirmed presence of both PPy and ZnO phases in the nanocomposite. In the present work, antimicrobial activity of the PPy-ZnO nanocomposite against human pathogen Y. lipolytica has been investigated. Attempts have been made to reveal the influence of PPy percentage on the antimicrobial activity. Interestingly, all PPy-ZnO nanocomposites, irrespective of PPy percentage showed 90 to 95% inhibited growth of Yarrowia lipolytica. The results obtained herein imply the potential of PPy-ZnO biofilm in inhibiting the growth of Y. lipolytica and thus preventing infections caused due to Y. lipolytica in humans.					More, Mahendra/H-8332-2013; jagtap, krishna/J-9191-2015; Harpale, Kashmira/HNJ-2624-2023	Jagtap, Krishna/0009-0004-1776-8515													1533-4880	1533-4899				APR	2020	20	4					2639	2644		10.1166/jnn.2020.17367	http://dx.doi.org/10.1166/jnn.2020.17367								31492289					WOS:000484789100085
J	Li, ZJ; Wang, XY; Tian, M; Zhang, XD; Shi, FN; Bai, B				Li, Zhi-Jie; Wang, Xiao-Yan; Tian, Ming; Zhang, Xu-Dong; Shi, Fa-Nian; Bai, Bing			Facile Synthesis and Optical Properties of Aluminum Nitride Nanowires Array	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												AlN nanowires macro-array were successfully fabricated on Si substrate by double template method and chemical vapour deposition. The research shows that AlN nanowires array with different diameter, length and coverage can be prepared by controlling the experimental conditions. The as-prepared AlN nanowires array were characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM) and transmission electron microscopy (TEM). Furthermore, the Ultraviolet absorption of AlN nanowires array as a sensors was investigated and calculated with the first principle.																			1533-4880	1533-4899				APR	2020	20	4					2598	2602		10.1166/jnn.2020.17310	http://dx.doi.org/10.1166/jnn.2020.17310								31492282					WOS:000484789100078
J	Liu, F; Duan, X; Huang, L; Li, YY; Li, KZ; Li, BH; Zhou, SP; Lu, J; Mao, BW; Zhao, YK				Liu, Feng; Duan, Xiao; Huang, Long; Li, Yunyan; Li, Kaizhong; Li, Baihui; Zhou, Shiping; Lu, Jun; Mao, Binwei; Zhao, Yunkun			Metalized Alkanedithiol Self-Assembled Monolayers (SAM) on Au Surfaces by an <i>In Situ</i> Autocatalytic Mechanism	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Here, a simple and general approach was developed for depositing metal nanoparticles on alkanedithiol self-assembled monolayers (SAMs) based on the spontaneous reduction of metal ions by the free SH sites of SAMs. By immersing the alkanedithiol SAM/Au in a corresponding metal containing solution (HAuCl4, AgNO3, H2PtCl6 and PdSO4), Au, Ag, Pt and Pd clusters, respectively, could be formed on top of the SAM/Au(111) electrode surface, which was confirmed by STM characterization. The size, morphology and coverage of clusters/islands can be tuned by modulating the immersion time, which allows for possible utilization of the metal/SAM/Au(111) in catalysis, nanoelectronics and biodetection.					duan, xiao/LHA-3116-2024														1533-4880	1533-4899				APR	2020	20	4					2324	2329		10.1166/jnn.2020.17370	http://dx.doi.org/10.1166/jnn.2020.17370								31492243					WOS:000484789100039
J	Weng, KW; Han, S				Weng, Ko-Wei; Han, Sheng			Photocatalytic Performance and Hydrophilicity of TiO<sub>2</sub> Sputtered with Tungsten Vanadium Alloy	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												In this study, TiWVOx/TiO2 thin-films were fabricated using a bipolar pulsed magnetron sputtering technique and were characterized. The results obtained using the X-ray diffraction analysis confirmed the anatase phase structure with a highly oriented TiO2 (101) plane. The surface images obtained through scanning electron microscopy revealed the uniform distribution of pebble-like or cell-like clusters with no noticeable crack formation. In this study, an increasing WV alloy pulse power was positively associated with increasing proportions of WOx and VOx in the films. The TiO2 with WV alloy sputtered at a power of 50 W was found to be more hydrophilic than TiO2 with WV alloy sputtered at 200 W, thereby exhibiting enhanced photocatalytic activity.																			1533-4880	1533-4899				APR	2020	20	4					2538	2542		10.1166/jnn.2020.17371	http://dx.doi.org/10.1166/jnn.2020.17371								31492273					WOS:000484789100069
J	Zhang, WS; Yu, NS; Li, HO; Qi, Y				Zhang, Wensi; Yu, Naisen; Li, Haiou; Qi, Yan			Ultraviolet Photoconductive Detector Based on MgO/a-GaN Heterostructure Grown by Aqueous Method	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Thin MgO nanostructure layer was grown on a-plane GaN film in this study using low temperature aqueous method. The thin MgO layer showed uniform sheet-like morphology. Meanwhile, ultraviolet (UV) photoconductive detector based on MgO/a-GaN heterostructure was fabricated by simple way. The obtained detector displayed excellent UV sensing properties. Results showed that the thin MgO nanostructure layer can effectively decrease the dark current and passivate the surface defects. The facile method will provide a new route to adopt nanostructures for applications in enhancing the performance of GaN-based UV detector.					qi, Yan/KIC-1612-2024														1533-4880	1533-4899				APR	2020	20	4					2460	2464		10.1166/jnn.2020.17334	http://dx.doi.org/10.1166/jnn.2020.17334								31492262					WOS:000484789100058
J	Farrokh, M; Alitabar, M; Gheiratmand, T				Farrokh, M.; Alitabar, M.; Gheiratmand, T.			Effect of Temperature and Anodizing Potential on the Photocatalytic Activity of TiO<sub>2</sub> Nanotubes	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												In this research, the effect of temperature and anodizing voltage on the morphology and photocatalytic activity of TiO2 nanotubes which were fabricated in the organic electrolyte containing sodium carbonate as an additive was investigated. The FESEM results indicate that by increasing temperature, the growth rate, wall thickness of nanotubes decreased and disordered nanotube was fabricated. Besides, the photocatalytic activity of nanotubes was decreased as well. Furthermore, enhancing the anodizing voltage from 30 to 50 V leads to improvement of morphology and photocatalytic activity of TiO2 nanotubes.					Mobadersani, Farrokh/AAB-6769-2022														1533-4880	1533-4899				MAR	2020	20	3					1922	1927		10.1166/jnn.2020.17133	http://dx.doi.org/10.1166/jnn.2020.17133								31492362					WOS:000484782900072
J	Garg, R; Sen, D; Sahu, A; Krishnan, M				Garg, Rohini; Sen, Debasis; Sahu, Ashok; Krishnan, Madangopal			Morphological Tuning of Nanostructured Hydroxyapatite (HAp) Porous Microgranules by Evaporation-Induced Assembly	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Porous biocompatible microgranules, such as hydroxyapatite (HAp), are potential candidates for various bio-medical applications including drug delivery and remediation. Using the principle of evaporation-induced assembly in contact free dispersion droplets, we have synthesized porous micrometric HAp granules consist of interlocked ellipsoidal nanoparticles. We have shown that the shape of the microgranules can be tuned from spherical to doughnut solely by controlling the drying temperature during assembly. The structure and interparticle correlation in the synthesized granules have been probed by electron microscopy and small-angle scattering. The observed morphological transition has been attributed to the buckling of elastic shell made of interlocked HAp nanoparticles. Alteration of granular morphology at higher drying rate does not affect the local packing fraction of the correlated HAp nanoparticles in the granules. The absorption of bovine serum albumin protein by the synthesized granules has been tested as a potential application.					Garg, Rohini/AAG-6163-2020; Sen, Debasis/K-6391-2015														1533-4880	1533-4899				MAR	2020	20	3					1631	1642		10.1166/jnn.2020.17142	http://dx.doi.org/10.1166/jnn.2020.17142								31492325					WOS:000484782900035
J	Hong, S; Han, YZ; Zhang, K; Wang, MB; Cui, NN; Du, XQ; Li, QY; Huang, YG; Jiang, F; Xie, KY				Hong, Shu; Han, Yunzhao; Zhang, Kun; Wang, Mingbo; Cui, Nana; Du, Xiaoqinq; Li, Qingyu; Huang, Youguo; Jiang, Feng; Xie, Keyu			TiO<sub>2</sub> Nanosheet-Redox Graphene Oxide/Sulphur Cathode for High-Performance Lithium-Sulphur Batteries	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Lithium-sulphur batteries are considered as some of the most potent secondary-battery systems. These batteries are expected to have extensive applications in fields requiring high-energy density. However, such applications are hindered by some serious intrinsic obstacles. Herein, TiO2 nanosheets-rGO/sulphur (TiO2 NS-rGO/S) composites were fabricated through a two-process hydrothermal method. TiO2 nanosheets served as active sites for polysulphide absorption, whereas rGO offered space for sulphur improvement and TiO2 NS-rGO/S composites. The TiO2 NS-rGO/S composite exhibited high discharge capacity of 1099 mAh.g(-1) at 0.2 C rate and retained a capacity of 690 mAh.g(-1) after 100 cycles, with high sulphur loading of 3 mg.cm(-2). The high initial specific discharge capacity and improved cyclic stability were attributed to the synergistic effects of TiO2 nanosheets and rGO. These results indicated that the simple, low-cost and scalable method provides a novel perspective on practical utilisation of lithium-sulphur batteries.					xie, keyu/F-8076-2012; JIANG, Feng/HTP-2862-2023; Li, Qingyu/AGT-0982-2022; zhang, kun/HPB-5142-2023	Li, Qingyu/0000-0003-4638-4401													1533-4880	1533-4899				MAR	2020	20	3					1715	1722		10.1166/jnn.2020.16957	http://dx.doi.org/10.1166/jnn.2020.16957								31492335					WOS:000484782900045
J	Jin, L; Ding, PX; Du, JZ; Zeng, HY; Zhu, PH; Xu, S; Shi, XK; Zhou, EG				Jin, Li; Ding, Pengxuan; Du, Jinze; Zeng, Hongyan; Zhu, Peihan; Xu, Sheng; Shi, Xiaokun; Zhou, Enguo			Mechanism and Kinetics of Dehydroxylation and Decarbonation of Mg-Fe Hydrotalcite	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Thermal behavior of hydrotalcites, which is a calcination process, is critical to prepare the metal oxide catalysts with high performances in the practical applications. In this paper, the MgFe-LDH with Mg/Fe molar ratio of 3.0 was prepared by urea method and the calcined products are obtained by calcining at different temperatures (473 K, 573 K, 673 K, 773 K, 873 K and 973 K) under a N-2 atmosphere for 4 h. The structure, morphology, texture, pyrolysis kinetics and mechanism of the MgFe-LDH were studied in detail. On one hand, based on the TG/DSC curves, Starink, Kissinger and Flynn-Wall-Ozawa (FWO) methods were used to calculate the activation energy, on the other hand, the Satava-Sestak, Achar and Malek methods were used to define the most probable reaction mechanisms of pyrolysis behavior. The results suggested that the thermal decomposition of the LDH experienced two steps, i.e., removal of the interlayer water, followed by dehydroxylation and decarbonation. Moreover the Makel method was used to define the most probable reaction mechanisms of the pyrolysis behavior.																			1533-4880	1533-4899				MAR	2020	20	3					1822	1831		10.1166/jnn.2020.16958	http://dx.doi.org/10.1166/jnn.2020.16958								31492348					WOS:000484782900058
J	Liu, Z; Zhou, W; Zeng, GL; Zhang, YL; Wu, ZB; Chen, H				Liu, Zhen; Zhou, Wei; Zeng, Guilin; Zhang, Yuling; Wu, Zebin; Chen, Han			Facile Synthesis of Tremella-Like Li<sub>3</sub>V<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>/C Composite Cathode Materials Based on Oroxylum for Use in Lithium-Ion Batteries	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY												Oroxylum as a traditional Chinese medicine, was used as a green and novel bio-template to synthesize tremella-like Li3V2(PO4)(3)/C composite (LVPC) cathode materials by adopting a facile immersion method. The microstructures were analyzed by X-ray diffraction analysis, scanning electron microscopy, and transmission electron microscopy. The electrochemical properties were investigated by galvanostatic charge-discharge experiments. The LVPC revealed specific capacity of 95 mAh center dot g(-1) at 1 C rate within potential range of 3.0-4.3 V. After 100 cycles at 0.2 C, the retention of discharge capacity was 96%. The modified electrochemical performance is mainly resulted from the distinct tremella-like structure.					Zhou, Wei/ABE-3494-2021														1533-4880	1533-4899				MAR	2020	20	3					1962	1967		10.1166/jnn.2020.17361	http://dx.doi.org/10.1166/jnn.2020.17361								31492368					WOS:000484782900078
