PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bussi, G; Donadio, D; Parrinello, M				Bussi, Giovanni; Donadio, Davide; Parrinello, Michele			Canonical sampling through velocity rescaling	JOURNAL OF CHEMICAL PHYSICS												The authors present a new molecular dynamics algorithm for sampling the canonical distribution. In this approach the velocities of all the particles are rescaled by a properly chosen random factor. The algorithm is formally justified and it is shown that, in spite of its stochastic nature, a quantity can still be defined that remains constant during the evolution. In numerical applications this quantity can be used to measure the accuracy of the sampling. The authors illustrate the properties of this new method on Lennard-Jones and TIP4P water models in the solid and liquid phases. Its performance is excellent and largely independent of the thermostat parameter also with regard to the dynamic properties. (c) 2007 American Institute of Physics.					Donadio, Davide/C-6971-2008; Bussi, Giovanni/A-1776-2009	Donadio, Davide/0000-0002-2150-4182; Bussi, Giovanni/0000-0001-9216-5782													0021-9606					JAN 7	2007	126	1							014101	10.1063/1.2408420	http://dx.doi.org/10.1063/1.2408420								17212484					WOS:000243380000005
J	Balandin, AA; Ghosh, S; Bao, WZ; Calizo, I; Teweldebrhan, D; Miao, F; Lau, CN				Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning			Superior thermal conductivity of single-layer graphene	NANO LETTERS												We report the measurement of the thermal conductivity of a suspended single-layer graphene. The room temperature values of the thermal conductivity in the range similar to(4.84 +/- 0.44) x 10(3) to (5.30 +/- 0.48) x 10(3) W/mK were extracted for a single-layer graphene from the dependence of the Raman G peak frequency on the excitation laser power and independently measured G peak temperature coefficient. The extremely high value of the thermal conductivity suggests that graphene can outperform carbon nanotubes in heat conduction. The superb thermal conduction property of graphene is beneficial for the proposed electronic applications and establishes graphene as an excellent material for thermal management.					Teweldebrhan, Desalegne/C-1186-2009; Calizo, Irene/B-3515-2008; Balandin, Alexander/F-9230-2011; Bao, Wenzhong/B-2453-2012; Miao, Feng/D-4321-2009	Bao, Wenzhong/0000-0002-3871-467X; Miao, Feng/0000-0002-0962-5424; Lau, Chun Ning/0000-0003-2159-6723													1530-6984	1530-6992				MAR	2008	8	3					902	907		10.1021/nl0731872	http://dx.doi.org/10.1021/nl0731872								18284217					WOS:000253947400025
J	Qi, XL; Zhang, SC				Qi, Xiao-Liang; Zhang, Shou-Cheng			Topological insulators and superconductors	REVIEWS OF MODERN PHYSICS												Topological insulators are new states of quantum matter which cannot be adiabatically connected to conventional insulators and semiconductors. They are characterized by a full insulating gap in the bulk and gapless edge or surface states which are protected by time-reversal symmetry. These topological materials have been theoretically predicted and experimentally observed in a variety of systems, including HgTe quantum wells, BiSb alloys, and Bi2Te3 and Bi2Se3 crystals. Theoretical models, materials properties, and experimental results on two-dimensional and three-dimensional topological insulators are reviewed, and both the topological band theory and the topological field theory are discussed. Topological superconductors have a full pairing gap in the bulk and gapless surface states consisting of Majorana fermions. The theory of topological superconductors is reviewed, in close analogy to the theory of topological insulators.					Qi, Xiaoliang/F-9245-2010; Zhang, Shou-Cheng/B-2794-2010														0034-6861	1539-0756				OCT 14	2011	83	4								10.1103/RevModPhys.83.1057	http://dx.doi.org/10.1103/RevModPhys.83.1057													WOS:000308825700001
J	Soler, JM; Artacho, E; Gale, JD; García, A; Junquera, J; Ordejón, P; Sánchez-Portal, D				Soler, JM; Artacho, E; Gale, JD; García, A; Junquera, J; Ordejón, P; Sánchez-Portal, D			The SIESTA method for <i>ab initio</i> order-<i>N</i> materials simulation	JOURNAL OF PHYSICS-CONDENSED MATTER												We have developed and implemented a selfconsistent density functional method using standard norm-conserving pseudopotentials and a flexible, numerical linear combination of atomic orbitals basis set, which includes multiple-zeta and polarization orbitals. Exchange and correlation are treated with the local spin density or generalized gradient approximations. The basis functions and the electron density are projected on a real-space grid, in order to calculate the Hartree and exchange-correlation potentials and matrix elements, with a number of operations that scales linearly with the size of the system. We use a modified energy functional, whose minimization produces orthogonal wavefunctions and the same energy and density as the Kohn-Sham energy functional, without the need for an explicit orthogonalization. Additionally, using localized Wannier-like electron wavefunctions allows the computation time and memory required to minimize the energy to also scale linearly with the size of the system. Forces and stresses are also calculated efficiently and accurately, thus allowing structural relaxation and molecular dynamics simulations.					Soler, Jose/B-6253-2008; Sanchez-Portal, Daniel/E-5858-2010; Garcia, Alberto/A-7460-2008; Gale, Julian/B-7987-2009; Artacho, Emilio/G-2616-2015; Ordejon, Pablo/D-3091-2014; Junquera, Javier/G-7224-2015	Artacho, Emilio/0000-0001-9357-1547; Ordejon, Pablo/0000-0002-2353-2793; Soler, Jose M/0000-0003-1046-7221; Garcia, Alberto/0000-0001-5138-9579; Gale, Julian/0000-0001-9587-9457; Junquera, Javier/0000-0002-9957-8982; Sanchez-Portal, Daniel/0000-0001-6860-8790													0953-8984	1361-648X				MAR 25	2002	14	11					2745	2779	PII S0953-8984(02)30737-9	10.1088/0953-8984/14/11/302	http://dx.doi.org/10.1088/0953-8984/14/11/302													WOS:000174901100003
J	Segall, MD; Lindan, PJD; Probert, MJ; Pickard, CJ; Hasnip, PJ; Clark, SJ; Payne, MC				Segall, MD; Lindan, PJD; Probert, MJ; Pickard, CJ; Hasnip, PJ; Clark, SJ; Payne, MC			First-principles simulation: ideas, illustrations and the CASTEP code	JOURNAL OF PHYSICS-CONDENSED MATTER												First-principles simulation, meaning density-functional theory calculations with plane waves and pseudopotentials, has become a prized technique in condensed-matter theory. Here I look at the basics of the suject, give a brief review of the theory, examining the strengths and weaknesses of its implementation, and illustrating some of the ways simulators approach problems through a small case study. I also discuss why and how modern software design methods have been used in writing a completely new modular version of the CASTEP code.					Pickard, Chris/D-4704-2016; Probert, Matt/A-6304-2009; Clark, Stewart/A-3462-2012; Hasnip, Philip/A-3555-2012	Clark, Stewart/0000-0003-4792-7738; Probert, Matt/0000-0002-1130-9316; Hasnip, Philip/0000-0002-4314-4093													0953-8984	1361-648X				MAR 25	2002	14	11					2717	2744	PII S0953-8984(02)32831-5	10.1088/0953-8984/14/11/301	http://dx.doi.org/10.1088/0953-8984/14/11/301													WOS:000174901100002
J	Chai, JD; Head-Gordon, M				Chai, Jeng-Da; Head-Gordon, Martin			Long-range corrected hybrid density functionals with damped atom-atom dispersion corrections	PHYSICAL CHEMISTRY CHEMICAL PHYSICS												We report re-optimization of a recently proposed long-range corrected (LC) hybrid density functional [J.-D. Chai and M. Head-Gordon, J. Chem. Phys., 2008, 128, 084106] to include empirical atom-atom dispersion corrections. The resulting functional, omega B97X-D yields satisfactory accuracy for thermochemistry, kinetics, and non-covalent interactions. Tests show that for non-covalent systems, omega B97X-D shows slight improvement over other empirical dispersion-corrected density functionals, while for covalent systems and kinetics it performs noticeably better. Relative to our previous functionals, such as omega B97X, the new functional is significantly superior for non-bonded interactions, and very similar in performance for bonded interactions.					Head-Gordon, Martin/AAR-4028-2020; Chai, Jeng-Da/C-3897-2009	Chai, Jeng-Da/0000-0002-3994-2279													1463-9076	1463-9084					2008	10	44					6615	6620		10.1039/b810189b	http://dx.doi.org/10.1039/b810189b								18989472					WOS:000260775400004
J	Stukowski, A				Stukowski, Alexander			Visualization and analysis of atomistic simulation data with OVITO-the Open Visualization Tool	MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING												The Open Visualization Tool (OVITO) is a new 3D visualization software designed for post-processing atomistic data obtained from molecular dynamics or Monte Carlo simulations. Unique analysis, editing and animations functions are integrated into its easy-to-use graphical user interface. The software is written in object-oriented C++, controllable via Python scripts and easily extendable through a plug-in interface. It is distributed as open-source software and can be downloaded from the website http://ovito.sourceforge.net/.					Stukowski, Alexander/G-9695-2017	Stukowski, Alexander/0000-0001-6750-3401													0965-0393	1361-651X				JAN	2010	18	1							015012	10.1088/0965-0393/18/1/015012	http://dx.doi.org/10.1088/0965-0393/18/1/015012													WOS:000272791800012
J	Thouin, F; Valverde-Chávez, DA; Quarti, C; Cortecchia, D; Bargigia, I; Beljonne, D; Petrozza, A; Silva, C; Kandada, ARS				Thouin, Felix; Valverde-Chavez, David A.; Quarti, Claudio; Cortecchia, Daniele; Bargigia, Ilaria; Beljonne, David; Petrozza, Annamaria; Silva, Carlos; Kandada, Ajay Ram Srimath			Phonon coherences reveal the polaronic character of excitons in two-dimensional lead halide perovskites	NATURE MATERIALS												Hybrid organic-inorganic semiconductors feature complex lattice dynamics due to the ionic character of the crystal and the softness arising from non-covalent bonds between molecular moieties and the inorganic network. Here we establish that such dynamic structural complexity in a prototypical two-dimensional lead iodide perovskite gives rise to the coexistence of diverse excitonic resonances, each with a distinct degree of polaronic character. By means of high-resolution resonant impulsive stimulated Raman spectroscopy, we identify vibrational wavepacket dynamics that evolve along different configurational coordinates for distinct excitons and photocarriers. Employing density functional theory calculations, we assign the observed coherent vibrational modes to various low-frequency (less than or similar to 50 cm(-1)) optical phonons involving motion in the lead iodide layers. We thus conclude that different excitons induce specific lattice reorganizations, which are signatures of polaronic binding. This insight into the energetic/configurational landscape involving globally neutral primary photoexcitations may be relevant to a broader class of emerging hybrid semiconductor materials.					Cortecchia, Daniele/AAK-2853-2020; Thouin, Felix/IQV-7160-2023; Petrozza, Annamaria/A-1065-2014; Kandada, Ajay/ABE-6118-2020; Silva, Carlos/B-5153-2010; quarti, claudio/O-9063-2017; Kresse, Georg/X-2531-2018	Valverde Chavez, David Alberto/0000-0001-5491-4244; quarti, claudio/0000-0002-5488-1216; Thouin, Felix/0000-0001-5357-4292; Silva Acuna, Carlos/0000-0002-3969-5271; Cortecchia, Daniele/0000-0001-8623-9191; Srimath Kandada, Ajay Ram/0000-0002-7420-1150; Bargigia, Ilaria/0000-0003-4428-7958; Kresse, Georg/0000-0001-9102-4259													1476-1122	1476-4660				APR	2019	18	4					349	+		10.1038/s41563-018-0262-7	http://dx.doi.org/10.1038/s41563-018-0262-7								30643234					WOS:000461785400012
J	Wang, XC; Maeda, K; Thomas, A; Takanabe, K; Xin, G; Carlsson, JM; Domen, K; Antonietti, M				Wang, Xinchen; Maeda, Kazuhiko; Thomas, Arne; Takanabe, Kazuhiro; Xin, Gang; Carlsson, Johan M.; Domen, Kazunari; Antonietti, Markus			A metal-free polymeric photocatalyst for hydrogen production from water under visible light	NATURE MATERIALS												The production of hydrogen from water using a catalyst and solar energy is an ideal future energy source, independent of fossil reserves. For an economical use of water and solar energy, catalysts that are sufficiently efficient, stable, inexpensive and capable of harvesting light are required. Here, we show that an abundant material, polymeric carbon nitride, can produce hydrogen from water under visible-light irradiation in the presence of a sacrificial donor. Contrary to other conducting polymer semiconductors, carbon nitride is chemically and thermally stable and does not rely on complicated device manufacturing. The results represent an important first step towards photosynthesis in general where artificial conjugated polymer semiconductors can be used as energy transducers.					DOMEN, Kazunari/D-6155-2011; Antonietti, Alessandro/K-9096-2016; wang, xin chen/D-6020-2016; Thomas, Arne/A-2178-2016; Takanabe, Kazuhiro/D-6119-2011; Maeda, Kazuhiko/F-5802-2015	wang, xin chen/0000-0002-2490-3568; Thomas, Arne/0000-0002-2130-4930; Antonietti, Markus/0000-0002-8395-7558; Carlsson, Johan M./0000-0002-1596-0923; Takanabe, Kazuhiro/0000-0001-5374-9451; Maeda, Kazuhiko/0000-0001-7245-8318													1476-1122					JAN	2009	8	1					76	80		10.1038/NMAT2317	http://dx.doi.org/10.1038/NMAT2317								18997776					WOS:000261866700023
J	Pendry, JB				Pendry, JB			Negative refraction makes a perfect lens	PHYSICAL REVIEW LETTERS												With a conventional lens sharpness of the image is always limited by the wavelength of light. An unconventional alternative to a lens, a slab of negative refractive index material, has the power to focus all Fourier components of a 2D image, even those that do not propagate in a radiative manner. Such "superlenses" can be realized in the microwave band with current technology. Our simulations show that a version of the lens operating at the frequency of visible light can be realized in the form of a thin slab of silver. This optical version resolves objects only a few nanometers across.						Pendry, John/0000-0001-5145-5441; Sanchez-Fernandez, Gregorio Esteban/0000-0002-6059-7182													0031-9007					OCT 30	2000	85	18					3966	3969		10.1103/PhysRevLett.85.3966	http://dx.doi.org/10.1103/PhysRevLett.85.3966								11041972					WOS:000090146300056
J	Mak, KF; Lee, C; Hone, J; Shan, J; Heinz, TF				Mak, Kin Fai; Lee, Changgu; Hone, James; Shan, Jie; Heinz, Tony F.			Atomically Thin MoS<sub>2</sub>: A New Direct-Gap Semiconductor	PHYSICAL REVIEW LETTERS												The electronic properties of ultrathin crystals of molybdenum disulfide consisting of N = 1, 2, ..., 6 S-Mo-S monolayers have been investigated by optical spectroscopy. Through characterization by absorption, photoluminescence, and photoconductivity spectroscopy, we trace the effect of quantum confinement on the material's electronic structure. With decreasing thickness, the indirect band gap, which lies below the direct gap in the bulk material, shifts upwards in energy by more than 0.6 eV. This leads to a crossover to a direct-gap material in the limit of the single monolayer. Unlike the bulk material, the MoS2 monolayer emits light strongly. The freestanding monolayer exhibits an increase in luminescence quantum efficiency by more than a factor of 10(4) compared with the bulk material.					Hone, James/E-1879-2011; Mak, Kin/E-9004-2015; Heinz, Tony F./K-7797-2015	Heinz, Tony F./0000-0003-1365-9464													0031-9007	1079-7114				SEP 24	2010	105	13							136805	10.1103/PhysRevLett.105.136805	http://dx.doi.org/10.1103/PhysRevLett.105.136805								21230799					WOS:000282136900010
J	Delley, B				Delley, B			From molecules to solids with the DMol<SUP>3</SUP> approach	JOURNAL OF CHEMICAL PHYSICS												Recent extensions of the DMol(3) local orbital density functional method for band structure calculations of insulating and metallic solids are described. Furthermore the method for calculating semilocal pseudopotential matrix elements and basis functions are detailed together with other unpublished parts of the methodology pertaining to gradient functionals and local orbital basis sets. The method is applied to calculations of the enthalpy of formation of a set of molecules and solids. We find that the present numerical localized basis sets yield improved results as compared to previous results for the same functionals. Enthalpies for the formation of H, N, O, F, Cl, and C, Si, S atoms from the thermodynamic reference states are calculated at the same level of theory. It is found that the performance in predicting molecular enthalpies of formation is markedly improved for the Perdew-Burke-Ernzerhof [Phys. Rev. Lett. 77, 3865 (1996)] functional. (C) 2000 American Institute of Physics. [S0021-9606(00)30342-7].					Delley, Bernard/E-1336-2014														0021-9606	1089-7690				NOV 8	2000	113	18					7756	7764	PII [S0021-9606(00)30342-7]	10.1063/1.1316015	http://dx.doi.org/10.1063/1.1316015													WOS:000090151400006
