Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32
J,"Yang, L; Powell, DR; Houser, RP","Structural variation in copper(I) complexes with pyridylmethylamide ligands:: structural analysis with a new four-coordinate geometry index, τ<sub>4</sub>","Four Cu(I) complexes were synthesized with a family of pyridylmethylamide ligands, HLR [HLR = N-(2-pyridylmethyl)acetamide, R = null; 2,2-dimethyl-N-(2-pyridylmethyl) propionamide, R = Me-3; 2,2,2-triphenyl-N-(2-pyridylmethyl) acetamide, R = Ph-3)]. Complexes 1-3 were synthesized from the respective ligand and [Cu(CH3CN)(4)] PF6 in a 2 : 1 molar ratio: [Cu(HL)(2)] PF6 (1), [Cu-2( HLMe3)(4)](PF6)(2) (2), [Cu(HLPh3)(2)]PF6 (3). Complex 4, [Cu(HL)(CH3CN)(PPh3)]PF6, was synthesized from the reaction of HL with [Cu(CH3CN)(4)]PF6 and PPh3 in a 1: 1:1 molar ratio. X-Ray crystal structures reveal that complexes 1, 3 and 4 are mononuclear Cu(I) species, while complex 2 is a Cu(I) dimer. The copper ions are four-coordinate with geometries ranging from distorted tetrahedral to seesaw in 1, 2, and 4. Complexes 1 and 2 are very air sensitive and they display similar electrochemical properties. The coordination geometry of complex 3 is nearly linear, two-coordinate. Complex 3 is exceptionally stable with respect to oxidation in the air, and its cyclic voltammetry shows no oxidation wave in the range of 0 - 1.5 V. The unusual inertness of complex 3 towards oxidation is attributed to the protection from bulky triphenyl substituent of the HLPh3 ligand. A new geometric parameter for four-coordinate compounds, tau(4), is proposed as an improved, simple metric for quantitatively evaluating the geometry of four-coordinate complexes and compounds.",10.1039/b617136b,10,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,
J,"Chung, SY; Bloking, JT; Chiang, YM",Electronically conductive phospho-olivines as lithium storage electrodes,"Lithium transition metal phosphates have become of great interest as storage cathodes for rechargeable lithium batteries because of their high energy density, low raw materials cost, environmental friendliness and safety. Their key limitation has been extremely low electronic conductivity, until now believedto be intrinsic to this family of compounds. Here we show that controlled cation non-stoichiometry combined with solid-solution doping by metals supervalent to Li+ increases the electronic conductivity of LiFePO4 by a factor of similar to10(8). The resulting materials show near-theoretical energy density at low charge/discharge rates, and retain significant capacity with little polarization at rates as high as 6,000 mA g(-1). In a conventional cell design, they may allow development of lithium batteries with the highest power density yet.",10.1038/nmat732,11,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,
J,"Bogani, L; Wernsdorfer, W",Molecular spintronics using single-molecule magnets,"A revolution in electronics is in view, with the contemporary evolution of the two novel disciplines of spintronics and molecular electronics. A fundamental link between these two fields can be established using molecular magnetic materials and, in particular, single-molecule magnets. Here, we review the first progress in the resulting field, molecular spintronics, which will enable the manipulation of spin and charges in electronic devices containing one or more molecules. We discuss the advantages over more conventional materials, and the potential applications in information storage and processing. We also outline current challenges in the field, and propose convenient schemes to overcome them.",10.1038/nmat2133,12,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,
J,"Xie, JF; Zhang, H; Li, S; Wang, RX; Sun, X; Zhou, M; Zhou, JF; Lou, XW; Xie, Y",Defect-Rich MoS<sub>2</sub> Ultrathin Nanosheets with Additional Active Edge Sites for Enhanced Electrocatalytic Hydrogen Evolution,"Defect-rich MoS2 ultrathin nanosheets are synthesized on a gram scale for electrocatalytic hydrogen evolution. The novel defect-rich structure introduces additional active edge sites into the MoS2 ultrathin nanosheets, which significantly improves their electrocatalytic performance. Low onset overpotential and small Tafel slope, along with large cathodic current density and excellent durability, are all achieved for the novel hydrogen-evolution-reaction electrocatalyst.",10.1002/adma.201302685,13,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,
J,"Trotochaud, L; Young, SL; Ranney, JK; Boettcher, SW",Nickel-Iron Oxyhydroxide Oxygen-Evolution Electrocatalysts: The Role of Intentional and Incidental Iron Incorporation,"Fe plays a critical, but not yet understood, role in enhancing the activity of the Ni-based oxygen evolution reaction (OER) electrocatalysts. We report electrochemical, in situ electrical, photoelectron spectroscopy, and X-ray diffraction measurements on Ni1-xFex(OH)(2)/Ni1-xFexOOH thin films to investigate the changes in electronic properties, OER activity, and structure as a result of Fe inclusion. We developed a simple method for purification of KOH electrolyte that uses precipitated bulk Ni(OH)(2) to absorb Fe impurities. Cyclic voltammetry on rigorously Fe-free Ni(OH)(2)/NiOOH reveals new Ni redox features and no significant OER current until >400 mV overpotential, different from previous reports which were likely affected by Fe impurities. We show through controlled crystallization that beta-NiOOH is less active for OER than the disordered gamma-NiOOH starting material and that previous reports of increased activity for beta-NiOOH are due to incorporation of Fe-impurities during the crystallization process. Through-film in situ conductivity measurements show a >30-fold increase in film conductivity with Fe addition, but this change in conductivity is not sufficient to explain the observed changes in activity. Measurements of activity as a function of film thickness on Au and glassy carbon substrates are consistent with the hypothesis that Fe exerts a partial-charge-transfer activation effect on Ni, similar to that observed for noble-metal electrode surfaces. These results have significant implications for the design and study of Ni1-xFexOOH OER electrocatalysts, which are the fastest measured OER catalysts under basic conditions.",10.1021/ja502379c,14,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,
J,"Henkelman, G; Jónsson, H",Improved tangent estimate in the nudged elastic band method for finding minimum energy paths and saddle points,"An improved way of estimating the local tangent in the nudged elastic band method for finding minimum energy paths is presented. In systems where the force along the minimum energy path is large compared to the restoring force perpendicular to the path and when many images of the system are included in the elastic band, kinks can develop and prevent the band from converging to the minimum energy path. We show how the kinks arise and present an improved way of estimating the local tangent which solves the problem. The task of finding an accurate energy and configuration for the saddle point is also discussed and examples given where a complementary method, the dimer method, is used to efficiently converge to the saddle point. Both methods only require the first derivative of the energy and can, therefore, easily be applied in plane wave based density-functional theory calculations. Examples are given from studies of the exchange diffusion mechanism in a Si crystal, Al addimer formation on the Al(100) surface, and dissociative adsorption of CH4 on an Ir(111) surface. (C) 2000 American Institute of Physics. [S0021-9606(00)70546-0].",10.1063/1.1323224,15,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,,
J,"Im, JH; Lee, CR; Lee, JW; Park, SW; Park, NG",6.5% efficient perovskite quantum-dot-sensitized solar cell,"Highly efficient quantum-dot-sensitized solar cell is fabricated using ca. 2-3 nm sized perovskite (CH(3)NH(3))PbI(3) nanocrystal. Spin-coating of the equimolar mixture of CH(3)NH(3)I and PbI(2) in gamma-butyrolactone solution (perovskite precursor solution) leads to (CH(3)NH(3))PbI(3) quantum dots (QDs) on nanocrystalline TiO(2) surface. By electrochemical junction with iodide/iodine based redox electrolyte, perovskite QD-sensitized 3.6 mu m-thick TiO(2) film shows maximum external quantum efficiency (EQE) of 78.6% at 530 nm and solar-to-electrical conversion efficiency of 6.54% at AM 1.5G 1 sun intensity (100 mW cm(-2)), which is by far the highest efficiency among the reported inorganic quantum dot sensitizers.",10.1039/c1nr10867k,16,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,
J,"Xing, GC; Mathews, N; Lim, SS; Yantara, N; Liu, XF; Sabba, D; Grätzel, M; Mhaisalkar, S; Sum, TC",Low-temperature solution-processed wavelength-tunable perovskites for lasing,"Low-temperature solution-processed materials that show optical gain and can be embedded into a wide range of cavity resonators are attractive for the realization of on-chip coherent light sources. Organic semiconductors and colloidal quantum dots are considered the main candidates for this application. However, stumbling blocks in organic lasing(1-4) include intrinsic losses from bimolecular annihilation and the conflicting requirements of high charge carrier mobility and large stimulated emission; whereas challenges pertaining to Auger losses and charge transport in quantum dots(5-7) still remain. Herein, we reveal that solution-processed organic-inorganic halide perovskites (CH3NH3PbX3 where X = Cl, Br, I), which demonstrated huge potential in photovoltaics(8-11), also have promising optical gain. Their ultra-stable amplified spontaneous emission at strikingly low thresholds stems from their large absorption coeffcients, ultralow bulk defect densities and slow Auger recombination. Straightforward visible spectral tunability (390-790 nm) is demonstrated. Importantly, in view of their balanced ambipolar charge transport characteristics(8), these materials may show electrically driven lasing.",10.1038/NMAT3911,17,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
J,"Schuchardt, KL; Didier, BT; Elsethagen, T; Sun, LS; Gurumoorthi, V; Chase, J; Li, J; Windus, TL",Basis set exchange: A community database for computational sciences,"Basis sets are some of the most important input data for computational models in the chemistry, materials, biology, and other science domains that utilize computational quantum mechanics methods. Providing a shared, Web-accessible environment where researchers can not only download basis sets in their required format but browse the data, contribute new basis sets, and ultimately curate and manage the data as a community will facilitate growth of this resource and encourage sharing both data and knowledge. We describe the Basis Set Exchange ( BSE), a Web portal that provides advanced browsing and download capabilities, facilities for contributing basis set data, and an environment that incorporates tools to foster development and interaction of communities. The BSE leverages and enables continued development of the basis set library originally assembled at the Environmental Molecular Sciences Laboratory.",10.1021/ci600510j,18,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,
J,"Grimme, S",Semiempirical hybrid density functional with perturbative second-order correlation,"A new hybrid density functional for general chemistry applications is proposed. It is based on a mixing of standard generalized gradient approximations (GGAs) for exchange by Becke (B) and for correlation by Lee, Yang, and Parr (LYP) with Hartree-Fock (HF) exchange and a perturbative second-order correlation part (PT2) that is obtained from the Kohn-Sham (GGA) orbitals and eigenvalues. This virtual orbital-dependent functional contains only two global parameters that describe the mixture of HF and GGA exchange (a(x)) and of the PT2 and GGA correlation (c), respectively. The parameters are obtained in a least-squares-fit procedure to the G2/97 set of heat of formations. Opposed to conventional hybrid functionals, the optimum a(x) is found to be quite large (53% with c=27%) which at least in part explains the success for many problematic molecular systems compared to conventional approaches. The performance of the new functional termed B2-PLYP is assessed by the G2/97 standard benchmark set, a second test suite of atoms, molecules, and reactions that are considered as electronically very difficult (including transition-metal compounds, weakly bonded complexes, and reaction barriers) and comparisons with other hybrid functionals of GGA and meta-GGA types. According to many realistic tests, B2-PLYP can be regarded as the best general purpose density functional for molecules (e.g., a mean absolute deviation for the two test sets of only 1.8 and 3.2 kcal/mol compared to about 3 and 5 kcal/mol, respectively, for the best other density functionals). Very importantly, also the maximum and minium errors (outliers) are strongly reduced (by about 10-20 kcal/mol). Furthermore, very good results are obtained for transition state barriers but unlike previous attempts at such a good description, this definitely comes not at the expense of equilibrium properties. Preliminary calculations of the equilibrium bond lengths and harmonic vibrational frequencies for diatomic molecules and transition-metal complexes also show very promising results. The uniformity with which B2-PLYP improves for a wide range of chemical systems emphasizes the need of (virtual) orbital-dependent terms that describe nonlocal electron correlation in accurate exchange-correlation functionals. From a practical point of view, the new functional seems to be very robust and it is thus suggested as an efficient quantum chemical method of general purpose.",10.1063/1.2148954,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Li, XS; Zhu, YW; Cai, WW; Borysiak, M; Han, BY; Chen, D; Piner, RD; Colombo, L; Ruoff, RS",Transfer of Large-Area Graphene Films for High-Performance Transparent Conductive Electrodes,"Graphene, a two-dimensional monolayer of sp(2)-bonded carbon atoms, has been attracting great interest due to its unique transport properties. One of the promising applications of graphene is as a transparent conductive electrode owing to its high optical transmittance and conductivity. In this paper, we report on an improved transfer process of large-area graphene grown on Cu foils by chemical vapor deposition. The transferred graphene films have high electrical conductivity and high optical transmittance that make them suitable for transparent conductive electrode applications. The improved transfer processes will also be of great value for the fabrication of electronic devices such as field effect transistor and bilayer pseudospin field effect transistor devices.",10.1021/nl902623y,20,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,,
J,"Wei, DC; Liu, YQ; Wang, Y; Zhang, HL; Huang, LP; Yu, G",Synthesis of N-Doped Graphene by Chemical Vapor Deposition and Its Electrical Properties,"To realize graphene-based electronics, various types of graphene are required; thus, modulation of its electrical properties is of great importance. Theoretic studies show that intentional doping is a promising route for this goal, and the doped graphene might promise fascinating properties and widespread applications. However, there is no experimental example and electrical testing of the substitutionally doped graphene up to date. Here, we synthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We find that most of them are few-layer graphene, although single-layer graphene can be occasionally detected. As doping accompanies with the recombination of carbon atoms into graphene in the CVD process, N atoms can be substitutionally doped into the graphene lattice, which is hard to realize by other synthetic methods. Electrical measurements show that the N-doped graphene exhibits an n-type behavior, indicating substitutional doping can effectively modulate the electrical properties of graphene. Our finding provides a new experimental instance of graphene and would promote the research and applications of graphene.",10.1021/nl803279t,21,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,,
J,"Greeley, J; Stephens, IEL; Bondarenko, AS; Johansson, TP; Hansen, HA; Jaramillo, TF; Rossmeisl, J; Chorkendorff, I; Norskov, JK",Alloys of platinum and early transition metals as oxygen reduction electrocatalysts,"The widespread use of low-temperature polymer electrolyte membrane fuel cells for mobile applications will require significant reductions in the amount of expensive Pt contained within their cathodes, which drive the oxygen reduction reaction (ORR). Although progress has been made in this respect, further reductions through the development of more active and stable electrocatalysts are still necessary. Here we describe a new set of ORR electrocatalysts consisting of Pd or Pt alloyed with early transition metals such as Sc or Y. They were identified using density functional theory calculations as being the most stable Pt- and Pd-based binary alloys with ORR activity likely to be better than Pt. Electrochemical measurements show that the activity of polycrystalline Pt(3)Sc and Pt(3)Y electrodes is enhanced relative to pure Pt by a factor of 1.5-1.8 and 6-10, respectively, in the range 0.9-0.87 V.",10.1038/NCHEM.367,22,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,,
J,"Lamansky, S; Djurovich, P; Murphy, D; Abdel-Razzaq, F; Lee, HE; Adachi, C; Burrows, PE; Forrest, SR; Thompson, ME","Highly phosphorescent bis-cyclometalated iridium complexes: Synthesis, photophysical characterization, and use in organic light emitting diodes","The synthesis and photophysical study of a family of cyclometalated iridium(III) complexes are reported. The iridium complexes have two cyclometalated ((CN)-N-boolean AND) ligands and a single monoanionic, bidentate ancillary ligand (LX). i.e., (CN2Ir)-N-boolean AND(LX). The (CN)-N-boolean AND ligands can be any of a wide variety of organometallic ligands. The LX ligands used for this study were all beta -diketonates, with the major emphasis placed On acetylacetonate (acac) complexes. The majority of the (CN2Ir)-N-boolean AND(acac) complexes phosphoresce with high quantum efficiencies (solution quantum yields, 0.1-0.6), and microsecond lifetimes (e.g., 1-14 mus). The strongly allowed phosphorescence in these complexes is the result of significant spin-orbit coupling of the Ir center, The lowest energy (emissive) excited state in these (CN2Ir)-N-boolean AND(acac) complexes is a mixture of (MLCT)-M-3 and (3)(pi-pi*) states. By choosing the appropriate (CN)-N-boolean AND ligand, (CN2Ir)-N-boolean AND(acac) complexes can be prepared which emit in any color from green to red. Simple, systematic changes in the (CN)-N-boolean AND ligands, which lead to bathochromic shifts of the free ligands, lead to similar bathochromic shifts in the Ir complexes of the same ligands, consistent with ""(CN2)-N-boolean AND-Ir""-centered emission. Three of the (CN2Ir)-N-boolean AND(acac) complexes were used as dopants for organic light emitting diodes (OLEDs). The three Ir complexes, i.e., bis(2-phenylpyridinato-N,C-2')iridium(acetylacetonate) [ppy(2)Ir(acac)], bis(2-phenyl benzothiozolato-N,C-2')iridium(acetylacetonate) [bt(2)Ir(acac)], and bis(2-(2'-benzothienyl)-pyridinato-N,C-3')iridium(acetylacetonate) [btp(2)Ir(acac)], were doped into the emissive region of multilayer, vapor-deposited OLEDs. The ppy(2)Ir(acac)-, bt(2)Ir(acac)-, and btp(2)Ir(acac)-based OLEDs give green, yellow, and red electroluminescence, respectively, with very similar current-voltage characteristics. The OLEDs give high external quantum efficiencies, ranging from 6 to 12.3%, with the ppy(2)Ir(acac) giving the highest efficiency (12.3%, 38 lm/W, > 50 Cd/A). The btp(2)Ir(acac)-based device gives saturated red emission with a quantum efficiency of 6.5% and a luminance efficiency of 2.2 lm/W. These (CN2Ir)-N-boolean AND(acac)-doped OLEDs show some of the highest efficiencies reported for organic light emitting diodes. The high efficiencies result from efficient trapping and radiative relaxation of the singlet and triplet excitons formed in the electroluminescent process.",10.1021/ja003693s,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Dresselhaus, MS; Jorio, A; Hofmann, M; Dresselhaus, G; Saito, R",Perspectives on Carbon Nanotubes and Graphene Raman Spectroscopy,Raman spectroscopy is here shown to provide a powerful tool to differentiate between two different sp(2) carbon nanostructures (carbon nanotubes and graphene) which have many properties in common and others that differ. Emphasis is given to the richness of both carbon nanostructures as prototype examples of nanostructured materials. A glimpse toward future developments in this held is presented.,10.1021/nl904286r,24,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,,
J,"Peng, ZA; Peng, XG","Formation of high-quality CdTe, CdSe, and CdS nanocrystals using CdO as precursor",,10.1021/ja003633m,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Yoo, E; Kim, J; Hosono, E; Zhou, H; Kudo, T; Honma, I",Large reversible Li storage of graphene nanosheet families for use in rechargeable lithium ion batteries,"The lithium storage properties of graphene nanosheet (GNS) materials as high capacity anode materials for rechargeable lithium secondary batteries (LIB) were investigated. Graphite is a practical anode material used for LIB, because of its capability for reversible lithium ion intercalation in the layered crystals, and the structural similarities of GNS to graphite may provide another type of intercalation anode compound. While the accommodation of lithium in these layered compounds is influenced by the layer spacing between the graphene nanosheets, control of the intergraphene sheet distance through interacting molecules such as carbon nanotubes (CNT) or fullerenes (C-60) might be crucial for enhancement of the storage capacity. The specific capacity of GNS was found to be 540 mAh/g, which is much larger than that of graphite, and this was increased up to 730 mAh/g and 784 mAh/g, respectively, by the incorporation of macromolecules of CNT and C-60 to the GNS.",10.1021/nl800957b,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Huang, MH; Wu, YY; Feick, H; Tran, N; Weber, E; Yang, PD",Catalytic growth of zinc oxide nanowires by vapor transport,,10.1002/1521-4095(200101)13:2<113::AID-ADMA113>3.0.CO;2-H,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
