ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33,rule34
10,"Isolated growth hormone deficiency (IGHD) is the most common pituitary hormone deficiency and can result from congenital or acquired causes. Among the known factors, genetic mutations in human growth hormone (hGH) remain the most frequent cause of IGHD, which influence the binding of hGH to its cognate receptor (hGHbp). Although previous studies have systematically investigated the residue importance at hGH-hGHbp complex interface, the molecular role of IGHD-associated residue mutations in the complex function still remains largely unexplored. Here, a total of 21 known hGH naturally-occurring missence mutations that have been clinically observed to be involved in IGHD disorder are collected and confirmed by original literature; they effects on the conformation, energetics and dynamics of hGH-hGHbp recognition and interaction are dissected at molecular level by using atomistic dynamics simulations, binding energy calculations and fluorescence spectroscopy assays. A systematic profile of hGH-hGHbp binding response to these clinical missence mutations is created, based on which it is revealed that (i) most mutations have appreciably unfavorable effect on the binding, which potentially destabilize the complex interaction, while only very few are predicted as moderate stabilizers for the complex system, and (ii) these disease-related mutations can locate either at complex interface or in hGH protein interior far away from the interface; both can influence the complex binding through either direct interaction or indirect allostericity. Two mutations, ElOOK (non-interface) and G146R (interface), are identified to address potent destabilization effect on hGH-hGHbp complex system; they can reduce the complex binding affinity by 8-fold (K-d changes from 0.76 to 5.9 nM) and 46-fold (K-d changes from 0.76 to 34.7 nM), respectively. (C) 2019 Elsevier Inc. All rights reserved.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,
11,"We carried out surveys on the use of Cordia nodosa Lam. in the jungles of Bobonaza (Ecuador). We documented this knowledge to prevent its loss under the Framework of the Convention on Biological Diversity and the Nagoya Protocol. We conducted bibliographic research and identified quercetrin as a significant bioactive molecule. We studied its in silico biological activity. The selected methodology was virtual docking experiments with the proteins responsible for the venomous action of snakes. The molecular structures of quercetrin and 21 selected toxins underwent corresponding tests with SwissDock and Chimera software. The results point to support its antiophidic use. They show reasonable geometries and a binding free energy of -7 to -10.03 kcal/mol. The most favorable values were obtained for the venom of the Asian snake Naja atra (5Z2G, -10.03 kcal/mol). Good results were also obtained from the venom of the Latin American Bothrops pirajai (3CYL, -9.71 kcal/mol) and that of Ecuadorian Bothrops asper snakes (5TFV, -9.47 kcal/mol) and Bothrops atrox (5TS5, -9.49 kcal/mol). In the 5Z2G and 5TS5 L-amino acid oxidases, quercetrin binds in a pocket adjacent to the FAD cofactor, while in the myotoxic homologues of PLA2, 3CYL and 5TFV, it joins in the hydrophobic channel formed when oligomerizing, in the first one similar to alpha -tocopherol. This study presents a case demonstration of the potential of bioinformatic tools in the validation process of ethnobotanical phytopharmaceuticals and how in silico methods are becoming increasingly useful for sustainable drug discovery.",yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
12,"Next-generation sequencing (NGS) technologies have revolutionized biological research by generating genomic data that were once unaffordable by traditional first-generation sequencing technologies. These sequencing methodologies provide an opportunity for in-depth analyses of host and pathogen genomes as they are able to sequence millions of templates at a time. However, these large datasets can only be efficiently explored using bioinformatics analyses requiring huge data storage and computational resources adapted for high-performance processing. High-performance computing allows for efficient handling of large data and tasks that may require multi-threading and prolonged computational times, which is not feasible with ordinary computers. However, high-performance computing resources are costly and therefore not always readily available in low-income settings. We describe the establishment of an affordable high-performance computing bioinformatics cluster consisting of 3 nodes, constructed using ordinary desktop computers and open-source software including Linux Fedora, SLURM Workload Manager, and the Conda package manager. For the analysis of large antibody sequence datasets and for complex viral phylodynamic analyses, the cluster out-performed desktop computers. This has demonstrated that it is possible to construct high-performance computing capacity capable of analyzing large NGS data from relatively low-cost hardware and entirely free (open-source) software, even in resource-limited settings. Such a cluster design has broad utility beyond bioinformatics to other studies that require high-performance computing.",yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
13,"The protein sequence-structure gap results from the contrast between rapid, low-cost deep sequencing, and slow, expensive experimental structure determination techniques. Comparative homology modelling may have the potential to close this gap by predicting protein structure in target sequences using existing experimentally solved structures as templates. This paper presents the first use of force-directed graphs for the visualization of sequence space in two dimensions, and applies them to the choice of suitable RNA-dependent RNA polymerase (RdRP) target-template pairs within human-infective RNA virus genera. Measures of centrality in protein sequence space for each genus were also derived and used to identify centroid nearest-neighbour sequences (CNNs) potentially useful for production of homology models most representative of their genera. Homology modelling was then carried out for target template pairs in different species, different genera and different families, and model quality assessed using several metrics. Reconstructed ancestral RdRP sequences for individual genera were also used as templates for the production of ancestral RdRP homology models. High quality ancestral RdRP models were consistently produced, as were good quality models for target-template pairs in the same genus. Homology modelling between genera in the same family produced mixed results and inter-family modelling was unreliable. We present a protocol for the production of optimal RdRP homology models for use in further experiments, e.g. docking to discover novel anti-viral compounds. (219 words) (C) 2019 Elsevier Inc. All rights reserved.",yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
14,"Understanding the physical arrangement of subunits within protein complexes potentially provides valuable clues about how the subunits work together and how the complexes function. The majority of recent research focuses on identifying protein complexes as a whole and seldom studies the inner structures within complexes. In this study, we propose a computational framework to predict direct contacts and substructures within protein complexes. In this framework, we first train a supervised learning model of l(2)-regularized logistic regression to learn the patterns of direct and indirect interactions within complexes, from where physical subunit interaction networks are predicted. Then, to infer substructures within complexes, we apply a graph clustering method (i.e., maximum modularity clustering (MMC)) and a gene ontology (GO) semantic similarity based functional clustering on partially- and fully-connected networks, respectively. Computational results show that the proposed framework achieves fairly good performance of cross validation and independent test in terms of detecting direct contacts between subunits. Functional analyses further demonstrate the rationality of partitioning the subunits into substructures via the MMC algorithm and functional clustering.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,
15,"If the A-form helix is the major structural motif found in RNA, the loops that cap them constitute the second most important family of motifs. Among those, two are overrepresented, GNRA and UNCG tetraloops. Recent surveys of RNA structures deposited in the PDB show that GNRA and UNCG tetraloops can adopt tertiary folds that are very different from their canonical conformations, characterized by the presence of a U-turn of a Z-turn, respectively. Crystallographic data from both a lariat-capping (LC) ribozyme and a group II intron ribozyme reveal that a given UUCG tetraloop can adopt a distinct fold depending on its structural environment. Specifically, when the crystal packing applies relaxed constraints on the loop, the canonical Z-turn conformation is observed. In contrast, a highly packed environment induces ""squashing"" of the tetraloop by distorting its sugar-phosphate backbone in a specific way that expels the first and fourth nucleobases out of the loop, and falls in van der Waals distance of the last base pair of the helix, taking the place of the pair formed between the first and fourth residues in Z-turn loops. The biological relevance of our observations is supported by the presence of similarly deformed loops in the highly packed environment of the ribosome and in a complex between a dsRNA and a RNase III. The finding that Z-turn loops change conformation under higher molecular packing suggests that, in addition to their demonstrated role in stabilizing RNA folding, they may contribute to the three-dimensional structure of RNA by mediating tertiary interactions with distal residues.",yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
16,"The raccoon-associated variant of rabies virus (RRV) is enzootic throughout the eastern seaboard of the United States with frequent incursions into Canada. Many wildlife management agencies are actively engaged in control programmes targeting elimination of this disease and rapid identification of raccoon rabies cases is crucial to the success of these operations. This report documents the development of a reverse transcriptase real-time PCR (RT-qPCR) that specifically identifies this rabies virus variant (RRV RT-qPCR) and which can be readily multiplexed with a generic rabies virus RT-qPCR for use as a typing tool. Using a large collection of rabies virus samples representative of the variants circulating around the world, but with a focus on those occurring in the Americas, the RRV RT-qPCR was 100% sensitive and 99.31% specific. To further apply these assays for diagnostic purposes, addition of an RT-qPCR targeting the host beta-actin mRNA, which serves as an internal amplification control, in a triplex format was shown to yield highly comparable results using a subset of our viral collection. Use of these assays for early and accurate identification of this viral variant will help to optimize the utilization of resources required for control of this disease.",yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,
17,"In this perspective, we discuss non-experts' beliefs about the complex and 'messy' problem of antibiotic resistance (ABR). First, we explain what we mean by complex and messy problems and why ABR fits that description. We then suggest that the attitudes of non-experts are particularly relevant to these problems. This gives rise to social epistemic risks; risks that involve the collective and social aspects of the formation of epistemic attitudes. Steering these epistemic attitudes as a way of handling these risks can take the form of creating what we call 'epistemic architecture'. That is, a planned design of the structure within which the formation of epistemic attitudes takes place. This entails risks of its own, which leads us to conclude that there is an important responsibility for experts to take these social epistemic risks into account when communicating on messy problems, such as ABR.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,,
18,"Standard secondary structure elements such as alpha-helices or beta-sheets, are characterized by repeating backbone torsion angles (phi,psi) at the single residue level. Two-residue motifs of the type (phi,psi)(2) are also observed in nonlinear conformations, mainly turns. Taking these observations a step further, it can be argued that there is no a priori reason why the presence of higher order periodicities can not be envisioned in protein structures, such as, for example, periodic transitions between successive residues of the type ( horizontal ellipsis -alpha-beta-alpha-beta-alpha- horizontal ellipsis ), or ( horizontal ellipsis -beta-alpha(L)-beta-alpha(L)-beta- horizontal ellipsis ), or ( horizontal ellipsis -alpha-beta-alpha(L)-alpha-beta-alpha(L)- horizontal ellipsis ), and so forth, where the symbols (alpha,beta,alpha(L)) refer to the established Ramachandran-based residue conformations. From all such possible higher order periodicities, here we examine the deposited (with the PDB) protein structures for the presence of short-range periodical conformations comprising five consecutive residues alternating between two (and only two) distinct Ramachandran regions, for example, conformations of the type (alpha-beta-alpha-beta-alpha) or (beta-alpha(L)-beta-alpha(L)-beta), and so forth. Using a probabilistic approach, we have located several thousands of such peptapeptides, and these were clustered and analyzed in terms of their structural characteristics, their sequences, and their putative functional correlations using a gene ontology-based approach. We show that such nonstandard short-range periodicities are present in a large and functionally diverse sample of proteins, and can be grouped into two structurally conserved major types. Examination of the structural context in which these peptapeptides are observed gave no conclusive evidence for the presence of a persistent structural or functional role of these higher order periodic conformations.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,
19,"Seed coat is the tissue which establishes an interface between the seed inner tissues and external environment. Our group has shown that cowpea seed coat undergoes coordinated events of programmed cell death (PCD) during development. In relation to germinating seed coats, little is known on PCD events. The goal here was to investigate the biochemical aspects of germinating soybean seed coat, focusing on proteolytic activities related to PCD. In gel and in solution activity profiles of quiescent and germinating seed coat extracts revealed a complex pattern of caspase- and metacaspase-like cysteine protease activities. Trypsin inhibitor and reserve proteins were revealed as potential substrates for these proteases. A pancaspase inhibitor (z-VAD-CHO) affected the radicle length of seeds germinated under its presence. Ultrastructural analysis showed the absence of cell organelles in all seed coat layers after imbibition, while oligonucleosome fragments peaked at 72 h after imbibition (HAI). Altogether, the data suggest the presence of biochemical PCD hallmarks in germinating soybean seed coat and point to the involvement of the detected protease activities in processes such as reserve protein mobilization and weakening of seed coat.",yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,
20,"This work presents a compact statistical model of the retinal image quality in a large population of human eyes following two objectives. The first was to develop a general modal representation of the optical transfer function (OTF) in terms of orthogonal functions and construct a basis composed of cross-correlations between pairs of complex Zernike polynomials. That basis was not orthogonal and highly redundant, requiring the application of singular value decomposition (SVD) to obtain an orthogonal basis with a significantly lower dimensionality. The first mode is the OTF of the perfect system, and hence the modal representation, is highly compact for well-corrected optical systems, and vice-versa. The second objective is to apply this modal representation to the OTFs of a large population of human eyes for a pupil diameter of 5 mm. This permits an initial strong data compression. Next, principal component analysis (PCA) is applied to obtain further data compression, leading to a compact statistical model of the initial population. In this model each OTF is approximated by the sum of the population mean plus a linear combination of orthogonal eigenfunctions (eigen-OTF) accounting for a selected percentage (90%) of the population variance. This type of models can be useful for Monte Carlo simulations among other applications. (C) 2019 Optical Society of America under the terms of the OSA Open Access Publishing Agreement",no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,
21,"When incipient species meet in secondary contact, natural selection can rapidly reduce costly reproductive interactions by directly targeting reproductive traits. This process, called reproductive character displacement (RCD), leaves a characteristic pattern of geographic variation where divergence of traits between species is greater in sympatry than allopatry. However, because other forces can also cause similar patterns, care must be given in separating pattern from process. Here we show how the phylo-comparative method together with genomic data can be used to evaluate evolutionary processes at the population level in closely related species. Using this framework, we WA the role of RCD in speciation of two cricket species endemic to Anatolian mountains by quantifying patterns of character displacement, rates of evolution and adaptive divergence. Our results show differing patterns of character displacement between species for reproductive vs. non-reproductive characters and strong patterns of asymmetric divergence. We demonstrate diversification results from rapid divergence of reproductive traits towards multiple optima under the dual influence of strong drift and selection. These results present the first solid evidence for RCD in Anatolian mountains, quantify the amount of drift and selection necessary for RCD to lead to speciation, and demonstrate the utility of phylo-comparative methods for quantifying evolutionary parameters at the population level.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,
22,"The reaction of silica with various cations in a solution and with hydroxide ions generated by water electrolysis was investigated as a means of preventing the formation of silica scales in geothermal binary power generation. Through batch and continuous experiments, it was found that all silica in the cathode phase of a reaction device could be removed if the necessary amounts of magnesium and calcium were present. This occurs because a silica-magnesium-calcium compound is produced via a polymerization reaction with cations in a solution and with hydroxide ions generated by electrolysis. Analysis by inductively coupled plasma and energy dispersive X-ray spectroscopy shows that this material has the formula 2CaO-5MgO-8SiO(2)-H2O, and thus is likely generated by the reaction proposed by Sheikholeslami et al. (2019). Increasing the current sent through the reaction solution subsequently produces calcium carbonate. This technique for the separation of silica and calcium from aqueous solutions can be operated continuously without channel clogging, which indicates the possibility of practical applications. However, overly high currents promote the migration of protons from the anode to cathode phases, which inhibits the formation of precipitates due to a neutralization reaction. The proposed method is an effective approach for removing silica from a solution in geothermal binary power generation; although, a means of suppressing the effects of proton generation will be necessary if the process is also to be used to remove calcium ions.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,
23,"A simple, accessible, and inexpensive assay to quantify the strength of DNA-protein interactions was developed. The assay relies on capturing DNA-protein complexes using an affinity resin that binds tagged, recombinant proteins. Sequential washes with filtration spin cups and centrifugation remove non-specific interactions in a gentle, uniform manner and a final elution isolates specific DNA-protein complexes. SYBR Gold nucleic acid stain is added to the eluted product and the fluorescence intensity accurately quantifies the amount of captured DNA, ultimately illustrating the relative strength of the DNA-protein interaction. The major utility of the assay resides in the versatility and quantitative nature of the SYBR Gold:nucleic acid interaction, eliminating the need for customized or labeled oligos and permitting relatively inexpensive quantification of binding capacity. The assay also employs DNA-protein complex capture by the very common purification tag, 6xHis, but other tags could likely be utilized. Further, SYBR Gold fluorescence is compatible with a wide variety of instruments, including UV transilluminators, a staple to any molecular biology laboratory. This assay was used to compare the binding capacities of different auxin response factor (ARF) transcription factors to various dsDNA targets, including the classical AuxRE motif and several divergent sequences. Results from dose-response assays suggest that different ARF proteins might show distinct comparative affinities for AuxRE variants, emphasizing that specific ARF-AuxRE binding strengths likely contribute to the complex and fine-tuned cellular auxin response. Key message A simple yet reliable assay was developed to quantify DNA-protein interactions using virtually any instrument that can measure fluorescence.",no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,,
24,"This work aims to find the most suitable method that is practically applicable for the calculation of P-31 NMR chemical shifts of Pt(II) complexes. The influence of various all-electron and ECP basis sets, DFT functionals, and solvent effects on the optimized geometry was tested. A variety of combinations of DFT functionals BP86, B3LYP, PBE0, TPSSh, CAM-B3LYP, and omega B97XD with all-electron basis sets 6-31G, 6-31G(d), 6-31G(d,p), 6-311G(d,p), and TZVP and ECP basis sets SDD, LanL2DZ, and CEP-31G were used. Chemical shielding constants were then calculated using BP86, PBE0, and B3LYP functionals in combination with the TZ2P basis. The magnitude of spin-orbit interactions was also evaluated.",no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,
