ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
10,"Homeodomain transcription factors (HD TFs) are a large class of evolutionarily conserved DNA binding proteins that contain a basic 60-amino acid region required for binding to specific DNA sites. In Drosophila melanogaster, many of these HD TFs are expressed in the early embryo and control transcription of target genes in development through their interaction with cis-regulatory modules. Previous studies where some of the Drosophila HD TFs were purified required the use of strong denaturants (i.e. 6 M urea) and multiple chromatography columns, making the downstream biochemical examination of the isolated protein difficult. To circumvent these obstacles, we have developed a streamlined expression and purification protocol to produce large yields of Drosophila HD TFs. Using the HD TFs FUSHI-TARAZU (FTZ), ANTENNAPEDIA (ANTP), ABDOMINAL-A (ABD-A), ABDOMINAL-B (ABD-B), and ULTRABITHORAX (UBX) as examples, we demonstrate that our 3-day protocol involving the overexpression of His(6)-SUMO fusion constructs in E. coli followed by a Ni2+-IMAC, SUMO-tag cleavage with the SUMO protease Ulp1, and a heparin column purification produces pure, soluble protein in biological buffers around pH 7 in the absence of denaturants. Electrophoretic mobility shift assays (EMSA) confirm that the purified HD proteins are functional and nuclear magnetic resonance (NMR) spectra confirm that the purified HDs are well-folded. These purified HD TFs can be used in future biophysical experiments to structurally and biochemically characterize how and why these HD TFs bind to different DNA sequences and further probe how nucleotide differences contribute to TF-DNA specificity in the HD family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"In this study we report the design, construction and validation of a novel transposon aimed to systematically screen for protein localization and expression patterns in prokaryotes using fluorescence microscopy. Upon random insertion in an open reading frame in the proper frame and orientation, the transposon creates an N-terminal fluorescent protein fusion to the msfGFP reporter. Moreover, in order to examine the localization of fusion proteins whose native expression might be too low or absent, the transposon was fitted with a PLtetO-1 promoter that makes the expression of the generated fluorescent protein fusions controllable by anhydrotetracycline. Importantly, upon flipping out the PLtetO-1 promoter and neighboring antibiotic resistance marker, an in-frame ""sandwich"" msfGFP fusion is created in which the N- and C-terminal portions of the targeted protein are again controlled by its native promoter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"BackgroundAmong several key protein-protein and protein-DNA interactions within the replisome, the interaction between -clamp and the DNA polymerase (Pol) III is of crucial importance. This interaction is mediated by a five or six-residue conserved sequence of the DnaE subunit of Pol III, referred to as the Clamp Binding Motif (CBM). In E. coli, DnaE contains two CBMs designated as e-CBM and i-CBM. A consensus sequence (QL[S/D]LF) for the CBMs has previously been proposed and studies involving mutagenesis of both the CBMs have evaluated their protein-binding properties. Surface Plasmon Resonance has been used to show that replacing i-CBM in DnaE with the consensus sequence enhances its binding to -clamp 120-fold.ObjectiveThe current study was aimed to evaluate in vivo interaction between DnaE bearing the consensus i-CBM and -clamp.MethodThe C-terminal 405 residues of DnaE, bearing either the consensus i-CBM or the WT i-CBM, with -clamp were co-expressed in E. coli followed by co-purification of the protein complexes. The interaction was assessed by the ability of the co-expressed proteins to form stable complexes during both affinity and gel filtration chromatography.ResultThe interaction of -clamp with DnaE755M containing the consensus i-CBM was found to be more stable than with WT DnaE755, consistent with the in vitro data previously reported.ConclusionThe presence of the pieces of sheared DNA generated during sonication promote the interaction of DnaE755M with -clamp by binding the OB-fold of DnaE755M and -clamp and serves as a bridge between them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"The confluence of protein engineering techniques and delivery protocols are providing new opportunities in cell biology. In particular, techniques that render the membrane of cells transiently permeable make the introduction of nongenetically encodable macromolecular probes into cells possible. This, in turn, can enable the monitoring of intracellular processes in ways that can be both precise and quantitative, ushering an area that one may envision as cellular biochemistry. Herein, the author reviews pioneering examples of such new cell-based assays, provides evidence that challenges the paradigm that cell penetration is a necessarily damaging and stressful event for cells, and highlights some of the challenges that should be addressed to fully unlock the potential of this nascent field.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Transgenic chickens are of great interest for the production of recombinant proteins in their eggs. However, the use of constitutive strong promoters or the tissue-specific ovalbumin promoter for the generation of the transgenic chickens have different drawbacks that have to be overcome in order to make chicken bioreactor an efficient production system. This prompted us to investigate the use of an alternative tissue-specific promoter, the vitellogenin promoter, which could overcome the difficulties currently found in the generation of chicken bioreactors. In the present work we establish and characterize a DNA construct consisting of a fragment of the 5 '-flanking region of the chicken vitellogenin II gene cloned in a reporter vector. This construct is capable of showing the ability of the promoter to drive expression of a reporting gene in a tissue-specific manner and in a way that closely resembles physiologic regulation of vitellogenin, making it an ideal candidate to be used in the future for generation of avian bioreactors. Besides, we validate an in vitro culture system to test the performance of the DNA construct under study that could be used as a practical tool before generating any transgenic chicken. These results are important since they provide the proof of concept for the use of the vitellogenin promoter for future genetic modification of chickens bioreactors with improved characteristics in terms of quality of the recombinant protein produced.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Chemical proteomics enables comprehensive profiling of small molecules in complex proteomes. A critical component to understand the interactome of a small molecule is the precise location on a protein where the interaction takes place. Several approaches have been developed that take advantage of bio-orthogonal chemistry and subsequent enrichment steps to isolate peptides modified by small molecules. These methods rely on target identification at the level of mass spectrometry making it difficult to interpret an experiment when modified peptides are not identified. Herein, an approach in which fluorescence-triggered two-dimensional chromatography enables the isolation of small molecule-conjugated peptides prior to mass spectrometry analysis is described. In this study, a bromocoumarin moiety has been utilized that fluoresces and generates a distinct isotopic signature to locate and identify modified peptides. Profiling of a cellular cysteinome with the use of a bromocoumarin tag demonstrates that two-dimensional fluorescence-based chromatography separation can enable the identification of proteins containing reactive cysteine residues. Moreover, the method facilitates the interrogation of low abundance proteins with greater depth and sensitivity than a previously reported isotope-targeted approach. Lastly, this workflow enables the identification of small-molecule modified peptides from a protein-of-interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Plant cell balances energy consumption for its different biological processes under oxidative circumstances. The aim of the present study is to deepen our knowledge of the regulation of Methyl Jasmonate (MeJA) responsive genes, especially thediscussion on energy index from DNA to protein. The cis- and trans-responsive elements, the translation efficiency and accuracy, the codon adaptation, the amount of entropy in the codon usage of a sequence and finally, co-expression patterns of up-regulated genes by MeJA in shoot and root of Arabidopsis plant under 8 different abiotic stresses (UV, cold, drought, heat, wounding, osmotic, oxidative, and salinity) were analyzed. We designed an R package, namely SADEG (https://cran.r-project.org/web/packages/SADEG/) to estimate the relative stability of the DNA sequence. Cost of amino acids biosynthesis was weakly correlated with the energy consumption for each triplet-triplet binding related to each amino acid during thetranslation process. Our results also demonstrated that natural selection, gene length, gene expression levels, and influence of GC3s on the codon bias could affect the codon usage patterns of MeJA-responsive genes in Arabidopsis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Clinical genetic testing in cardiovascular genetic medicine has undergone rapid changes. Next generation sequencing allows simultaneous testing of all genes associated with any cardiovascular phenotype, and molecular genetic testing for multiple genes has become the standard of practice for cardiovascular medicine. While technical and clinical advantages of multigenic approaches are evident, informed consent procedures have become more complex and challenging to the physician ordering such a test, particularly due to the increased potential for unsolicited findings. Based on the EuroGentest ""Guidelines for diagnostic next-generation sequencing"" we here propose a set of disease-specific requirements for obtaining informed consent for NGS-based genetic testing in a cardiogenetic clinic. We can show that it is often not feasible to obtain informed consent for every detail and suggest, in such cases, to reach general consent beforehand and discuss specific implications of unsolicited findings after the test results are available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Antimicrobial peptides are essential components of innate defense mechanisms and make promising candidates for novel anti-infective agents. The advantages of these peptides in clinical applications include their potential for broad-spectrum and rapid bactericidal activities, and low propensity for resistance development, whereas possible disadvantages include their high cost, limited stability, and unknown toxicology and pharmacokinetics. Granulysin (Gr) is a cytolytic and proinflammatory molecule expressed by activated human cytotoxic T lymphocytes and natural killer (NK) cells. This paper aims to study bacteriostatic and bactericidal activity against Mycobacterium tuberculosis by synthetic analogues of human Gr between 12 and 26 amino acids (AA) and their acyl derivatives. Considering results of previous studies, five new peptides were designed: a cyclic of 20 AA (Gr-SL1); one of 21 AA (linear) (Gr-SL2), another of 12 AA (cyclic) (Gr-SL3) and two lipopeptides (Gr-SL3-lauric and Gr-SL3-palmitic). Peptides were manually synthesized as C-terminal carboxamides by the solid-phase method following Fmoc chemistry. Gr synthetic analogues were purified by reverse phase HPLC and analyzed by analytical C18RP-HPLC and Maldi Tof. The antimycobacterial activity of synthesized Gr analogues was assessed using a microdilution susceptibility test as described previously. Although peptides studied here had neither higher antimycobacterial activity nor lower toxicity than analogs of human Gr previously evaluated, fresh knowledge concerning the influence of acylation and structural aspects analyzed will optimize the design of novel peptides combining the most favorable aspects for the maintenance of antimycobacterial activity with minimum toxicity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"We have demonstrated the use of a simple single ion trap mass spectrometer to identify classes of compounds as well as individual components in complex mixtures. First, a neutral reagent was used to mass tag oxygen-containing analytesusing a gas-phase ion/molecule reaction. Then, a neutral loss scan was used to indicate the carboxylic acids. The lack of unit mass selectivity in the neutral loss scan required subsequent product ion scans to confirm the presence and identity of the individual carboxylic acids. The neutral loss scan technique reduced the number of data-dependent MS/MS scans required to confirm identification of signals as protonated carboxylic acids. The method was demonstrated on neat mixtures of standard carboxylic acids as well as on solutions of relevant pharmaceutical tablets and may be generalizable to other ion/molecule reactions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Cross-modal learning refers to learning that involves obtaining information from multiple modalities and then integrating and utilizing it. Multisensory integration is an important basis of cross-modal learning. Although cross-modal conditions are more like the real-life environment of human learning, most studies still use single-modal stimuli, and the results of cross-modal learning are still somewhat messy and unsystematic. In order to better summarize the characteristics of cross-modal learning and its related mechanisms, the current review first introduces multisensory integration effects and the factors that influence them, as well as the experimental and theoretical researches on the modality non-specificity of primary cortexes. Then, we sum up the researches on consciousness, representation type, and transfer effect in cross-modal learning, and research progress for neural mechanism of cross-modal learning by adopting the techniques such as neuronal recording, ERP and fMRI. Finally, we summarize the current research results of cross-modal learning, and examine prospects for the potential applications of these research findings and future research issues in this area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Severe placental abruption is associated with high maternal and perinatal morbidity and mortality. Prompt delivery is usually mandatory in this situation. We report a case of a 33-year-old woman, gravida 5, para 3 + 1, at 26 weeks + 3 days' gestation who had severe placental abruption involving 40% of the placental surface complicated with maternal moderate anaemia and thrombocytopenia. In view of the extreme foetal prematurity and stable condition of both mother and foetus, expectant management was undertaken. The pregnancy was further complicated by foetal growth restriction detected 2 weeks later. At 30 weeks of gestation, an emergency caesarean section was performed for foetal distress. The surgery was uneventful and she delivered a live baby with good Apgar scores. This case report illustrates an atypically satisfactory pregnancy outcome of severe placental abruption. Conservative management of severe placental abruption is possible in rare cases, taking into consideration the gestational week as well as the maternal haemodynamic condition and foetal well-being. When severe placental abruption is confounded by severe prematurity, a decision on whether to prolong the pregnancy to improve the perinatal outcome and neonatal survival needs to be carefully weighed against the usual management option of immediate delivery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"A simple, straightforward, for the peptide bond formation employing corresponding carboxylic acids and amines derived from amino acids via N-protected diacyldiselenide is delineated. The key step of the synthesis is the in situ generation of N-protected diacyldiselenide using NaBH2Se3 as selenating reagent, followed by trapping with an amino acid ester leading to the peptide. The formation of N-protected diacyldiselenide was confirmed through TLC and HRMS analysis using crude sample. The reaction is clean and all the products were obtained in moderate to good yields, including for sterically hindered amino acids. The protocol is free from racemisation, compatible with Fmoc, Cbz and Boc groups. [GRAPHICS] .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Anillin is an actin binding protein and plays crucial roles during mitotic cell cycle progression in metazoan. However, the sequence and functions of the Anillin gene have not been yet characterized in the silkworm, Bombyx mori. In this study, we cloned the full-length cDNA sequence of the silkworm Anillin (BmAnillin) gene. The deduced amino acid sequence for BmAnillin protein comprises an Anillin homology region (AHR) covering an Anillin homology domain and a pleckstrin homology domain. Phylogenetic analysis and multiple alignments of the Anillin genes from silkworm and other organisms indicated evolutionary conservation in the AHR containing conserved phosphorylation sites. Reverse transcription-PCR experiments confirmed that the BmAnillin gene was highly expressed during larval development of gonads in which cells undergo mitotic cycles and exhibited an unexpected high expression in silk gland with endocycle during larval molting. RNA interference-mediated knockdown of the BmAnillin gene in silkworm BmN4-SID1 cells derived from ovary disrupted chromosome separation and resulted in a loss of the F-actin filament at cleavage furrow during anaphase, suggesting that the BmAnillin gene is essential for cytokinesis in silkworm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"5T4, a membrane protein, is overexpressed in many tumor tissues but rarely expressed in normal tissues. Here, CHO-5T4(+) cells were generated and served as the antigen to immunize mice. Hybridoma techniques were employed to produce monoclonal antibodies (mAbs). The recombinant protein of human IgG Fc-fused extra cellular domain of 5T4 (5T4 ECD-Fc) was obtained from transient expression in HEK293F cells. The fusion protein 5T4 ECD-Fc and CHO-5T4(+) cells were respectively utilized to screen anti-5T4 antibodies that could bind to the native antigen. In preliminary screening, three hundred and fifty mAbs were obtained. Via surface plasmon resonance and flow cytometry screening, seven anti-5T4 mAbs stood out. Among them, H6 showed a high affinity (K-D = 1.6 x 10(-11) M) and internalization percentage (36% for 1 h and 80% for 4 h). The molecular weight and isoelectric point of H6 were determined by LC-MS and iCIEF. Moreover, the specific reactivity of H6 was demonstrated by western blotting, flow cytometry, and immunohistochemistry, respectively. In conclusion, we produced human recombinant protein of 5T4 extracellular domain and developed high-affinity internalizing monoclonal antibodies which may be applied in the 5T4-targeting ADC therapy and basic research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Endocytic organelles maintain their acidic pH using the V-type ATPase proton pump. However, proton accumulation across the membrane generates a voltage and requires the movement of an additional ion, known as a counterion, to dissipate charge buildup. The role of counterion movement in endosomes is not clear, but a subpopulation of early endosomes, clathrin-coated vesicles (CCVs), has previously been shown to use external chloride (Cl-) to allow V-ATPase-dependent acidification. We aimed to determine the identity and function of this presumed Cl- transporting protein. Our sample of highly enriched bovine brain CCVs exhibited V-type ATPase-facilitated acidification in the presence of external Cl-, independent of the monovalent cations present. While unsuccessful at identifying the mechanism of anion transport, we used glutamate-facilitated acidification, density gradients, and mass spectrometry to show that most brain CCVs are synaptic vesicles, complementing results from earlier studies that argued similarity only on the basis on protein content. The source of Cl--dependent acidification in brain CCVs may be vGLUT1, a synaptic vesicle glutamate transporter with known Cl- permeability, although CCVs in other tissues are likely to utilize different proteins to facilitate acidification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"In this paper our previous chemical study of the anti-dengue active species Faramea bahiensis, Faramea hyacinthina and Faramea truncata (synonym of Faramea caudata) (Rubiaceae) is complemented by isolating from their stems, through a combination of silica gel and Sephadex LH-20 column chromatography and reversed phase solid-phase extraction, the known iridoid glucosides monotropein (1), monotropein methyl ester (2) and 10-deacetylasperulosidic acid (3). The structures were established by HPLC-DAD-MS/MS analysis, NMR spectroscopy and comparison with literature data. This is the first report on the occurrence of these compounds in the genus Faramea Aubl. This work contributes to expand the knowledge of the chemical diversity of this botanical genus, of which a limited number of identified compounds have been reported.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Cardosin A is an aspartic protease present in large amount in the pistils of cardoon flowers. This protease is known to contain an -Arg-Gly-Asp- (RGD) motif located on the molecular surface. In this study, we found that isolated recombinant cardosin A attached to human epithelial cells A549, mediated by the binding of its RGD motif to cell surface integrins. The cell bound cardosin A was internalized to endosomes and lysosomes and triggered the permeability of lysosomal membrane leading to apoptosis of the epithelial cells. These events are identical to those observed for three RGD-containing aspartic proteases, Saps 4-6, secreted by Candida albicans. Such a process, which has been called the Trojan Horse mechanism, is believed to benefit the invasion of C. albican into the epithelium of the host. The location of the RGD motifs of cardosin A and Saps 4-6 are on the opposite ends of the homologous three-dimensional structures, suggesting that the Trojan Horse mechanism is insensitive to the RGD position. Current finding also suggests that cardosin A may have a defensive function against the ingestion of cardoon flowers by human, insects, and other herbivores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Caldibacillus debilis strains GB1 and Tf display distinct phenotypes. Caldibacillus debilis GB1 is capable of anaerobic growth and can synthesize ethanol while C. debilis Tf cannot. Comparison of the GB1 and Tf genome sequences revealed that the genomes were highly similar in gene content and showed a high level of synteny. At the genome scale, there were several large sections of DNA that appeared to be from lateral gene transfer into the GB1 genome. Tf did have unique genetic content but at a much smaller scale: 300 genes in Tf verses 857 genes in GB1 that matched at <= 90% sequence similarity. Gene complement and copy number of genes for the glycolysis, tricarboxylic acid cycle, and electron transport chain pathways were identical in both strains. While Tf is an obligate aerobe, it possesses the gene complement for an anaerobic lifestyle (ldh, ak, pta, adhE, pfl). As a species, other strains of C. debilis should be expected to have the potential for anaerobic growth. Assaying the whole cell lysate for alcohol dehydrogenase activity revealed an approximately 2-fold increase in the enzymatic activity in GB1 when compared with Tf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Poly(A) binding protein (PABP) family is commonly considered a protective barrier for the mRNA poly(A) tail. As a member of PABP family, cytoplasmic poly(A) binding protein-1(PABPC1) binds to A-rich mRNA sequences with high affinity and plays an important role in the post-transcriptional regulation. In addition, PABPC1 also participates in many metabolic pathways of mRNA, including polyadenylation / deadenylation, mRNA transport, mRNA translation, degradation and microRNA-associated regulation. Recently, numerous studies demonstrate that PABPC1 associated with the growth of germ cells, the hypertrophy of myocardium and the development of tumors, suggesting a close relationship between PABPC1 and the growth and development of cells. In this review, we will mainly summarize the structure, expression regulation, function and biological function of PABPC1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
