ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33,rule34
13,"Important steps in the processing of rotation data are described that are common to most software packages. These programs differ in the details and in the methods implemented to carry out the tasks. Here, the working principles underlying the data-reduction package XDS are explained, including the new features of automatic determination of spot size and reflecting range, recognition and assignment of crystal symmetry and a highly efficient algorithm for the determination of correction/scaling factors.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,
14,"We explored the role of hypocretins in human narcolepsy through histopathology of six narcolepsy brains and mutation screening of Hcrt, Hcrtr1 and Hcrtr2 in 74 patients of various human leukocyte antigen and family history status. One Hcrt mutation, impairing peptide trafficking and processing, was found in a single case with early onset narcolepsy. In situ hybridization of the perifornical area and peptide radioimmunoassays indicated global loss of hypocretins, without gliosis or signs of inflammation in all human cases examined. Although hypocretin loci do not contribute significantly to genetic predisposition, most cases of human narcolepsy are associated with a deficient hypocretin system.",yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,happy,happy,no,no,yes,yes,yes,
15,"The assembly of long reads from Pacific Biosciences and Oxford Nanopore Technologies typically requires resource-intensive error-correction and consensus-generation steps to obtain high-quality assemblies. We show that the error-correction step can be omitted and that high-quality consensus sequences can be generated efficiently with a SIMD-accelerated, partial-order alignment-based, stand-alone consensus module called Racon. Based on tests with PacBio and Oxford Nanopore data sets, we show that Racon coupled with miniasm enables consensus genomes with similar or better quality than state-of-the-art methods while being an order of magnitude faster.",yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,
16,"Elevated postprandial blood glucose levels constitute a global epidemic and a major risk factor for prediabetes and type II diabetes, but existing dietary methods for controlling them have limited efficacy. Here, we continuously monitored week-long glucose levels in an 800-person cohort, measured responses to 46,898 meals, and found high variability in the response to identical meals, suggesting that universal dietary recommendations may have limited utility. We devised a machine-learning algorithm that integrates blood parameters, dietary habits, anthropometrics, physical activity, and gut microbiota measured in this cohort and showed that it accurately predicts personalized postprandial glycemic response to real-life meals. We validated these predictions in an independent 100-person cohort. Finally, a blinded randomized controlled dietary intervention based on this algorithm resulted in significantly lower postprandial responses and consistent alterations to gut microbiota configuration. Together, our results suggest that personalized diets may successfully modify elevated postprandial blood glucose and its metabolic consequences.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,
17,"PHAge Search Tool (PHAST) is a web server designed to rapidly and accurately identify, annotate and graphically display prophage sequences within bacterial genomes or plasmids. It accepts either raw DNA sequence data or partially annotated GenBank formatted data and rapidly performs a number of database comparisons as well as phage 'cornerstone' feature identification steps to locate, annotate and display prophage sequences and prophage features. Relative to other prophage identification tools, PHAST is up to 40 times faster and up to 15% more sensitive. It is also able to process and annotate both raw DNA sequence data and Genbank files, provide richly annotated tables on prophage features and prophage 'quality' and distinguish between intact and incomplete prophage. PHAST also generates downloadable, high quality, interactive graphics that display all identified prophage components in both circular and linear genomic views. PHAST is available at (http://phast.wishartlab.com.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,
18,"The three-dimensional culture of MCF-10A mammary epithelial cells on a reconstituted basement membrane results in formation of polarized, growth-arrested acini-like spheroids that recapitulate several aspects of glandular architecture in vivo. Oncogenes introduced into MCF-10A cells disrupt this morphogenetic process, and elicit distinct morphological phenotypes. Recent studies analyzing the mechanistic basis for phenotypic heterogeneity observed among different oncogenes (e.g., ErbB2, cyclin D1) have illustrated the utility of this three-dimensional culture system in modeling the biological activities of cancer genes, particularly with regard to their ability to disrupt epithelial architecture during the early aspects of carcinoma formation. Here we provide a collection of protocols to culture MCF-10A cells, to establish stable pools expressing a gene of interest via retroviral infection, as well as to grow and analyze MCF-10A cells in three-dimensional basement membrane culture. (C) 2003 Elsevier Science (USA). All rights reserved.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,
19,"The repetitive structure of genomic DNA holds many, secrets to be discovered. A systematic study of repetitive DNA on a genomic or inter-genomic scale: requires extensive algorithmic support. The REPuter program described herein was designed to serve as a fundamental tool in such studies. Efficient and complete detection of various types of repeats is provided together with an evaluation of significance and interactive visualization. This article circumscribes the wide scope of repeat analysis using applications in five different areas of sequence analysis: checking fragment assemblies, searching for low copy repeats, finding unique: sequences, comparing gene structures and mapping of cDNA/EST sequences.",yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,
20,"In Rspondin-based 3D cultures, Lgr5 stem cells from multiple organs form ever-expanding epithelial organoids that retain their tissue identity. We report the establishment of tumor organoid cultures from 20 consecutive colorectal carcinoma (CRC) patients. For most, organoids were also generated from adjacent normal tissue. Organoids closely recapitulate several properties of the original tumor. The spectrum of genetic changes within the ""living biobank'' agrees well with previous large-scale mutational analyses of CRC. Gene expression analysis indicates that the major CRC molecular subtypes are represented. Tumor organoids are amenable to high-throughput drug screens allowing detection of gene-drug associations. As an example, a single organoid culture was exquisitely sensitive to Wnt secretion (porcupine) inhibitors and carried a mutation in the negative Wnt feedback regulator RNF43, rather than in APC. Organoid technology may fill the gap between cancer genetics and patient trials, complement cell-line- and xenograft-based drug studies, and allow personalized therapy design.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
21,"Rates of molecular evolution vary widely between lineages, but quantification of how rates change has proven difficult. Recently proposed estimation procedures have mainly adopted highly parametric approaches that model rate evolution explicitly. In this study, a semiparametric smoothing method is developed using penalized likelihood. A saturated model in which every lineage has a separate rate is combined with a roughness penalty that discourages rates from varying too much across a phylogeny. A data-driven cross-validation criterion is then used to determine an optimal level of smoothing. This criterion is based on an estimate of the average prediction error associated with pruning lineages from the tree. The methods are applied to three data sets of six genes across a sample of land plants. Optimally smoothed estimates of absolute rates entailed 2- to 10-fold variation across lineages.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,
22,"The Arabidopsis Information Resource (TAIR, http://arabidopsis.org) is a genome database for Arabidopsis thaliana, an important reference organism for many fundamental aspects of biology as well as basic and applied plant biology research. TAIR serves as a central access point for Arabidopsis data, annotates gene function and expression patterns using controlled vocabulary terms, and maintains and updates the A. thaliana genome assembly and annotation. TAIR also provides researchers with an extensive set of visualization and analysis tools. Recent developments include several new genome releases (TAIR8, TAIR9 and TAIR10) in which the A. thaliana assembly was updated, pseudogenes and transposon genes were re-annotated, and new data from proteomics and next generation transcriptome sequencing were incorporated into gene models and splice variants. Other highlights include progress on functional annotation of the genome and the release of several new tools including Textpresso for Arabidopsis which provides the capability to carry out full text searches on a large body of research literature.",yes,no,no,yes,no,no,yes,no,no,happy,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,happy,
23,"A ""switch'' from oxidative phosphorylation (OXPHOS) to aerobic glycolysis is a hallmark of T cell activation and is thought to be required to meet the metabolic demands of proliferation. However, why proliferating cells adopt this less efficient metabolism, especially in an oxygen-replete environment, remains incompletely understood. We show here that aerobic glycolysis is specifically required for effector function in T cells but that this pathway is not necessary for proliferation or survival. When activated T cells are provided with costimulation and growth factors but are blocked from engaging glycolysis, their ability to produce IFN-gamma is markedly compromised. This defect is translational and is regulated by the binding of the glycolysis enzyme GAPDH to AU-rich elements within the 3' UTR of IFN-gamma mRNA. GAPDH, by engaging/disengaging glycolysis and through fluctuations in its expression, controls effector cytokine production. Thus, aerobic glycolysis is a metabolically regulated signaling mechanism needed to control cellular function.",yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,
24,"In addition to the well-established role of the mitochondria in energy metabolism, regulation of cell death has recently emerged as a second major function of these organelles. This, in turn, seems to be intimately linked to their role as the major intracellular source of reactive oxygen species (ROS), which are mainly generated at Complex I and III of the respiratory chain. Excessive ROS production can lead to oxidation of macromolecules and has been implicated in mtDNA mutations, ageing, and cell death. Mitochondria-generated ROS play an important role in the release of cytochrome c and other pro-apoptotic proteins, which can trigger caspase activation and apoptosis. Cytochrome c release occurs by a two-step process that is initiated by the dissociation of the hemoprotein from its binding to cardiolipin, which anchors it to the inner mitochondrial membrane. Oxidation of cardiolipin reduces cytochrome c binding and results in an increased level of ""free"" cytochrome c in the intermembrane space. Conversely, mitochondrial antioxidant enzymes protect from apoptosis. Hence, there is accumulating evidence supporting a direct link between mitochondria, oxidative stress and cell death.",yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,,
25,Malfolded proteins in the endoplasmic reticulum (ER) inhibit translation initiation. This response is believed to be mediated by increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2 alpha) and is hypothesized to reduce the work load imposed on the folding machinery during stress. Here we report that mutating the gene encoding the ER stress-activated eIF2 alpha kinase PERK abolishes the phosphorylation of eIF2 alpha in response to accumulation of malfolded proteins in the ER resulting in abnormally elevated protein synthesis and higher levels of ER stress. Mutant cells are markedly impaired in their ability to survive ER stress and inhibition of protein synthesis by cycloheximide treatment during ER stress ameliorates this impairment. PERK thus plays a major role in the ability of cells to adapt to ER stress.,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,
26,"gadd153, also known as chop, is a highly stress-inducible gene that is robustly expressed following disruption of homeostasis in the endoplasmic reticulum (ER) (so-called ER stress). Although all reported types of ER stress induce expression of Gadd153, its role in the stress response has remained largely undefined. Several studies have correlated Gadd153 expression with cell death, but a mechanistic link between Gadd153 and apoptosis has never been demonstrated. To address this issue we employed a cell model system in which Gadd153 is constitutively overexpressed, as well as two cell lines in which Gadd153 expression is conditional. In all cell lines, overexpression of Gadd153 sensitized cells to ER stress. Investigation of the mechanisms contributing to this effect revealed that elevated Gadd153 expression results in the down-regulation of Bc12 expression, depletion of cellular glutathione, and exaggerated production of reactive oxygen species. Restoration of Bc12 expression in Gadd153-overexpressing cells led to replenishment of glutathione and a reduction in levels of reactive oxygen species, and it protected cells from ER stress-induced cell death. We conclude that Gadd153 sensitizes cells to ER stress through mechanisms that involve down-regulation of Bc12 and enhanced oxidant injury.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,
27,"The unfolded protein response (UPR) regulates gene expression in response to stress in the endoplasmic reticulum (ER). We determined the transcriptional scope of the UPR using DNA microarrays. Rather than regulating only ER-resident chaperones and phospholipid biosynthesis, as anticipated from earlier work, the UPR affects multiple ER and secretory pathway functions. Studies of UPR targets engaged in ER-associated protein degradation (ERAD) reveal an intimate coordination between these responses: efficient ERAD requires an intact UPR, and UPR induction increases ERAD capacity. Conversely, loss of ERAD leads to constitutive UPR induction. Finally, simultaneous loss of ERAD and the UPR greatly decreases cell viability. Thus, the UPR and ERAD are dynamic responses required for the coordinated disposal of misfolded proteins even in the absence of acute stress.",yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,
28,"Motivation: Hydrophobic effect plays a pivotal role in most protein-ligand binding. State-of-the-art protein-ligand scoring methods usually treat hydrophobic free energy as surface tension, which is proportional to interfacial surface area for simplicity and efficiency. However, this treatment ignores the role of molecular shape, which has been found very important by either experimental or theoretical studies. Results: We propose a new empirical scoring function, named Cyscore. Cyscore improves the prediction accuracy by using a novel curvature-dependent surface-area model, which is able to distinguish convex, planar and concave surface in hydrophobic free energy calculation. Benchmark tests show that this model significantly improves the protein-ligand scoring and Cyscore outperforms a variety of well established scoring functions using PDBbind benchmark sets for binding affinity correlation and ranking tests. We expect the curvature-dependent surface-area model and Cyscore would contribute to the study of protein-ligand interactions.",yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,
29,"Circulating tumor DNA (ctDNA) is a promising biomarker for noninvasive assessment of cancer burden, but existing ctDNA detection methods have insufficient sensitivity or patient coverage for broad clinical applicability. Here we introduce cancer personalized profiling by deep sequencing (CAPP-Seq), an economical and ultrasensitive method for quantifying ctDNA. We implemented CAPP-Seq for non-small-cell lung cancer (NSCLC) with a design covering multiple classes of somatic alterations that identified mutations in >95% of tumors. We detected ctDNA in 100% of patients with stage II-IV NSCLC and in 50% of patients with stage I, with 96% specificity for mutant allele fractions down to similar to 0.02%. Levels of ctDNA were highly correlated with tumor volume and distinguished between residual disease and treatment-related imaging changes, and measurement of ctDNA levels allowed for earlier response assessment than radiographic approaches. Finally, we evaluated biopsy-free tumor screening and genotyping with CAPP-Seq. We envision that CAPP-Seq could be routinely applied clinically to detect and monitor diverse malignancies, thus facilitating personalized cancer therapy.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
30,"High-throughput sequencing based techniques, such as 16S rRNA gene profiling, have the potential to elucidate the complex inner workings of natural microbial communities - be they from the world's oceans or the human gut. A key step in exploring such data is the identification of dependencies between members of these communities, which is commonly achieved by correlation analysis. However, it has been known since the days of Karl Pearson that the analysis of the type of data generated by such techniques (referred to as compositional data) can produce unreliable results since the observed data take the form of relative fractions of genes or species, rather than their absolute abundances. Using simulated and real data from the Human Microbiome Project, we show that such compositional effects can be widespread and severe: in some real data sets many of the correlations among taxa can be artifactual, and true correlations may even appear with opposite sign. Additionally, we show that community diversity is the key factor that modulates the acuteness of such compositional effects, and develop a new approach, called SparCC (available at https://bitbucket.org/yonatanf/sparcc), which is capable of estimating correlation values from compositional data. To illustrate a potential application of SparCC, we infer a rich ecological network connecting hundreds of interacting species across 18 sites on the human body. Using the SparCC network as a reference, we estimated that the standard approach yields 3 spurious species-species interactions for each true interaction and misses 60% of the true interactions in the human microbiome data, and, as predicted, most of the erroneous links are found in the samples with the lowest diversity.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
31,"The Database of Interacting Proteins (http://dip.doe-mbi.ucla.edu) aims to integrate the diverse body of experimental evidence on protein-protein interactions into a single, easily accessible online database. Because the reliability of experimental evidence varies widely, methods of quality assessment have been developed and utilized to identify the most reliable subset of the interactions. This CORE set can be used as a reference when evaluating the reliability of high-throughput protein-protein interaction data sets, for development of prediction methods, as well as in the studies of the properties of protein interaction networks.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,,
