Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32
J,"Ren, W; AtkinS, E",Distributed multi-vehicle coordinated control <i>via</i> local information exchange,"This paper describes it distributed coordination scheme with local information exchange for multiple vehicle systems. We introduce second-order consensus protocols that take into account motions of the information states and their derivatives, extending first-order protocols from the literature. We also derive necessary and sufficient conditions under which consensus can be reached in the context of unidirectional information exchange topologies. This work takes into account the general case where information flow may be unidirectional due to sensors with limited fields of view or vehicles with directed, power-constrained communication links. Unlike the first-order case, we show that having a (directed) spanning tree is a necessary rather than a sufficient condition for consensus seeking with second-order dynamics. This work focuses on a formal analysis of information exchange topologies that permit second-order consensus. Given its importance to the stability of the coordinated system, an analysis of the consensus term control gains is also presented, specifically the strength of the information states relative to their derivatives. As an illustrative example, consensus protocols are applied to coordinate the movements of multiple mobile robots. Copyright (C) 2006 John Wiley & Sons, Ltd.",10.1002/rnc.1147,10,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,
J,"Dimakis, AG; Godfrey, PB; Wu, YN; Wainwright, MJ; Ramchandran, K",Network Coding for Distributed Storage Systems,"Distributed storage systems provide reliable access to data through redundancy spread over individually unreliable nodes. Application scenarios include data centers, peer-to-peer storage systems, and storage in wireless networks. Storing data using an erasure code, in fragments spread across nodes, requires less redundancy than simple replication for the same level of reliability. However, since fragments must be periodically replaced as nodes fail, a key question is how to generate encoded fragments in a distributed way while transferring as little data as possible across the network. For an erasure coded system, a common practice to repair from a single node failure is for a new node to reconstruct the whole encoded data object to generate just one encoded block. We show that this procedure is sub-optimal. We introduce the notion of regenerating codes, which allow a new node to communicate functions of the stored data from the surviving nodes. We show that regenerating codes can significantly reduce the repair bandwidth. Further, we show that there is a fundamental tradeoff between storage and repair bandwidth which we theoretically characterize using flow arguments on an appropriately constructed graph. By invoking constructive results in network coding, we introduce regenerating codes that can achieve any point in this optimal tradeoff.",10.1109/TIT.2010.2054295,11,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,
J,"Carrión, M; Arroyo, JM",A computationally efficient mixed-integer linear formulation for the thermal unit commitment problem,"This paper presents a new mixed-integer linear formulation for the unit commitment problem of thermal units. The formulation proposed requires fewer binary variables and constraints than previously reported models, yielding a significant computational saving. Furthermore, the modeling framework provided by the new formulation allows including a precise description of time-dependent startup costs and intertemporal constraints such as ramping limits and minimum up and down times. A commercially available mixed-integer linear programming algorithm has been applied to efficiently solve the unit commitment problem for practical large-scale cases. Simulation results back these conclusions.",10.1109/TPWRS.2006.876672,12,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,
J,"Zhong, ZL; Li, J; Luo, ZM; Chapman, M",Spectral-Spatial Residual Network for Hyperspectral Image Classification: A 3-D Deep Learning Framework,"In this paper, we designed an end-to-end spectralspatial residual network (SSRN) that takes raw 3-D cubes as input data without feature engineering for hyperspectral image classification. In this network, the spectral and spatial residual blocks consecutively learn discriminative features from abundant spectral signatures and spatial contexts in hyperspectral imagery (HSI). The proposed SSRN is a supervised deep learning framework that alleviates the declining-accuracy phenomenon of other deep learning models. Specifically, the residual blocks connect every other 3-D convolutional layer through identity mapping, which facilitates the backpropagation of gradients. Furthermore, we impose batch normalization on every convolutional layer to regularize the learning process and improve the classification performance of trained models. Quantitative and qualitative results demonstrate that the SSRN achieved the state-of-the-art HSI classification accuracy in agricultural, rural-urban, and urban data sets: Indian Pines, Kennedy Space Center, and University of Pavia.",10.1109/TGRS.2017.2755542,13,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,
J,"Yoo, HD; Shterenberg, I; Gofer, Y; Gershinsky, G; Pour, N; Aurbach, D",Mg rechargeable batteries: an on-going challenge,"The first working Mg rechargeable battery prototypes were ready for presentation about 13 years ago after two breakthroughs. The first was the development of non-Grignard Mg complex electrolyte solutions with reasonably wide electrochemical windows in which Mg electrodes are fully reversible. The second breakthrough was attained by demonstrating high-rate Mg cathodes based on Chevrel phases. These prototypes could compete with lead-acid or Ni-Cd batteries in terms of energy density, very low self-discharge, a wide temperature range of operation, and an impressive prolonged cycle life. However, the energy density and rate capability of these Mg battery prototypes were not attractive enough to commercialize them. Since then we have seen gradual progress in the development of better electrolyte solutions, as well as suggestions of new cathodes. In this article we review the recent accumulated experience, understandings, new strategies and materials, in the continuous R&D process of nonaqueous Mg batteries. This paper provides a road-map of this field during the last decade.",10.1039/c3ee40871j,14,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
J,"Yu, W; Lui, R",Dual methods for nonconvex spectrum optimization of multicarrier systems,"The design and optimization of multicarrier communications systems often involve a maximization of the total throughput subject to system resource constraints. The optimization problem is numerically difficult to solve when the problem does not have a convexity structure. This paper makes progress toward solving optimization problems of this type by showing that under a certain condition called the time-sharing condition, the duality gap of the optimization problem is always zero, regardless of the convexity of the objective function. Further, we show that the time-sharing condition is satisfied for practical multiuser spectrum optimization. problems in multicarrier systems in the limit as the number of carriers goes to infinity. This result leads to efficient numerical algorithms that solve the nonconvex problem in the dual domain. We show that the recently proposed optimal spectrum balancing algorithm for digital subscriber lines can be interpreted as a dual algorithm. This new interpretation gives rise to more efficient dual update methods. It also suggests ways in which the dual objective may be evaluated approximately, further improving the numerical efficiency of the algorithm. We propose a low-complexity iterative spectrum balancing algorithm based on these ideas, and show that the new algorithm achieves near-optimal performance in many practical situations.",10.1109/TCOMM.2006.877962,15,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,,,,
J,"Paerl, HW; Paul, VJ",Climate change: Links to global expansion of harmful cyanobacteria,"Cyanobacteria are the Earth's oldest (similar to 3.5 bya) oxygen evolving organisms, and they have had major impacts on shaping our modern-day biosphere. Conversely, biospheric environmental perturbations, including nutrient enrichment and climatic changes (e.g. global warming, hydrologic changes, increased frequencies and intensities of tropical cyclones, more intense and persistent droughts), strongly affect cyanobacterial growth and bloom potentials in freshwater and marine ecosystems. We examined human and climatic controls on harmful (toxic, hypoxia-generating, food web disrupting) bloom-forming cyanobacteria (CyanoHABs) along the freshwater to marine continuum. These changes may act synergistically to promote cyanobacterial dominance and persistence. This synergy is a formidable challenge to water quality, water supply and fisheries managers, because bloom potentials and controls may be altered in response to contemporaneous changes in thermal and hydrologic regimes. In inland waters, hydrologic modifications, including enhanced vertical mixing and, if water supplies permit, increased flushing (reducing residence time) will likely be needed in systems where nutrient input reductions are neither feasible nor possible. Successful control of CyanoHABs by grazers is unlikely except in specific cases. Overall, stricter nutrient management will likely be the most feasible and practical approach to long-term CyanoHAB control in a warmer, stormier and more extreme world. (C) 2011 Elsevier Ltd. All rights reserved.",10.1016/j.watres.2011.08.002,16,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,
J,"Han, LH; Li, W; Bjorhovde, R",Developments and advanced applications of concrete-filled steel tubular (CFST) structures: Members,"Concrete-filled steel tubular (CFST) structure offers numerous structural benefits, and has been widely used in civil engineering structures. This paper reviews the development of the family of concrete-filled steel tubular structures to date and draws a research framework on CFST members. The research development on CFST structural members in most recent years, particularly in China, is summarized and discussed. The current design approaches from various countries are examined briefly. Some projects in China utilizing CFST members are also introduced. Finally, some concluding remarks are made for CFST members. (C) 2014 Elsevier Ltd. All rights reserved.",10.1016/j.jcsr.2014.04.016,17,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,
J,"Lichtsteiner, P; Posch, C; Delbruck, T",A 128x128 120 dB 15 μs latency asynchronous temporal contrast vision sensor,"This paper describes a 128 x 128 pixel CMOS vision sensor. Each pixel independently and in continuous time quantizes local relative intensity changes to generate spike events. These events appear at the output of the sensor as an asynchronous stream of digital pixel addresses. These address-events signify scene reflectance change and have sub-millisecond timing precision. The output data rate depends on the dynamic content of the scene and is typically orders of magnitude lower than those of conventional frame-based imagers. By combining an active continuous-time front-end logarithmic photoreceptor with a self-timed switched-capacitor differencing circuit, the sensor achieves an array mismatch of 2.1 % in relative intensity event threshold and a pixel bandwidth of 3 kHz under 1 klux scene illumination. Dynamic range is > 120 dB and chip power consumption is 23 mW. Event latency shows weak light dependency with a minimum of 15 mu s at > 1 klux pixel illumination. The sensor is built in a 0.35 mu m 4M2P process. It has 40x40 mu m(2) pixels with 9.4% fill factor. By providing high pixel bandwidth, wide dynamic range, and preciely timed sparse digital output, this silicon retina provides an attractive combination of characteristics for low-latency dynamic vision under uncontrolled illumination with low post-processing requirements.",10.1109/JSSC.2007.914337,18,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,,
J,"Chan, CC","The state of the art of electric, hybrid, and fuel cell vehicles","With the more stringent regulations on emissions and fuel economy, global warming, and constraints on energy resources, the electric, hybrid, and fuel cell vehicles have attracted more and more attention by automakers, governments, and customers. Research and development efforts have been focused on developing novel concepts, low-cost systems, and reliable hybrid electric powertrain. This paper reviews the state of the art of electric, hybrid, and fuel cell vehicles. The topologies for each category and the enabling technologies are discussed.",10.1109/JPROC.2007.892489,19,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
J,"Chen, VC; Li, FY; Ho, SS; Wechsler, H","Micro-doppler effect in radar: Phenomenon, model, and simulation study","When, in addition to the constant Doppler frequency shift induced by the bulk motion of a radar target, the target or any structure on the target undergoes micro-motion dynamics, such as mechanical vibrations or rotations, the micro-motion dynamics induce Doppler modulations on the returned signal, referred to as the micro-Doppler effect. We introduce the micro-Doppler phenomenon in radar, develop a model of Doppler modulations, derive formulas of micro-Doppler induced by targets with vibration, rotation, tumbling and coning motions, and verify them by simulation studies, analyze time-varying micro-Doppler features using high-resolution time-frequency transforms, and demonstrate the micro-Doppler effect observed in real radar data.",10.1109/TAES.2006.1603402,20,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,
J,"Akyildiz, IF; Lo, BF; Balakrishnan, R",Cooperative spectrum sensing in cognitive radio networks: A survey,"Spectrum sensing is a key function of cognitive radio to prevent the harmful interference with licensed users and identify the available spectrum for improving the spectrum's utilization. However, detection performance in practice is often compromised with multipath fading, shadowing and receiver uncertainty issues. To mitigate the impact of these issues, cooperative spectrum sensing has been shown to be an effective method to improve the detection performance by exploiting spatial diversity. While cooperative gain such as improved detection performance and relaxed sensitivity requirement can be obtained, cooperative sensing can incur cooperation overhead. The overhead refers to any extra sensing time, delay, energy, and operations devoted to cooperative sensing and any performance degradation caused by cooperative sensing. In this paper, the state-of-the-art survey of cooperative sensing is provided to address the issues of cooperation method, cooperative gain, and cooperation overhead. Specifically, the cooperation method is analyzed by the fundamental components called the elements of cooperative sensing, including cooperation models, sensing techniques, hypothesis testing, data fusion, control channel and reporting, user selection, and knowledge base. Moreover, the impacting factors of achievable cooperative gain and incurred cooperation overhead are presented. The factors under consideration include sensing time and delay, channel impairments, energy efficiency, cooperation efficiency, mobility, security, and wideband sensing issues. The open research challenges related to each issue in cooperative sensing are also discussed. (C) 2010 Elsevier B.V. All rights reserved.",10.1016/j.phycom.2010.12.003,21,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,
J,"Carballa, M; Omil, F; Lema, JM; Llompart, M; García-Jares, C; Rodríguez, I; Gómez, M; Ternes, T","Behavior of pharmaceuticals, cosmetics and hormones in a sewage treatment plant","Two cosmetic ingredients (galaxolide, tonalide), eight pharmaceuticals (carbamazepine, diazepam, diclofenac, ibuprofen, naproxen, roxithromycin, sulfamethoxazole and iopromide) and three hormones (estrone, 17beta-estradiol and 17alpha-ethinylestradiol) have been surveyed along the different units of a municipal Sewage Treatment Plant (STP) in Galicia, NW Spain. Among all the substances considered, significant concentrations in the influent were only found for the two musks (galaxolide and tonalide), two anti-inflammatories (ibuprofen and naproxen), two natural estrogens (estrone, 17beta-estradiol), one antibiotic (sulfaniethoxazole) and the X-ray contrast medium (iopromide), where the other compounds studied were below the limit of quantification. In the primary treatment, only the fragrances (30-50%) and 17beta-estradiol (20%) were partially removed. On the other hand, the aerobic treatment (activated sludges) caused an important reduction in all compounds detected, between 351/4 and 75%, with the exception of iopromide, which remained in the aqueous phase. The overall removal efficiencies within the STP ranged between 70-90% for the fragrances, 40-65% for the anti-inflammatories, around 65% for 17beta-estradiol and 60% for sulfamethoxazole. However, the concentration of estrone increased along the treatment due to the partial oxidation of 17beta-estradiol in the aeration tank. (C) 2004 Elsevier Ltd. All rights reserved.",10.1016/j.watres.2004.03.029,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Hu, Y; Loizou, PC",Evaluation of objective quality measures for speech enhancement,"In this paper, we evaluate the performance of several objective measures in terms of predicting the quality of noisy speech enhanced by noise suppression algorithms. The objective measures considered a wide range of distortions introduced by four types of real-world noise at two signal-to-noise ratio levels by four classes of speech enhancement algorithms: spectral subtractive, subspace, statistical-model based, and Wiener algorithms. The subjective quality ratings were obtained using the ITU-T P.835 methodology designed to evaluate the quality of enhanced speech along three dimensions: signal distortion, noise distortion, and overall quality. This paper reports on the evaluation of correlations of several objective measures with these three subjective rating scales. Several new composite objective measures are also proposed by combining the individual objective measures using nonparametric and parametric regression analysis techniques.",10.1109/TASL.2007.911054,23,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,
J,"Witte, F; Fischer, J; Nellesen, J; Crostack, HA; Kaese, V; Pisch, A; Beckmann, F; Windhagen, H",In vitro and in vivo corrosion measurements of magnesium alloys,"The in vivo corrosion of magnesium alloys might provide a new mechanism which would allow degradable metal implants to be applied in musculo-skeletal surgery. This would particularly be true if magnesium alloys with controlled in vivo corrosion rates could be developed. Since the magnesium corrosion process depends on its corrosive environment, the corrosion rates of magnesium alloys under standard in vitro environmental conditions were compared to corrosion rates in an in vivo animal model. Two gravity-cast magnesium alloys (AZ91D, LAE442) were used in these investigations. Standardized immersion and electrochemical tests according to ASTM norms were performed. The in vivo corrosion tests were carried out by intramedullar implantation of sample rods of the magnesium alloys in guinea pig femura. The reduction in implant volume was determined by synchrotron-radiation-based microtomography. We found that in vivo corrosion was about four orders of magnitude lower than in vitro corrosion of the tested alloys. Furthermore, the tendency of the corrosion rates obtained from in vitro corrosion tests were in the opposite direction as those obtained from the in vivo study. The results of this study suggest, that the conclusions drawn from current ASTM standard in vitro corrosion tests cannot be used to predict in vivo corrosion rates of magnesium alloys. (c) 2005 Elsevier Ltd. All rights reserved.",10.1016/j.biomaterials.2005.07.037,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
