Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32
J,"Wei, JQ",Numerical Optimization Method for Determination of Bifurcation Points and its Application in Stability Analysis of Power System,"Nonlinear bifurcation theory is very powerful and efficient to deal with multifarious nonlinear phenomena emerging from physics, biology, engineering, and economics. However, the execution of augmented system for bifurcation points will be very complicated for a system with too many variables. The purpose of this paper is to give a new optimization based method for computation of fold and Hopf bifurcation points and discuss their applications in stability analysis of power system. The validity of the proposed method has been testified by a WSCC9-bus power system in which the load increment at any bus was taken as a parameter.",10.1142/S0219876218501268,10,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,
J,"Zhang, GD; Chen, J; Yu, SS; Qiu, DY; Zhang, B; Iu, HHC; Fernando, T; Zhang, Y",A Waveform-Subtraction Based Single-Stage Ripple-Suppression Converter Family for Multiple Waveform Generation,"This paper proposes a family of single-stage converters consisting of three different converters, each of which is able to produce a variety of waveforms through the waveform-subtraction technique. We brand this converter family as waveform-subtraction based single-stage converter (WSSC). By using only a single-stage converter, the proposed waveform generation technique is able to realize dcdcac conversions and suppress input current ripple, meeting the needs of modernized power grid with renewable energy sources. At the same time, converters in this WSSC family are capable of generating a range of shapes, such as triangular, rectangular, and sawtooth waveforms, with simple structures, demonstrating its suitability of being applied in the electrochemical industry, e.g., in the electroplating process. Furthermore, the proposed family converters also realize substantially better input current ripple suppression compared to other conventional converters. In order to prove the validity and efficacy of the proposed WSSC and the theory underpinning it, in this paper, extensive simulations and analyses are conducted to verify the theoretical foundation of the proposed WSSC strategy, and the prototype of a converter from the proposed converter family is built and tested in our laboratory, which validates the functionality of the WSSC.",10.1109/TIE.2019.2907439,11,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,
J,"Zhang, JF; Niu, RP; Zhang, YF; Wang, CQ; Li, M; Liu, GR",Development of SFEM-Pre: A Novel Preprocessor for Model Creation for the Smoothed Finite Element Method,"Smoothed finite element method (S-FEM) is a new general numerical method which has been applied to solve various practical engineering problems. It combines standard finite element method (FEM) and meshfree techniques based on the weaken-weak (W2) formulation. This project, for the first time, develops a preprocessor software package SFEM-Pre for creating types of two-dimensional (2D) and three-dimensional (3D) S-FEM models following strictly the S-FEM theory. Because the software architecture of our 3D processor is the same as our 2D preprocessor, we will mainly introduce the 2D preprocessor in terms of software design for easier description, but the examples will include both 2D and 3D cases to fully demonstrate and validate the whole preprocessor of S-FEM. Our 2D preprocessor package is equipped with a graphical user interface (GUI) for easy use, and with a connectivity database for efficient computation. Schemes are developed for not only automatically meshes the problem domains using our GUI, but also accepts various geometry files made available from some existing commercial software packages, such as ABAQUS (R) and HyperMesh (R). In order to improve the efficiency of our preprocessor, a parallel triangulation mesh generator has also been developed based on the advancing front technique (AFT) to create triangular meshes for complex geometry, and at the same time to create six types of connectivity needed for various S-FEM models. In addition, a database is implemented in our code to record all these connectivity to avoid duplicated calculation. Finally, intensive numerical experiments are conducted to validate the efficiency, accuracy and stability of our preprocessor codes. It is shown that with our preprocessor, an S-FEM can be created automatically without much human intervention for geometry of arbitrary complexity.",10.1142/S0219876218450020,12,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
J,"Asadnia, M; Roddis, WMK",Strength-Based Out-of-Flatness Tolerance for Bottom Flanges of Steel Box Girders,"This study determined an explicit tolerance for bottom flanges of tub girders giving computed first yield moment including the strength reduction due to initial out-of-flatness of tub girders higher than the flexural design capacity for the limit state of bottom flange local buckling in current standards. Finite-element analysis (FEA) was used to construct flexural strength-reduction curves for tub girders with various out-of-flatness magnitudes covering a range of girder cross sections and spans. Tub bottom flange slenderness ratios between 25 and 120 were modeled as covering the practical range. Models were built with coexisting out-of-flatness in both webs and flanges. The appropriate residual stress pattern was created using heat analysis. Models were laterally supported to ensure the local buckling limit state controls. Both 344.7-MPa (Grade 50 Steel) and 689.4-MPa (Grade 100 Steel) yield steel plates were considered with elastic-perfectly plastic material behavior. Large deflection theory was used to iteratively capture the secondary moments due to out-of-flatness. The current tolerance of D/150 out-of-flatness for the fascia web of an I-shaped plate girder was shown to implicitly accept a 20% strength reduction. Results showed that compressive flexural design formulas for tub girders in current standards conservatively reduce the strength to account for local buckling. Code adoption of b(f)/200 is recommended for the tub girder bottom flange out-of-flatness tolerance, where b(f) represents the bottom flange width. (C) 2019 American Society of Civil Engineers.",10.1061/(ASCE)BE.1943-5592.0001521,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Besson, O; Vincent, F",Properties of the partial Cholesky factorization and application to reduced-rank adaptive beamforming,"Reduced-rank adaptive beamforming is a well established and efficient methodology, notably for disturbance covariance matrices which are the sum of a strong low-rank component (interference) and a scaled identity matrix (thermal noise). Eigenvalue or singular decomposition is often used to achieve rank reduction. In this paper, we study and analyze an alternative, namely a partial Cholesky factorization, as a means to retrieve interference subspace and to compute reduced-rank beamformers. First, we study the angles between the true subspace and that obtained from partial Cholesky factorization of the covariance matrix. Then, a statistical analysis is carried out in finite samples. Using properties of partitioned Wishart matrices, we provide a stochastic representation of the beamformer based on partial Cholesky factorization and of the corresponding signal to interference and noise ratio loss. We show that the latter follows approximately a beta distribution, similarly to the beamformer based on eigenvalue decomposition. Finally, numerical simulations are presented which indicate that a reduced-rank adaptive beam former based on partial Cholesky factorization incurs almost no loss, and can even perform better in some scenarios than its eigenvalue or singular value-based counterpart. (C) 2019 Elsevier B.V. All rights reserved.",10.1016/j.sigpro.2019.107300,14,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,
J,"Çömez-Dolgan, N; Moussawi-Haidar, L; Esmer, B; Jaber, MY",Temporary price increase during replenishment lead time,"Pricing and inventory management make up together revenue management, which is a significant effort to boost revenues out of available resources. Firms use various forms of dynamic pricing, including personalized pricing, markdowns, promotions, coupons, discounts, and clearance sales, to respond to market fluctuations and demand uncertainty. In this paper, we study a temporary price increase policy, a form of dynamic pricing, for a non-perishable product, a practice used by several giant retailers such as Amazon, Walmart, and Apple. We develop a continuous review inventory model that allows for joint replenishment and pricing decisions, where the lead time is not zero. A replenishment decision controls supply, while a pricing decision controls demand. A manager exercises a temporary price increase to slow demand and avoid a stock-out situation while waiting for a shipment, which may not necessarily increase revenues, but decrease stock-out costs. The problem is to solve for the optimal replenishment and the pricing policy parameters that maximize the long-run expected profit. That is, when and how much to order and when to raise the price. In this paper, the inventory level and time trigger a price increase. We solve many numerical examples and perform extensive sensitivity analyses. Our results show that compared to a model that focuses on fixed pricing, our model brings an additional increase in profit of about 13%. (C) 2019 Elsevier Inc. All rights reserved.",10.1016/j.apm.2019.09.050,15,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,
J,"Costa, VAF",Liquid leakage assessment from gas leakage tests,"Liquid leakage assessment is usually difficult, what can be overwhelmed through leakage testing using gases. This happens in many situations of practical interest of pressure-difference driven liquid leakage. Starting from physical principles and laws, analytical expressions relate the liquid and gas leakages occurring through the same leak geometry. Pressure differences driven the liquid and gas leakages can be different. Process of obtaining the analytical expressions highlights the physics behind the process of leakage testing and the involved variables and principles. Obtained analytical expressions relate the governing variables, allowing calculations for results treatment, interpretation, correlation or uncertainty analysis. Developments and results presented in the paper fulfill a gap of the literature concerning the liquid leakage assessment and testing using gases, and of the users' manuals of the leakage testing equipment. This additional knowledge and information allows equipment use and leak tests conduction with greater confidence, and supported results analyses, criticism and treatment. (C) 2019 Elsevier Ltd. All rights reserved.",10.1016/j.measurement.2019.107135,16,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,
J,"Sobrinho, ASF; Junior, FDS; Felizardo, KR; Duarte, LFC",Response identification of air flow sensors using fuzzy system for embedded electronics,"This paper shows the development of a fuzzy system applied to low-cost microcontroller to assist in the identification of different intensities of air flow from the AWM2100 sensor, whose operation presents variation in the output voltage due to the variation of the external temperature and also a nonlinear response of the output voltage as function of the variation of the air flow. In order to verify the operation of the proposed work, the fuzzy system was developed in C language for the PIC18F4550 microcontroller using techniques that guarantee great precision in the defuzzification process and the results were obtained by practical tests and PROTEUS software simulations. (C) 2019 Elsevier Ltd. All rights reserved.",10.1016/j.measurement.2019.107070,17,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,
J,"Kim, J; Wilson, M",Polytomous item explanatory IRT models with random item effects: Concepts and an application,"This paper proposes three polytomous item explanatory models with random item errors in Item Response Theory (IRT), by extending the Linear Logistic Test Model with item error (LLTM + epsilon) approach to polytomous data. The proposed models, also regarded as polytomous random item effects models, can take the uncertainty in explanation and/or the random nature of item parameters into account for polytomous items. To develop the models, the concepts and types of polytomous random item effects are investigated and then added into the existing polytomous item explanatory models. For estimation of the proposed models with crossed random effects for polytomous data, a Bayesian inference method is adopted for data analysis. An empirical example demonstrates practical implications and applications of the proposed models to the Verbal Aggression data. The empirical findings show that the proposed models with random item errors perform better than the existing models without random item errors in terms of the goodness-of-fit and reconstructing the step difficulties and also demonstrate methodological and practical differences of the proposed models in interpreting the item property effects in each of the item location explanatory Many-Facet Rasch Model and the step difficulty explanatory Linear Partial Credit Model approaches. (C) 2019 Elsevier Ltd. All rights reserved.",10.1016/j.measurement.2019.107062,18,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no
J,"Lee, J; Kim, DH",Analytic Pade-like approximations of exp(-sqrt(s)) for simulations of diffusion processes in the semi-infinite geometry,"Detailed transient behaviors of mass and heat transfer processes are required to solve partial differential equations. When those partial differential equations are coupled, they are still difficult to solve in time domain. For linear mass and heat transfer processes, their Laplace-domain solutions are obtainable and, when they are approximated by rational polynomials in the Laplace variable s, the problems can be transformed to a set of ordinary differential equations solved easily in time domain for various initial conditions. In this approximation, the conventional Pade method based on the Tayler series expansion of the Laplace-domain solutions has been well developed and effective. However, for some mass and heat transfer processes in the semi-infinite geometry, the Pade approximation is not applicable because the Laplace-domain solutions involving exp(-sqrt(s)) are not analytic at s = 0. Here, for such processes, analytical methods to approximate exp(-sqrt(s)) by rational polynomials are proposed. First it is expanded in series in terms of cosh(-1)(2(k)sqrt(s)) which converges fast. This series, when truncated, is analytic at s = 0 and its Pade approximations are available. The proposed method enables partial differential equations be replaced to a set of ordinary differential equations, reducing computations considerably for coupled partial differential equations. Performances of the proposed method are illustrated with several realistic mass and heat transfer processes.",10.1080/00986445.2019.1578755,19,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,
J,"Li, Y; Long, TW; Sun, XA",Probabilistic Structure of Extreme Run Lengths in a Stationary Hydrologic Time Series,"Current probabilistic methods for maximum and minimum run lengths in a hydrologic time series need further development. Using the first-order Markov chain model and an extreme-value theory for randomly occurring events, this study investigates probabilistic properties of both extreme run lengths in a stationary hydrologic time series. The interaction between negative run length, positive run length, total run length, life span, and number of total runs was analyzed. As a result, a joint probabilistic space was defined for negative (or positive) and total run lengths, and a corrector was established for an existing cumulative distribution function (CDF) of negative run length. Lengths of incomplete runs were considered appropriately, especially when no total run occurred during the life span. A generalized CDF was formulated for each extreme value, and simplified versions of the generalized CDF were proposed as practical approximate methods, including expectation approximations and limiting approximations. Results of computational examples indicated that expectation approximations generally provided better results than limiting approximations for maximum negative run lengths, and the non-negligible probability of no total run occurring during the life span may have a significant influence on CDFs.",10.1061/(ASCE)HE.1943-5584.0001869,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,
J,"Liu, XG; Wang, TY; Wang, C; Shi, H; Zhang, PP; Li, X; Wang, ZY; Yao, ZH; Hu, MC",A chemical approach for ultrafast synthesis of SAPO-n molecular sieves,"Silicoaluminophosphate (SAPO-n) molecular sieves are important microporous materials for chemical processes like MTO. Classical synthesis route for SAPO-n, i.e. hydrothermal method, generally requires dozens of hours (> 24 h). In this work, we reported a chemical approach to significantly reduce required crystallization time to 40-120 min by adding citric acid (CA) in synthesis gel. The time consumed with the proposed process is comparable with that by special heating intensification method while it is simpler, cheaper, and greener than latter. The ultrafast crystallization was attributed to the non-classical nucleation theory inspired by kinetic analysis, in which chelation interaction between CA and Al3+ favored metastable phase generation evidenced by XRD and Al-27 NMR. Other chelate agents (tartaric acid, ethylenediaminetetraacetic acid) with multi carbonic group also showed promising interaction. Moreover, the superior crystallization promotion effect could be applicable in the synthesis of other SAPO-n molecular sieves like SAPO-11, which indicates its great potentials in the future. With further optimization by structure promoter, the obtained SAPO-34 demonstrated sub-micron particle size, high ratio isolated Q(0) state Si specie, and hierarchical structure, characterized by the SEM, XPS, Si-29 NMR, TEM, and N-2-isotherms. The promoted physiochemical properties favored superior performance during MTO test. This work opens up a new perspective to synthesize SAPO-n molecular sieves by a simple chemical approach in a highly efficient and environment friendly manner.",,21,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
J,"Nishat, MRK; Ahmed, SS",Atomistic Modeling of Fine Structure Splitting in InGaN/GaN Dot-in-Nanowire Structures for Use in Entangled Photon Pair Generation,"Fine structure splitting (FSS) is a bottleneck in quantum dot (QD) based solid-state entangled photon pair sources for application in quantum key distribution (QKD). In QDs, entangle photon pairs are generated through a cascaded emission process: biexciton to exciton to the ground state. The FSS of the excitonic states destroys the entanglement of the photon pairs; hence, it needs to be eliminated. For numerical investigation of FSS and design optimization, a multiscale-multiphysics many-body calculation is required. In this article, we report the coupling of a full configuration interaction (FCI) method with a 10-band ( $sp<^>{ {3}}$ $s<^>\ast $ -spin) tight-binding (TB) model to calculate the excitonic energetics of realistically sized InGaN/GaN dot-in-nanowire structures. Model benchmarking has been done against a recently reported InGaN/GaN multiple quantum well (MQW) structure in the ${a}$ -plane orientation. Computational methodology of implementing a hexagonal-base truncated pyramid shaped QD has been presented. The effects of QD shape/thickness, material composition, and crystal growth direction (polar ${c}$ -plane and non-polar ${m}$ -plane and ${a}$ -plane) on the FSS of InGaN/GaN based photon emitters have been investigated. Polarization profiles of the emitted photons from the excitonic transitions have been derived quantum mechanically from transition dipole moments. With the smallest FSS, the non-polar ${m}$ -plane device has been found to be most promising for the QKD application.",10.1109/JQE.2019.2955938,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Rueda, DR; Cotta, C; Fernández-Leiva, AJ",Memetic collaborative approaches for finding balanced incomplete block designs,"The balanced incomplete block design (BIBD) problem is a difficult combinatorial problem with a large number of symmetries, which add complexity to its resolution. In this paper, we propose a dual (integer) problem representation that serves as an alternative to the classical binary formulation of the problem. We attack this problem incrementally: firstly, we propose basic algorithms (i.e. local search techniques and genetic algorithms) intended to work separately on the two different search spaces (i.e. binary and integer); secondly, we propose two hybrid schemes: an integrative approach (i.e. a memetic algorithm) and a collaborative model in which the previous methods work in parallel, occasionally exchanging information. Three distinct two-dimensional structures are proposed as communication topology among the algorithms involved in the collaborative model, as well as a number of migration and acceptance criteria for sending and receiving data. An empirical analysis comparing a large number of instances of our schemes (with algorithms possibly working on different search spaces and with/without symmetry breaking methods) shows that some of these algorithms can be considered the state of the art of the metaheuristic methods applied to finding BIBDs. Moreover, our cooperative proposal is a general scheme from which distinct algorithmic variants can be instantiated to handle symmetrical optimisation problems. For this reason, we have also analysed its key parameters, thereby providing general guidelines for the design of efficient/robust cooperative algorithms devised from our proposal. (C) 2019 Elsevier Ltd. All rights reserved.",10.1016/j.cor.2019.104804,23,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,,,,
J,"Rybski, D; Dawson, RJ; Kropp, JP",Comparing Generic and Case Study Damage Functions: London Storm-Surge Example,"Two different approaches are used to assess the impacts associated with natural hazards and climate change in cities. A bottom-up approach uses high resolution data on constituent assets within the urban area. In contrast, a top-down approach uses less detailed information but is consequently more readily transferable. Here, we compare damage curves generated by each approach for coastal flooding in London. To compare them, we fit a log-logistic regression with three parameters to the calculated damage curves. We find that the functions are remarkably similar in their shape, albeit with different inflection points and a maximum damage that differs by 13%-25%. If rescaled, the curves agree almost exactly, which enables damage assessment to be undertaken following the calculation of the three parameters.",10.1061/(ASCE)NH.1527-6996.0000336,24,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,
